sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
帘外寒江千里色，林中樽酒七人期。	权德舆	腊日龙沙会绝句	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	1	[[11, 14]]	[11, 14,竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）]
功成弃之去，乘龙上天游。	刘复	游仙	鼎湖（黄帝）	1	[[6, 7]]	[6, 7,鼎湖（黄帝）]
怀龙温昔梦，吐凤理新编。	钱谦益	和遵王述怀感德四十韵	吐凤才（扬雄）	1	[[6, 7]]	[6, 7,吐凤才（扬雄）]
西施醉舞娇无力，笑倚东窗白玉床。	李白	口号吴王美人半醉	西施（夫差，范蠡，西施）	1	[[0, 1]]	[0, 1,西施（夫差，范蠡，西施）]
蜀笺都有三千幅，总写离情寄孟光。	刘兼	江楼望乡寄内	梁鸿（孟光，梁鸿）	1	[[13, 14]]	[13, 14,梁鸿（孟光，梁鸿）]
卜邻近三径，植果盈千树。	孟浩然	田园作	三径（求仲，羊仲，蒋诩）	1	[[3, 4]]	[3, 4,三径（求仲，羊仲，蒋诩）]
黎人思坐啸，知子树佳声。	钱起	送李兵曹赴河中	坐啸	1	[[3, 4]]	[3, 4,坐啸]
一日辞秦镜，千秋别汉宫。	司空曙	故郭婉仪挽歌	秦镜	1	[[3, 4]]	[3, 4,秦镜]
萱草女儿花，不解壮士忧。	孟郊	百忧	萱草	1	[[0, 1]]	[0, 1,萱草]
相逢与相失，共是亡羊路。	姚系	京西遇旧识兼送往陇西	杨朱泣（杨朱）	2	[[8, 9, 10]]	[8, 9, 10,杨朱泣（杨朱）]
周处长桥役，侯调短弄哀。	李贺	送秦光禄北征	三害（周处）	1	[[2, 3]]	[2, 3,三害（周处）]
嫖姚留不住，昼锦已归迟。	贯休	送友人及第后归台州	嫖姚（霍去病）	1	[[0, 1]]	[0, 1,嫖姚（霍去病）]
即墨龙文光照曜，常山蛇阵势纵横。	杜牧	东兵长句十韵	即墨牛（田单）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,即墨牛（田单）]
即有徵黄日，名川莫厌游。	薛蒙	和绵州于中丞登越王楼作	颍川政（黄霸）	1	[[7, 8]]	[7, 8,颍川政（黄霸）]
陶令之官去，穷愁惨别魂。	崔峒	送陆明府之盱眙	归去来（陶潜）	1	[[0, 2]]	[0, 2,归去来（陶潜）]
吾观权势者，苦以身徇物。炙手外炎炎，履冰中剽剽。	白居易	出府归吾庐	履冰	1	[[18, 19]]	[18, 19,履冰]
本是墙东隐，今为瓮下仙。	李端	晚春过夏侯校书值其沉醉戏赠	瓮间卧（毕卓）;隐墙东（王君公，逢萌）	2	[[8, 9, 10]];[[2, 3, 4]]	[8, 9, 10,瓮间卧（毕卓）];[2, 3, 4,隐墙东（王君公，逢萌）]
为报湘川神女道，莫教云雨湿旌旗。	李群玉	闻湘南从叔朝觐	阳台（宋玉，楚襄王，瑶姬）	1	[[4, 5]]	[4, 5,阳台（宋玉，楚襄王，瑶姬）]
本与戴徵君，同师竹上坐。	李端	旅次岐山得山友书却寄凤翔张尹	戴颙	1	[[2, 3]]	[2, 3,戴颙]
思君一相访，残雪似山阴。	皇甫冉	寻戴处士	乘兴（戴逵，王徽之）;乘兴（戴逵，王徽之）	2	[[9, 11]];[[9, 11]]	[9, 11,乘兴（戴逵，王徽之）];[9, 11,乘兴（戴逵，王徽之）]
汉储何假终南客，甪里先生在谷中。	李德裕	伊川晚眺	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	1	[[8, 9]]	[8, 9,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
尽日衡门闭，苍苔一径新。	牟融	题朱庆馀闲居四首之二	衡门	1	[[2, 3]]	[2, 3,衡门]
鸟来伤贾傅，马立葬滕公。	李端	张左丞挽歌二首	长沙鵩（贾谊）	1	[[2, 5]]	[2, 5,长沙鵩（贾谊）]
曾绝朱缨吐锦茵，欲披荒草访遗尘。	窦牟	奉诚园闻笛园马侍中故宅	吐茵（丙吉）	1	[[4, 5, 6]]	[4, 5, 6,吐茵（丙吉）]
才子登科去，诸侯扫榻迎。	张乔	送友人归袁州	解榻（周璆，徐稚，陈蕃）	1	[[8, 9]]	[8, 9,解榻（周璆，徐稚，陈蕃）]
寸心宁有负，三黜竟无端。	刘长卿	瓜洲驿奉钱张侍御公拜膳部郎中却复宪台充贺兰大夫留后使之岭南时侍御先在淮南幕府	三黜（柳下惠）	1	[[6, 7]]	[6, 7,三黜（柳下惠）]
潘郎悲白发，谢客爱清辉。	刘长卿	罢摄官后将还旧居留辞李侍御	二毛（潘岳）	1	[[3, 5]]	[3, 5,二毛（潘岳）]
疑比庄周梦，情如苏武归。	柳宗元	朗州窦常员外寄刘二十八诗见促行骑走笔酬赠	蝴蝶（庄子）;苏武（刘彻，苏武）	3	[[2, 3, 4]];[[8, 9, 10]]	[2, 3, 4,蝴蝶（庄子）];[8, 9, 10,苏武（刘彻，苏武）]
方寸莹然无一事，水声来似玉琴声。	刘禹锡	奉和裴晋公凉风亭睡觉	方寸	1	[[0, 1]]	[0, 1,方寸]
鲍壶冰皎洁，王佩玉丁东。	李商隐	今月二日不自量度辄以诗一首四十韵干渎尊严伏蒙仁恩俯赐披览奖逾其实	玉壶冰（鲍照）	1	[[0, 1, 2]]	[0, 1, 2,玉壶冰（鲍照）]
无复能鸣分，空知愧稻粱。	骆宾王	同张二咏雁	木雁（庄子）	1	[[2, 3, 4]]	[2, 3, 4,木雁（庄子）]
幽林尝伴许，陋巷亦随回。	郑审	酒席赋得匏瓢	颜子（孔子，颜回）;一瓢（许由）	3	[[6, 7]];[]	[6, 7,颜子（孔子，颜回）];[,一瓢（许由）]
梁王昔全盛，宾客复多才。	高适	宋中十首之一	梁王（刘武）	1	[[0, 1]]	[0, 1,梁王（刘武）]
长信萤来一叶秋，蛾眉泪尽九重幽。	钱起	长信怨	一叶	2	[[4, 5, 6]]	[4, 5, 6,一叶]
世尘徒委积，劫火定焚烧。	卢纶	题念济寺晕上人院	劫灰（刘彻）	1	[[6, 7]]	[6, 7,劫灰（刘彻）]
董奉杏成林，陶潜菊盈把。	王维	送张舍人佐江州同薛璩十韵	送酒（陶潜，王弘）;杏田（董奉）	2	[[6, 8]];[[0, 1, 2]]	[6, 8,送酒（陶潜，王弘）];[0, 1, 2,杏田（董奉）]
路从青琐无因见，恩在丹心不可忘。	罗隐	寄郑补阙	青琐	1	[[2, 3]]	[2, 3,青琐]
雾中远树刀州出，天际澄江巴字回。	王维	送崔五太守	刀州（王浚）	1	[[4, 5]]	[4, 5,刀州（王浚）]
驰情望海波，一鹤鸣九皋。	唐彦谦	樊登见寄四首	九皋	2	[[7, 8, 9, 10]]	[7, 8, 9, 10,九皋]
解织宜名蕙，能歌合姓秦。	吴融	和韩致光侍郎无题三首十四韵之三	锦字（苏若兰）	1	[[0, 1, 2, 3, 4]]	[0, 1, 2, 3, 4,锦字（苏若兰）]
槐暗公庭趋小吏，荷香陂水脍鲈鱼。	刘长卿	颍川留别司仓李万	鲈鱼（张翰）	2	[[12, 13, 14]]	[12, 13, 14,鲈鱼（张翰）]
家风本钜儒，吏职化双凫。	权德舆	送从翁赴任长子县令	双凫（王乔）	1	[[9, 10]]	[9, 10,双凫（王乔）]
齐戒观华玉，留连叹色丝。	张说	酬崔光禄冬日述怀赠答（并序）	黄绢（曹操，杨修，杨脩，曹娥，曹盱）	1	[[9, 10]]	[9, 10,黄绢（曹操，杨修，杨脩，曹娥，曹盱）]
延年之道既无计，不免将身归逝水。	吴筠	寄白龙洞刘道人	逝川（孔子）	1	[[13, 14]]	[13, 14,逝川（孔子）]
泾流合渭流，清浊各自持。	孟郊	罪松	分泾	1	[[0, 1]]	[0, 1,分泾]
视草即应归属望，握兰知道暂经过。	郑谷	春夕伴同年礼部赵员外省直	握兰	1	[[8, 9]]	[8, 9,握兰]
绕树无依月正高，邺城新泪溅云袍。	李商隐	壬申闰秋题赠鸟鹊	鹊南飞（曹操）	1	[[0, 1]]	[0, 1,鹊南飞（曹操）]
茂陵闲久病，彭泽醉长贫。	许浑	赠王处士	陶令醉（陶潜）	1	[[8, 9]]	[8, 9,陶令醉（陶潜）]
狂歌好爱陶彭泽，佳句唯称谢法曹。平生乐事多如此，忍为浮名隔千里。	韩翃	和高平朱参军思归作	陶潜	2	[[4, 5, 6]]	[4, 5, 6,陶潜]
绛帐恩深无路报，语馀相顾却酸辛。	韩偓	与吴子华侍郎同年玉堂同直怀恩叙恳因成长句四韵兼呈诸同年	绛帐（马融）	1	[[0, 1]]	[0, 1,绛帐（马融）]
传声走马开金屋，夹路鸣环上玉墀。	王翰	古蛾眉怨	金屋（刘彻）	1	[[5, 6]]	[5, 6,金屋（刘彻）]
欲知世掌丝纶美，池上于今有凤毛。	杜甫	奉和贾至舍人早朝大明宫	凤毛（王劭）	1	[[13, 14]]	[13, 14,凤毛（王劭）]
见知嘱徐孺，赏句类陶渊。	孟郊	寄陕府邓给事	徐孺（徐稚）	1	[[3, 4]]	[3, 4,徐孺（徐稚）]
韩嫣金丸莎覆绿，许公鞯汗杏粘红。	杜牧	长安杂题长句六首	金丸（韩嫣）	2	[[0, 1, 2, 3]]	[0, 1, 2, 3,金丸（韩嫣）]
自可捐忧累，何须强问鸮。	韩愈	叉鱼招张功曹（署）	长沙鵩（贾谊）	1	[[9, 10]]	[9, 10,长沙鵩（贾谊）]
不学朱云能折槛，空羞献纳在丹墀。	耿湋	赠别刘员外长卿	折槛（张禹，朱云）	1	[[5, 6]]	[5, 6,折槛（张禹，朱云）]
不叹携手稀，常思著鞭速。	高适	酬鸿胪裴主簿雨后睢阳北楼见赠之作	著鞭（祖逖）	1	[[8, 9]]	[8, 9,著鞭（祖逖）]
姹女飞丹砂，青童护金液。	刘禹锡	游桃源一百韵	姹女	1	[[0, 1]]	[0, 1,姹女]
蔡琰没去造胡笳，苏武归来持汉节。	李益	塞下曲	苏武（刘彻，苏武）;文姬（蔡琰，蔡邕，曹操）	4	[[8, 9, 10], [13, 14]];[[0, 1]]	[8, 9, 10,苏武（刘彻，苏武）]; [13, 14,苏武（刘彻，苏武）];[0, 1,文姬（蔡琰，蔡邕，曹操）]
使者哭其庭，救兵终不至。	韦应物	睢阳感怀	哭秦庭（伍员，申包胥）	1	[[2, 3]]	[2, 3,哭秦庭（伍员，申包胥）]
不知流水潜催老，未悟三山也是尘。	李咸用	喻道	蓬莱	1	[[10, 11]]	[10, 11,蓬莱]
铜柱朱崖道路难，伏波横海旧登坛。	张谓	杜侍御送贡物戏赠	伏波（路博德，马援）	1	[[8, 9]]	[8, 9,伏波（路博德，马援）]
新声殊激楚，丽句同歌郢。	皎然	答俞校书冬夜	白雪（宋玉）	1	[[9, 11]]	[9, 11,白雪（宋玉）]
衔芦远雁愁萦缴，绕树啼猿怯避弓。	武元衡	幕中诸公有观猎之作因继之	衔芦	1	[[0, 1]]	[0, 1,衔芦]
绕床呼卢恣樗博，张灯达昼相谩欺。	郑嵎	津阳门诗	一掷（刘毅）	2	[[0, 1, 2, 3]]	[0, 1, 2, 3,一掷（刘毅）]
熊罴先兆庆垂休，天地氤氲瑞气浮。	徐夤	府主仆射王抟生日	磻溪（吕尚，周文王）	1	[[0, 1]]	[0, 1,磻溪（吕尚，周文王）]
化药秦方士，偷桃汉侍臣。	武元衡	陪随因追往年曾与旧僚联游此观纪题在壁已有沦亡书事感怀辄以呈寄兼呈东省三给事之作杨君见征鄙词因以继和	偷桃（东方朔）	1	[[6, 7]]	[6, 7,偷桃（东方朔）]
巨缗东钓傥可期，与子共饱鲸鱼脍。	韩愈	赠刘师服	任公	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,任公]
几时逢范蠡，处处是通津。	厉玄	从军行	范蠡	1	[[3, 4]]	[3, 4,范蠡]
大音自成曲，但奏无弦琴。	李白	赠临洺县令皓弟	无弦（陶潜）	2	[[8, 9, 10]]	[8, 9, 10,无弦（陶潜）]
舜耕余草木，禹凿旧山川。	杜审言	和李大夫嗣真奉使存抚河东	禹凿（夏禹）	1	[[6, 7]]	[6, 7,禹凿（夏禹）]
不日即登坛，枪旗一万竿。	贾岛	寄长武朱尚书	登坛（刘邦，萧何，韩信）	1	[[3, 4]]	[3, 4,登坛（刘邦，萧何，韩信）]
周醪忽同醉，牙弦乃共挥。	许敬宗	冬日宴于庶子宅各赋一字得归	绝弦（伯牙，钟子期）	1	[[6, 7]]	[6, 7,绝弦（伯牙，钟子期）]
便应酬倚注，何处话穷鳞。	罗隐	投寄韦右丞	涸鳞（庄子）	1	[[9, 10]]	[9, 10,涸鳞（庄子）]
怀哉梁苑客，思作剡溪游。	李群玉	腊夜雪霁月彩交光开阁临轩竟睡不得命家仆吹笙数曲独引一壶奉寄江陵副使杜中丞	乘兴（戴逵，王徽之）;梁苑客（刘武，司马相如，邹阳，枚乘）	2	[[8, 9, 10]];[[2, 3, 4]]	[8, 9, 10,乘兴（戴逵，王徽之）];[2, 3, 4,梁苑客（刘武，司马相如，邹阳，枚乘）]
昔为扬子宅，今是李膺门。	杜牧	川守大夫刘公早岁寓居敦行里肆有题壁十韵今之置第乃获旧居洛下大僚因有唱和叹咏不足辄献此诗	登龙（李膺）;扬雄宅（扬雄）	3	[[8, 9, 10]];[[2, 3, 4]]	[8, 9, 10,登龙（李膺）];[2, 3, 4,扬雄宅（扬雄）]
空馀骚雅事，千古傲刘桢。	薛能	送浙东王大夫	公干（刘桢）	1	[[9, 10]]	[9, 10,公干（刘桢）]
严光一唾垂緌紫，何胤三遗大带红。	韩偓	此翁	严陵（严光）	1	[[0, 1]]	[0, 1,严陵（严光）]
更欲寻芝术，商山便寄家。	许浑	濡东题司马郊园	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	1	[[6, 7]]	[6, 7,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
闻道神仙尉，怀德遂为邻。	陈子昂	同旻上人伤寿安傅少府	梅福	2	[[2, 3, 4]]	[2, 3, 4,梅福]
才微分薄忧何益，却欲回心学钓翁。	杜牧	题白云楼	塞上翁（塞翁）	1	[[14, 15]]	[14, 15,塞上翁（塞翁）]
傥恕相如瘦，应容累骑还。	段成式	和周繇见嘲	相如（司马相如）	1	[[2, 3]]	[2, 3,相如（司马相如）]
衰年倾盖晚，费日系舟长。	杜甫	冬晚送长孙渐舍人归州	倾盖（邹阳）	1	[[2, 3]]	[2, 3,倾盖（邹阳）]
莫愁帘中许合欢，清弦五十为君弹。	李贺	许公子郑姬歌	莫愁	1	[[0, 1]]	[0, 1,莫愁]
都忘醉后逢廉度，不省归时见鲁恭。	于鹄	醉后寄山中友人	鲁恭（刘馀）	1	[[13, 14]]	[13, 14,鲁恭（刘馀）]
童子怀仁至，中郎作赋成。	李峤	雉	鲁恭（刘馀）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,鲁恭（刘馀）]
舞蝶歌莺莫相试，老郎心是老僧心。	郑谷	春阴	冯唐	1	[[8, 9]]	[8, 9,冯唐]
蜀郡灵槎转，丰城宝剑新。	李峤	屋	双剑（干将，张华，莫邪，雷焕）;乘槎	2	[[6, 8]];[[2, 3]]	[6, 8,双剑（干将，张华，莫邪，雷焕）];[2, 3,乘槎]
皆经内史力，继得酂侯功。	孟郊	赠转运陆中丞	酂侯（刘邦，萧何）	1	[[8, 9]]	[8, 9,酂侯（刘邦，萧何）]
雾静不容玄豹隐，冰生惟恐夏虫疑。	唐彦谦	中秋夜玩月	豹隐（陶答子，陶荅子妻）	2	[[4, 5, 6]]	[4, 5, 6,豹隐（陶答子，陶荅子妻）]
君草陈琳檄，我书鲁连箭。	李白	江夏寄汉阳辅录事	陈琳（陈琳，曹操）;鲁连书（田单，鲁仲连）	4	[[2, 3, 4]];[[8, 9, 10]]	[2, 3, 4,陈琳（陈琳，曹操）];[8, 9, 10,鲁连书（田单，鲁仲连）]
石崇留客醉，绿珠当座舞。	权德舆	八音诗	绿珠（石崇，绿珠）	1	[[6, 7]]	[6, 7,绿珠（石崇，绿珠）]
主人拂金台，延客夜开扉。	刘驾	送友下第游雁门	金台	1	[[3, 4]]	[3, 4,金台]
可怜荒堞晚冥濛，麋鹿呦呦达遗址。	刘商	姑苏怀古送秀才下第归江南	麋鹿姑苏（伍员，刘安）	1	[[8, 9, 10, 11]]	[8, 9, 10, 11,麋鹿姑苏（伍员，刘安）]
归来满把如渑酒，何用伤时叹凤兮。	韦庄	鄠杜旧居二首	楚狂（孔子，楚狂）;酒如渑	3	[[12, 13, 14]];[[4, 5, 6]]	[12, 13, 14,楚狂（孔子，楚狂）];[4, 5, 6,酒如渑]
风意犹忆瑟，萤光乍近书。	鲍溶	过薛舍人旧隐	聚萤（车胤）	1	[[6, 7]]	[6, 7,聚萤（车胤）]
多逢剿绝儿，先著祖生鞭。	李白	赠宣城宇文太守兼呈崔侍御	著鞭（祖逖）	2	[[7, 8, 9, 10]]	[7, 8, 9, 10,著鞭（祖逖）]
毛遂不堕井，曾参宁杀人。虚言误公子，投杼惑慈亲。	李白	系寻阳上崔相涣三首之二	投杼（曾参）	1	[[18, 19]]	[18, 19,投杼（曾参）]
君看靖节高眠处，只向衡门种五株。	汪遵	隋柳	五柳（陶潜）;衡门	2	[[13, 15]];[[10, 11]]	[13, 15,五柳（陶潜）];[10, 11,衡门]
谁知不鸣者，独下董生帷。	朱湾	咏玉	下帷（董仲舒）	1	[[8, 9, 10]]	[8, 9, 10,下帷（董仲舒）]
能助千金笑，如何忍弃捐。	张夫人	拾得韦氏花钿以诗寄赠	千金笑	1	[[2, 3, 4]]	[2, 3, 4,千金笑]
伫见徵颍川，无为薄淮阳。	权德舆	唐开州文编远寄新赋累惠良药咏叹仰佩不觉斐然走笔代书聊书还答	颍川政（黄霸）;淮阳卧（汲黯）	2	[[3, 5]];[[8, 9, 10]]	[3, 5,颍川政（黄霸）];[8, 9, 10,淮阳卧（汲黯）]
雅论承安石，新诗与惠连。	韩翃	家兄自山南罢归献诗叙事	谢公（谢安）;惠连	2	[[3, 4]];[[9, 10]]	[3, 4,谢公（谢安）];[9, 10,惠连]
珠履旧参萧相国，䌽衣今佐晋司空。	罗隐	淮南送节度卢端公将命之汴州端公常为汴相公从事	酂侯（刘邦，萧何）	1	[[4, 5, 6]]	[4, 5, 6,酂侯（刘邦，萧何）]
一朝鹏举，万里鸾翔。	海顺	三不为篇	大鹏（庄子）	1	[[2, 3]]	[2, 3,大鹏（庄子）]
遭逢陪侍辇，归去忆抽簪。	吴融	中秋陪熙用学士禁中玩月	抽簪	1	[[9, 10]]	[9, 10,抽簪]
隐豹窥重巘，潜虬避浊泾。	杜牧	分司东都寓居履道叨承川尹刘侍郎大夫恩知上四十韵	豹隐（陶答子，陶荅子妻）	1	[[0, 1]]	[0, 1,豹隐（陶答子，陶荅子妻）]
天下何曾有山水，人间不解重骅骝。	杜甫	存殁口号二首	骅骝	1	[[13, 14]]	[13, 14,骅骝]
范蠡清尘何寂寞，好风唯属往来商。	杜牧	西江怀古	范蠡	1	[[0, 1]]	[0, 1,范蠡]
往昔逢多难，来兹故统戎。卓旗云梦泽，扑火细腰宫。	吴融	赴阙次留献荆南成相公三十韵	细腰（楚灵王）	2	[[20, 21, 22]]	[20, 21, 22,细腰（楚灵王）]
闲行池畔随孤鹤，若问多应道姓丁。	秦系	题洪道士山院	令威（丁令威）	1	[[13, 15]]	[13, 15,令威（丁令威）]
丈夫穷达未可知，看君不合长数奇。	高适	送田少府贬苍梧	未封侯（李广）	1	[[13, 14]]	[13, 14,未封侯（李广）]
回首汉家丞相府，昨来谁得扫重门。	郭震	寄刘校书	扫门（魏勃）	1	[[4, 6]]	[4, 6,扫门（魏勃）]
衡门犹未掩，伫立望夫君。	孟浩然	游精思观回王白云在后	衡门	1	[[0, 1]]	[0, 1,衡门]
不羡君官羡君幕，幕中收得阮元瑜。	白居易	醉送李协律赴湖南辟命因寄沈八中丞	元瑜（阮瑀）	2	[[12, 13, 14]]	[12, 13, 14,元瑜（阮瑀）]
比翼和鸣双凤皇，欲栖金帐满城香。	卢纶	王评事驸马花烛诗	韩寿（贾充，贾午，韩寿）;和鸣（懿氏，陈完）	2	[[12, 13, 14]];[[2, 3]]	[12, 13, 14,韩寿（贾充，贾午，韩寿）];[2, 3,和鸣（懿氏，陈完）]
张范唯通梦，求羊永绝踪。	皇甫冉	送魏六侍御葬	三径（求仲，羊仲，蒋诩）;鸡黍（张劭，范式）	2	[[6, 7]];[[0, 2]]	[6, 7,三径（求仲，羊仲，蒋诩）];[0, 2,鸡黍（张劭，范式）]
斟酌姮娥寡，天寒耐九秋。	杜甫	月	嫦娥（羿，姮娥）	2	[[2, 3, 4]]	[2, 3, 4,嫦娥（羿，姮娥）]
骊龙睡后珠元在，仙鹤行时步又轻。	刘禹锡	奉和裴晋公凉风亭睡觉	骊珠	2	[[0, 1, 2]]	[0, 1, 2,骊珠]
暮雨扬雄宅，秋风向秀园。	李郢	园居	扬雄宅（扬雄）	1	[[2, 3, 4]]	[2, 3, 4,扬雄宅（扬雄）]
今宵竹林下，谁觉花源远。	钱起	酬王维春夜竹亭赠别	桃源（陶潜）	1	[[8, 9]]	[8, 9,桃源（陶潜）]
极浦沉碑会，秋花落帽筵。	杜牧	往年随故府吴兴公夜泊芜湖口今赴官西去再宿芜湖感旧伤怀因成十六韵	落帽（孟嘉，桓温）	1	[[8, 9]]	[8, 9,落帽（孟嘉，桓温）]
积学萤尝聚，微词凤早吞。	杜牧	川守大夫刘公早岁寓居敦行里肆有题壁十韵今之置第乃获旧居洛下大僚因有唱和叹咏不足辄献此诗	聚萤（车胤）	1	[[4, 5]]	[4, 5,聚萤（车胤）]
诱我为弟子，逍遥寻葛洪。	李颀	赠苏明府	葛洪（葛洪，葛玄）	1	[[9, 10]]	[9, 10,葛洪（葛洪，葛玄）]
之推避赏从，渔父濯沧浪。	杜甫	北游	沧浪（屈原）	4	[[6, 7, 8, 9, 10]]	[6, 7, 8, 9, 10,沧浪（屈原）]
北堂应久待，乡梦促征期。	岑参	送张直公归南郑拜省	北堂	1	[[0, 1]]	[0, 1,北堂]
不但习池归酩酊，君看郑谷去夤缘。	杜甫	宇文晁尚书之甥崔彧司业之孙尚书之子重泛郑监前湖	习家（山简）;谷口（郑朴）	2	[[2, 3]];[[10, 11]]	[2, 3,习家（山简）];[10, 11,谷口（郑朴）]
先生有意许降临，更遣长须致双鲤。	韩愈	寄卢仝	双鱼	1	[[13, 14]]	[13, 14,双鱼]
久擅龙门质，孤竦峄阳名。	杨师道	咏琴（一作杨希道诗）	龙门	1	[[2, 3]]	[2, 3,龙门]
辘轳用智终何益，抱瓮遗名亦至今。	方干	山井	抱瓮（庄子）	1	[[8, 9]]	[8, 9,抱瓮（庄子）]
自当徐孺榻，不是谢公亭。	窦庠	酬韩愈侍郎登岳阳楼见赠	解榻（周璆，徐稚，陈蕃）	1	[[2, 3, 4]]	[2, 3, 4,解榻（周璆，徐稚，陈蕃）]
手把黄香扇，身披莱子衣。	岑参	奉送李宾客荆南迎亲	老莱（老莱子）	2	[[8, 9, 10]]	[8, 9, 10,老莱（老莱子）]
校文在仙掖，每有沧洲心。	储光羲	酬綦毋校书梦耶溪见赠之作	沧洲	1	[[8, 9]]	[8, 9,沧洲]
万重云树下，数亩子平居。	钱起	东溪杜野人致酒	尚平（向长）	1	[[8, 9]]	[8, 9,尚平（向长）]
专房犹见宠，倾国众皆闻。	皇甫冉	同李苏州伤美人	倾城（刘彻，李延年）	1	[[6, 7]]	[6, 7,倾城（刘彻，李延年）]
众中赏我赋高唐，回看屈宋由年辈。	李商隐	偶成轻韵七十二句赠四同馀	阳台（宋玉，楚襄王，瑶姬）	1	[[4, 7]]	[4, 7,阳台（宋玉，楚襄王，瑶姬）]
一雁南飞动客心，思归何待秋风起。	韩翃	和高平朱参军思归作	鲈鱼（张翰）	1	[[11, 14]]	[11, 14,鲈鱼（张翰）]
去俗因解绶，忆山得采薇。	钱起	酬陶六辞秩归旧居见柬	采薇（伯夷，叔齐）	1	[[9, 10]]	[9, 10,采薇（伯夷，叔齐）]
系帛何须雁，金乌日日飞。	吴融	送僧归日本国	鸿雁（刘彻，苏武）;金乌	2	[[0, 1]];[[6, 7]]	[0, 1,鸿雁（刘彻，苏武）];[6, 7,金乌]
且逍遥，还酩酊。仲舒漫不窥园井。	刘言史	放萤怨	下帷（董仲舒）	1	[[12, 13]]	[12, 13,下帷（董仲舒）]
贾谊才方达，扬雄老未迁。	胡皓	同蔡孚起居咏鹦鹉	贾谊	1	[[0, 1]]	[0, 1,贾谊]
敢恨守株曾失意，始知缘木更难求。	罗隐	答宗人衮	守株	1	[[2, 3]]	[2, 3,守株]
志业过玄宴，词华似祢衡。	白居易	哭皇甫七郎中（湜）	玄晏（皇甫谧）	1	[[3, 4]]	[3, 4,玄晏（皇甫谧）]
云际开三径，烟中挂一帆。	陈翊	寄邵校书楚苌	三径（求仲，羊仲，蒋诩）	2	[[2, 3, 4]]	[2, 3, 4,三径（求仲，羊仲，蒋诩）]
洎乎吾生何飘零，支离委绝同死灰。	杜甫	晚晴	死灰（南郭子）	1	[[13, 14]]	[13, 14,死灰（南郭子）]
数州消息断，愁坐正书空。	杜甫	对雪	书空（殷浩）	1	[[9, 10]]	[9, 10,书空（殷浩）]
曾忝陆机琴酒会，春亭惟愿一淹留。	武元衡	春日酬熊执易南亭花发见赠	陆机	1	[[2, 3]]	[2, 3,陆机]
蛾眉不入秦台镜，鹢羽还惊宋国风。	钱起	送钟评事应宏词下第东归	秦镜	1	[[4, 5, 6]]	[4, 5, 6,秦镜]
谢傅何由接，桓伊定不凡。	刘禹锡	和汴州令狐相公到镇改月偶书所怀	谢公（谢安）	1	[[0, 1]]	[0, 1,谢公（谢安）]
已看覆前车，未见易后轮。	薛据	古兴	覆车	1	[[2, 3, 4]]	[2, 3, 4,覆车]
长沙地窄却回时，舟楫骎骎向凤池。	李群玉	闻湘南从叔朝觐	凤池（荀勖）	1	[[13, 14]]	[13, 14,凤池（荀勖）]
如传我心苦，千里苍梧云。	司马扎	弹琴	苍梧	1	[[8, 9]]	[8, 9,苍梧]
西园公子名无忌，南国佳人号莫愁。	韦庄	忆昔	莫愁;信陵（魏无忌）	2	[[13, 14]];[[5, 6]]	[13, 14,莫愁];[5, 6,信陵（魏无忌）]
忽逢青鸟使，邀入赤松家。	孟浩然	清明日宴梅道士房	青鸟（刘彻，西王母）	2	[[2, 3, 4]]	[2, 3, 4,青鸟（刘彻，西王母）]
宁独锡和戎，更当封定远。	杜审言	送和西蕃使	定远（班超）	1	[[9, 10]]	[9, 10,定远（班超）]
莫是沧浪子，悠悠一钓船。	皎然	访陆处士羽	沧浪（屈原）	1	[[2, 3]]	[2, 3,沧浪（屈原）]
见说桃源洞，如今犹避秦。	李益	寻纪道士偶会诸叟	桃源（陶潜）	2	[[2, 3], [9, 10]]	[2, 3,桃源（陶潜）]; [9, 10,桃源（陶潜）]
采兰花萼聚，就日雁行联。	钱起	李四劝为尉氏尉李七勉为开封尉	雁行;采兰	2	[[8, 9]];[[0, 1]]	[8, 9,雁行];[0, 1,采兰]
太守三刀梦，将军一箭歌。	李商隐	街西池馆	刀州（王浚）	2	[[2, 3, 4]]	[2, 3, 4,刀州（王浚）]
窗外王孙草，床头中散琴。	李颀	题少府监李丞山池	中散琴（嵇康）	1	[[8, 9, 10]]	[8, 9, 10,中散琴（嵇康）]
南省恩深宾馆在，东山事往妓楼空。	李商隐	赠赵协律皙	东山妓（谢安）	1	[[8, 10]]	[8, 10,东山妓（谢安）]
