sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
周道载兴，象日之明。	不详	郊庙歌辞 周宗庙乐舞辞 肃雍舞		0		
令节逢烟雨，园亭但掩关。	羊士谔	雨中寒食		0		
一朝弃笔砚，十年操矛戟。	崔融	塞垣行	投笔（班超）	1	[[2, 3]]	
花香逐荀令，草色对王孙。	刘长卿	奉和杜相公新移长兴宅呈元相公	荀令香（荀彧）	1	[[0, 1, 2, 3]]	
期君调鼎鼐，他日俟羊斟。	韦庄	同旧韵	盐梅（傅说，殷高宗）	1	[[2, 3]]	
久慕餐霞客，常悲习蓼虫。	卢拱	中元日观法事	流霞	1	[[2, 3, 4]]	
三亩空留悬磬室，九原犹寄若堂封。	柳宗元	同刘二十八哭吕衡州兼寄江陵李元二侍御	悬磬	1	[[4, 5]]	
绕墙全剥粉，傍井渐消银。	李商隐	四年冬以退居蒲之永乐渴然有农夫望岁之志遂作忆雪又作残雪诗各一百言以寄情于游旧 残雪		0		
如何万古雕龙手，独是相如识汉皇。	黄滔	伤蒋校书德山	雕龙	1	[[4, 5]]	
红尘驱卤簿，白羽拥嫖姚。	皎然	从军行五首之二	嫖姚（霍去病）	1	[[9, 10]]	
重华不是风流主，湘水犹传泣二妃。	崔道融	马嵬	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[13, 14]]	
所合在方寸，心源无异端。	白居易	赠元稹	方寸	1	[[3, 4]]	
从他笑轻事，独自忆庄周。	齐己	渚宫自勉二首	庄周	1	[[9, 10]]	
越王尝胆安可敌，远取石田何所益。	刘长卿	登吴古城歌	尝胆（勾践）	1	[[2, 3]]	
看雪寻花玩风月，洛阳城里七年闲。	白居易	闲吟		0		
棹倚袁宏渚，帘垂庾亮楼。	郑谷	荆诸七月十五夜值雨寄同年李屿	谢将军（袁宏，谢尚）	1	[[2, 3, 4]]	
冥冥翠龙驾，多自巫山台。	杜甫	雨	阳台（宋玉，楚襄王，瑶姬）	1	[[8, 9, 10]]	
如今贾谊赋，不漫说长沙。	于鹄	送迁客二首之一	长沙鵩（贾谊）	1	[[9, 10, 11]]	
扬风非赠扇，易俗是张琴。	李隆基	赐崔日知往潞州	仁风（袁宏）	1	[[3, 4, 5]]	
赵壹赋命薄，马卿家业贫。	李贺	出城别张又新酬李汉	相如（司马相如）	1	[[6, 7]]	
早闻陆士龙，矫掌跨山川。	李群玉	将之吴越留别坐中文酒诸侣	士龙（荀隐，陆云）	2	[[2, 3, 4]]	
恩义同钟李，埙篪实弟兄。	杜牧	寄内兄和州崔员外十二韵	埙篪	1	[[6, 7]]	
宁武子，朱买臣，扣角行歌背负薪。	李白	笑歌行（以下二首。苏轼云是伪作。）	商歌（宁戚，齐桓公）	1	[[8, 9]]	
平生心迹最相亲，欲隐墙东不为身。	白居易	欲与元八卜邻先有是赠	隐墙东（王君公，逢萌）	1	[[9, 10, 11]]	
若逢金马门前客，为说虞卿久著书。	段成式	送穆郎中赴阙	金马客（东方朔）	1	[[2, 3, 4, 5]]	
君到新林江口泊，吟诗应赏谢玄晖。	韩翃	送客还江东	谢朓	2	[[12, 13, 14]]	
隐隐帝乡远，瞻瞻肃命虔。	杜审言	和李大夫嗣真奉使存抚河东		0		
清风吹歌人空去，歌曲自绕行云飞。	李白	忆旧游寄谯郡元参军		0		
獭髓求鱼客，鲛绡托海人。	吴融	和韩致光侍郎无题三首十四韵之二	鲛室	1	[[6, 7]]	
遗簪承旧念，剖竹授新官。	白居易	自江州司马授忠州刺史仰荷圣泽聊书鄙诚		0		
君看磊落士，不肯易其身。	杜甫	三韵三篇 其一		0		
四时唯夏不敢入，烛龙安敢停斯须。	崔珏	道林寺	烛龙	1	[[8, 9]]	
丽句传黄绢，香名播宋朝。	湛贲	题历山司徒右长史祖宅	黄绢（曹操，杨修，杨脩，曹娥，曹盱）	1	[[3, 4]]	
自怜生计事悠悠，浩渺沧浪一钓舟。	刘沧	罢华原尉上座主尚书	沧浪（屈原）	1	[[10, 11]]	
儿大长成娶新妇，女还长大送他门。	敦煌曲子	孝顺乐 其九 调名本意十二首		0		
香名冠二陆，精鉴逢山涛。	刘长卿	客舍赠别韦九建赴任河南韦十七造赴任郑县就便觐省	二陆（陆机，陆云，陆弟）	1	[[3, 4]]	
黄鹤悲歌绝，椒花清颂馀。	上官仪	江王太妃挽歌	椒花颂（陈氏）	1	[[6, 7, 8]]	
愿闻素女事，去采山花丛。	李颀	赠苏明府		0		
郑履下天去，蘧轮满路声。	钱起	送蒋尚书居守东都	履声（郑崇）	1	[[0, 1]]	
不意云霄能自致，空惊鹓鹭忽相随。	钱起	同程九早入中书	鸳鹭	1	[[10, 11]]	
汉兵出顿金微，照日明光铁衣。	张说	破阵乐词二首	金微	1	[[4, 5]]	
垂纶非钓国，好学异希颜。	储光羲	游茅山五首	磻溪（吕尚，周文王）	1	[[3, 4]]	
书从外氏学，竹自晋时栽。	卢纶	送从侄滁州觐省	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	1	[[8, 9, 10]]	
吾见尹仙翁，伯牙今复存。	吴筠	听尹炼师弹琴	绝弦（伯牙，钟子期）	1	[[6, 7, 8]]	
子牟恋魏阙，渔父爱沧江。	陈子昂	群公集毕氏林亭	魏阙（公子牟）	3	[[0, 1, 2, 3, 4]]	
禦榜早闻传异国，乡人犹似薄东家。	王贞白	戏赠乡人		0		
宅近青山同谢朓，门垂碧柳似陶潜。	李白	题东溪公幽居	五柳（陶潜）	1	[[13, 14, 15]]	
为贪卢女曲，用尽沈郎钱。	周万	送沈芳谒李观家求仕进	沈郎钱	1	[[8, 9, 10]]	
方者露圭角，尖者钻箭簇。	吴融	绵竹山四十韵		0		
不闻今夕鼓，差慰煎情人。	李贺	出城别张又新酬李汉		0		
壮志徵梁甫，嘉招萃楚材。	权德舆	奉和鄜州刘大夫麦秋出师遮虏有怀中朝亲故	楚材	1	[[9, 10]]	
碧落高高云万重，当时孤鹤去无踪。不期陵谷迁朝市，今日辽东特地逢。	李涉	逢旧二首	令威（丁令威）	1	[[26, 27, 28]]	
弹铗动深慨，浩歌气横秋。	戴叔伦	从军行	弹铗（田文，冯谖）	1	[[0, 1]]	
翱翔曾在玉京天，堕落江南路几千。	南卓	赠副戎	玉京	1	[[4, 5]]	
送客屡闻帘外鹊，销愁已辨酒中蛇。	包佶	答窦拾遗卧病见寄	酒中蛇（杜宣，乐广）	1	[[12, 13, 14]]	
无穷杏树行时种，几许芝田向月耕。	皇甫冉	送张道士归茅山谒李尊师	杏田（董奉）	1	[[2, 3]]	
一尉便垂白，数年唯草玄。	岑参	送颜少府投郑陈州	草玄（扬雄）	1	[[9, 10]]	
巢许在高颍，陶唐不得臣。九州尚洗耳，一命安能亲。	李华	咏史十一首	箕颍（尧，许由，巢父）	1	[[15, 16]]	
青风隐何处，草树不动摇。	白居易	月夜登阁避暑		0		
地接三茅岭，江迎子胥涛。	李德裕	游北固 其二		0		
孤高绣衣人，潇洒青霞赏。	李白	酬裴侍御对雨感时见赠	绣衣	1	[[2, 3]]	
遁迹东山下，因家沧海隅。	王维	济上四贤咏（三首。济州官舍作。）之崔录事	东山（谢安）	1	[[2, 3]]	
好个林间鹊，今朝足喜声。	姚合	游春十二首之二	鹊喜	1	[[4, 5]]	
来岁公田多种黍，莫教黄菊笑杨朱。	刘商	重阳日寄上饶李明府	彭泽田（陶潜）	1	[[2, 3, 4]]	
时命或大缪，仲尼将奈何。	李白	纪南陵题五松山	孔丘（孔子）	1	[[6, 7]]	
时追山简兴，本自习家流。	李益	送襄阳李尚书	山简	1	[[2, 3]]	
翠羽虽成梦，迁莺尚后群。	钱起	送李秀才落第游荆楚	迁莺	1	[[6, 7]]	
阶庭无争讼，郊境罢守卫。	元结	游石溪示学者		0		
东川横剑阁，南斗近刀州。	姚合	送任畹及第归蜀中觐亲	刀州（王浚）	1	[[9, 10]]	
白社陶元亮，青云阮仲容。	李端	奉和秘书元丞杪秋忆终南旧居	青云器（阮咸，颜延年）	1	[[6, 7, 8]]	
谁念闭关张仲蔚，满庭春雨长蒿莱。	韦庄	铜仪	蓬蒿（张仲蔚，刘龚）	1	[[4, 5, 6]]	
水流过海稀，尔去换春衣。	李嘉祐	送裴宣城上元所居		0		
人望皆同照乘宝，家风不重满籯金。	权德舆	奉和韦谏议奉送水部家兄上后书情寄诸兄弟仍通简南宫亲旧并呈阁省阁老院长	满籯金（韦贤）	2	[[12, 13, 14]]	
遥想庐陵郡，还听叔度歌。	刘长卿	送梁郎中赴吉州	五裤歌（廉范）	1	[[8, 9, 10]]	
阶前莫怪垂双泪，不遇孙阳不敢嘶。	曹唐	病马五首呈郑校书章三吴十五先辈之二	伯乐	1	[[10, 11]]	
无复双金报，空馀挂剑悲。	刘禹锡	西州李尚书知愚与元武昌有旧远示二篇吟之泫然因以继和二首	双南金（张载）	1	[[2, 3]]	
风胡灭已久，所以潜其锋。	李白	古风	风胡	1	[[0, 1]]	
杜陵归去春应早，莫厌青山谢朓家。	张祜	和杜使君九华楼见寄	谢朓	1	[[12, 13]]	
道士牛已至，仙家鸟亦来。	雍裕之	四色	青鸟（刘彻，西王母）	1	[[6, 7, 8]]	
阳气初惊蛰，韶光大地周。	元稹	咏廿四气诗 惊蛰二月节		0		
甚悦我皇心，得与王母对。	王昌龄	宿灞上寄侍御玙弟	王母（西王母）	1	[[8, 9]]	
谁云千载后，周召独为公。	耿湋	奉送蒋尚书兼御史大夫东都留守	周召	1	[[6, 7]]	
重看题壁处，岂羡弃繻生。	李德裕	重过列子庙追感顷年自淮服与居守王仆射同题名于庙壁仆射已为御史余尚布衣	弃繻（终军）	2	[[8, 9, 10]]	
杏田溪一曲，霞境峰几转。	钱起	罢章陵令山居过中峰道者二首	杏田（董奉）	1	[[0, 1]]	
遗子后黄金，作歌先紫芝。	张九龄	骊山下逍遥公旧居游集	满籯金（韦贤）	1	[[0, 1, 2, 3, 4]]	
月中有桂树，日中有伴侣。	刘商	乌夜啼	金乌	1	[[6, 7, 8]]	
白雪篇篇丽，清酤盏盏深。	韦庄	对酒赋（一作赠）友人	白雪（宋玉）	1	[[0, 1]]	
闻说公卿尽南望，甘棠花暖凤池头。	许浑	闻韶州李相公移拜郴州因寄	凤池（荀勖）	1	[[12, 13]]	
纵饶吴土容衰病，争奈燕台费料钱。	罗隐	病中上钱尚父	黄金台（燕昭王，郭隗）	1	[[10, 11]]	
江上萧疏雨，何人对谢公。	李益	述怀寄衡州令狐相公	谢公（谢安）	1	[[9, 10]]	
天钧纵迹无遗馀，烧香寄影在岩树。	鲍溶	思琴高	钧天（赵简子）	1	[[0, 1]]	
迢递山水隔，何由应埙篪。	韩愈	寄崔二十六立之	埙篪	1	[[9, 10]]	
大树思冯异，甘棠忆召公。	李商隐	武侯庙古柏	甘棠（召公姬奭）	2	[[6, 7, 8, 9, 10]]	
悔学秦人南避地，武陵原上又徵师。	戎昱	寄梁淑	桃源（陶潜）	2	[[2, 3, 4, 5], [8, 9]]	
高唱荆卿歌，乱击相如缶。	元稹	说剑	击筑（高渐离，荆轲，狗屠）	1	[[2, 3, 4]]	
有时六博快壮心，绕床三匝呼一掷。	李白	猛虎行	一掷（刘毅）	1	[[13, 14]]	
汉水波浪远，巫山云雨飞。东风吹客梦，西落此中时。	李白	江上寄巴东故人	阳台（宋玉，楚襄王，瑶姬）	2	[[6, 7, 8, 9]]	
我家小阮贤，剖竹赤城边。	李白	送杨山人归天台	小阮（阮咸，阮籍）	1	[[2, 3]]	
红楼知有酒，谁肯学袁安。	许浑	看雪	卧袁安（袁安）	1	[[9, 10, 11]]	
八月梓人功既休，戊寅大钟成。	李翱	泗州开元寺钟铭		0		
偶成投辖饮，不待致书招。	殷尧藩	过雍陶博士邸中饮	投辖（陈遵）	2	[[2, 3, 4]]	
有客为儒二十霜，酣歌郢雪时飘扬。	李咸用	送人	白雪（宋玉）	1	[[10, 11]]	
丁令辞世人，拂衣向仙路。	李白	姑熟十咏灵墟山	令威（丁令威）	1	[[0, 1]]	
降虏将军思，穷秋远客情。	杜牧	愁	李陵（刘彻，李陵）	1	[[0, 1]]	
秋归方觉好，旧梦始知真。	李频	送许棠及第归宣州		0		
化蝶诚知幻，徵兰匪契真。	蒋防	至人无梦	徵兰（郑文公，燕姞）	1	[[6, 7]]	
歌声掩金谷，舞态出平阳。	钱起	奉陪郭常侍宴浐川山池	平阳（刘彻，平阳公主，卫子夫）	1	[[9, 10]]	
果见闲居赋，未曾流俗闻。	贾岛	易州过郝逸人居	闲居赋（潘岳）	1	[[2, 3, 4]]	
岁晏天峥嵘，时危人枯槁。	李白	荆州贼平临洞庭言怀作		0		
曾忝陆机琴酒会，春亭惟愿一淹留。	武元衡	春日酬熊执易南亭花发见赠	陆机	1	[[2, 3]]	
草树饶野意，山川多古情。	宋之问	奉使嵩山途经缑岭		0		
秋坟鬼唱鲍家诗，恨血千年土中碧。	李贺	秋来	苌弘血（苌弘）	1	[[10, 11, 12]]	
夫君何不遇，为泣黄金台。	薛据	怀哉行	黄金台（燕昭王，郭隗）	1	[[8, 9, 10]]	
鹏碍九天须却避，兔藏三穴莫深忧。	杜甫	见王监兵马使说近山有白黑二鹰罗者久取竟未能得王以为毛骨有异他鹰恐腊后春生骞飞避暖劲翮思秋之甚眇不可见请余赋诗	三窟（田文，冯谖）	1	[[8, 9, 10, 11]]	
太守新临郡，还逢五裤歌。	李端	送张少府赴夏县	五裤歌（廉范）	1	[[8, 9, 10]]	
感此酬君千字诗，醉中分手又何之。	白居易	醉后走笔酬刘五主簿长句之赠兼简张大贾二十四先辈昆季		0		
六眸龟北凉应早，三足乌南日正长。	裴夷直	秋日	金乌	1	[[8, 9, 10]]	
庾公兴不浅，黄霸镇每静。	杜甫	八哀诗故右仆射相国张公九龄	庾楼（庾亮，殷浩）	1	[[2, 3, 4]]	
名须麟阁上，好去及瓜还。	贯休	送人征蛮	及瓜（连称，齐侯）	1	[[8, 9]]	
门前下客虽弹铗，溪畔穷鱼且曝腮。	朱湾	逼寒节寄崔七	暴泥	1	[[13, 14]]	
伯牙道丧来，弦绝无人续。	钱起	美杨侍御清文见示	绝弦（伯牙，钟子期）	1	[[6, 7]]	
黄陵庙前春已空，子规啼血滴松风。	李群玉	题二妃庙	蜀魄（杜宇）	2	[[8, 9, 10, 11]]	
夜香金鼎烬，春酒玉壶乾。	吕从庆	对月有感		0		
徒观斧凿痕，不瞩治水航。	韩愈	调张籍	禹凿（夏禹）	1	[[8, 9]]	
至今犹有东山妓，长使歌诗被管弦。	羊士谔	客有自渠州来说常谏议使君故事怅然成咏	东山妓（谢安）	1	[[4, 5, 6]]	
傍城馀菊在，步入一仙瓢。	朱庆馀	杭州卢录事山亭		0		
旧游怜我长沙谪，载酒沙头送迁客。	刘长卿	听笛歌	长沙谪（贾谊）	1	[[4, 5, 6]]	
武陵缘源不可到，河阳带县讵堪誇。	窦群	假日寻花	桃源（陶潜）	1	[[0, 1]]	
广学开书院，崇儒引席珍。	李隆基	集贤书院成送张说上集贤学士赐宴得珍字	席上珍（孔子）	1	[[9, 10]]	
打脊眼不痛，十指不同皮。	王梵志	回波乐 其八十七		0		
鸿雁影来连峡内，鹡鸰飞急到沙头。	杜甫	舍弟观赴蓝田取妻子到江陵喜寄三首之一	鹡鸰	1	[[8, 9]]	
旧从张博望，新事郑长秋。	韩翃	送监军李判官	张骞	1	[[2, 3, 4]]	
故人荆府掾，尚有柏台威。	孟浩然	闻裴侍御朏自襄州司户除豫州司户因以投寄	柏台	1	[[8, 9]]	
蚩尤塞寒空，蹴蹋崖谷滑。	杜甫	自京赴奉先县咏怀五百字	蚩尤	1	[[0, 1]]	
萧然授衣日，得此还山趣。	钱起	谷口新居寄同省朋故	授衣	1	[[2, 3]]	
更惭徵诏起，避世迹非真。	司空图	下方		0		
犹隔箫韶一峰在，遥传五马向东来。	戴叔伦	将至道州寄李使君	五马	1	[[10, 11]]	
藁砧刀头未有期，攀条拭泪坐相思。	徐彦伯	芳树	刀头（任立政，李陵）	1	[[2, 3]]	
汉将不封侯，苏卿劳远使。	李益	来从窦车骑行	未封侯（李广）	1	[[2, 3, 4]]	
中丞问俗画熊频，爱弟传书彩鹢新。	杜甫	奉送蜀州柏二别驾将中丞命赴江陵起居卫尚书太夫人因示从弟行军司马佐	熊轼	1	[[4, 5]]	
楚客病时无鵩鸟，越乡归处有鲈鱼。	许浑	赠萧兵曹先辈	长沙鵩（贾谊）	1	[[5, 6, 7]]	
唯有阶前芳草色，年年惆怅忆王孙。	储嗣宗	和顾非熊先生题茅山处士闲居	王孙草	1	[[13, 14, 15]]	
炯炯一心在，沉沉二竖婴。	杜甫	八哀诗赠左仆射郑国公严公武	秦医（晋侯，秦医缓）	1	[[8, 9]]	
空醉山翁酒，遥怜似葛强。	杜甫	送田四弟将军将夔州柏中函命起居江陵节度阳城郡王卫公幕	山简	1	[[9, 10]]	
陆机犹滞洛，念子望南鸿。	李端	送夏中丞赴宁国任	陆机	1	[[0, 1]]	
合裁班扇思行幸，愿托凉风箧笥嫌。	鲍溶	上阳宫月	团扇（班婕妤）	1	[[2, 3]]	
伯乐傥一见，应惊耳长垂。	李群玉	驙马	伯乐	1	[[0, 1]]	
闇诵黄庭经在口，闲携青竹杖随身。	白居易	独行		0		
流年疲蟋蟀，体物幸鹪鹩。	杜甫	奉赠卢五丈参谋	鹪鹩（许由，唐尧）	1	[[9, 10]]	
青门紫陌多春风，风中数日残春遗。	郑嵎	津阳门诗	青门	1	[[0, 1]]	
苍山云雨逐明神，唯有香名万岁春。	刘商	题黄陂夫人祠	阳台（宋玉，楚襄王，瑶姬）	1	[[1, 2, 3, 4]]	
与君况是经年别，暂到城来又出城。	白居易	送元八归凤翔		0		
惯识江南春早处，长惊蓟北梦回时。谢家园里成吟久，只欠池塘一句诗。	吴融	莺	池塘生春草（谢惠连，谢灵运）	1	[[26, 27, 28]]	
长吟想风驭，恍若升蓬瀛。	钱起	卧疾答刘道士	蓬莱	1	[[9, 10]]	
陶潜县里看花发，庾亮楼中对月明。	崔峒	书情寄上苏州韦使君兼呈吴县李明府	陶潜	1	[[0, 1]]	
牢落机心尽，惟怜鸥鸟亲。	刘长卿	负谪后登干越亭作	白鸥（列子）	1	[[8, 9, 10]]	
座对贤人酒，门听长者车。	杜甫	对酒书怀走邀许十一簿公	中圣（徐邈）	1	[[2, 3, 4]]	
断碛瞻貔武，临池识凤凰。	杨巨源	上刘侍中	貔虎	1	[[3, 4]]	
岁登亿计，征宽税薄。	朱自勉	苏州嘉兴屯田纪绩颂		0		
萧郎不顾凤楼人，云涩回车泪脸新。	上元夫人	留别	萧郎	1	[[0, 1]]	
未遂终军志，何劳思故乡。	李咸用	边城听角	弃繻（终军）	1	[[2, 3]]	
北阙圣人歌太康，南冠君子窜遐荒。	李白	流夜郎闻酺不预	南冠（钟仪）	2	[[8, 9, 10, 11]]	
七德已绥边，九夷咸底定。	不详	郊庙歌辞 享太庙乐章 宁和		0		
繁华事逐东流水，团扇悲歌万古愁。	翁绶	婕妤怨	团扇（班婕妤）	2	[[8, 9, 10, 11]]	
愿作山头似人石，丈夫衣上泪痕深。	刘损	愤惋诗三首	望夫	1	[[2, 3, 4, 5, 6]]	
刺史似寇恂，列郡宜竞惜。	杜甫	郑典设自施州归	借寇（寇恂）	1	[[3, 4]]	
剑门失险曾缚虎，淮水安流缘斩鲸。	李逢吉	奉酬忠武李相公见寄	鲸鲵（楚王）	1	[[13, 14]]	
青春衣绣共称宜，白首垂丝恨不遗。	刘长卿	谪官后卧病官舍简贺兰侍郎	绣衣	1	[[2, 3, 4]]	
柏梁宴初罢，千钟欢未毕。	袁朗	和洗掾登城南望京邑	柏梁	2	[[0, 1, 2]]	
谢朓宅荒山翠里，王敦城古月明中。	许浑	酬郭少府先奉使巡涝见寄兼呈裴明府	谢朓	1	[[0, 1]]	
永日无人到，时看独鹤还。	皎然	题湖上兰若示清会上人		0		
裁分楚女朝云片，剪破姮娥夜月光。	徐寅	追和白舍人咏白牡丹	阳台（宋玉，楚襄王，瑶姬）	1	[[4, 5, 6]]	
岂能得路陪先达，却拟还家望少微。	张蠙	言怀	少微星	1	[[13, 14, 15]]	
湘妃汉女出歌舞，金支翠旗光有无。	杜甫	渼陂行	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[0, 1]]	
仙郎有意怜同舍，丞相无私断扫门。	王维	重酬苑郎中（并序○时为库部员外）	扫门（魏勃）	2	[[10, 11, 12, 13, 14]]	
禅后心弥寂，斋来体更轻。	白居易	酬梦得以予五月长斋延僧徒绝宾友见戏十韵		0		
议高通白虎，谏切伏青蒲。	白居易	东南行一百韵寄通州元九侍御澧州李十一舍人果州崔二十二使君开州韦大员外庾三十二补阙杜十四拾遗李二十助教员外窦七校书（元稹集和此诗注内本题末尚有兼投吊席八舍人七字）	青蒲（刘奭，史丹）	2	[[8, 9, 10]]	
巢幕方犹燕，抢榆尚笑鲲。	刘禹锡	武陵书怀五十韵	抢榆枋	1	[[6, 7, 8]]	
迹愧巢由隐，才非管乐俦。	秦系	山中崔大夫有书相问	管乐	1	[[8, 9]]	
直矜鹦鹉赋，不贵芳桂枝。	钱起	送李四擢第归觐省	鹦鹉赋	1	[[2, 3, 4]]	
棣萼荣相映，琼枝色不如。	权德舆	送许著作分司东都	棣萼	1	[[0, 1]]	
谅非轩冕族，应对多差参。	韩愈	孟生诗	轩冕	1	[[2, 3]]	
葛亮顾庐，韩信升坛。	李瀚	蒙求		0		
运命随身搏，人生不自觉。	王梵志	诗并序 其七十四		0		
遂州城中汉节在，遂州城外巴人稀。	杜甫	去秋行	苏武（刘彻，苏武）	1	[[4, 5]]	
迹类三年鸟，心驰五达庄。	陈去疾	赋得骐骥长鸣	冲天（楚庄王，淳于髡，齐威王）	1	[[2, 3, 4]]	
见逐张征虏，今思霍冠军。	王维	送张判官赴河西	霍冠军（霍去病）	1	[[8, 9, 10]]	
丁固梦时还有意，秦王封日岂无心。	王睿	松	秦封（秦始皇）	1	[[8, 9, 10]]	
染翰过草圣，赋诗轻子虚。	王维	戏赠张五弟諲三首	草圣（张芝）	1	[[3, 4]]	
酷似牢之玉不如，落星山下白云居。	许浑	余谢病东归王秀才见寄今潘秀才南棹奉酬	酷似（何无忌，刘牢之，刘裕）	1	[[0, 1]]	
画与理冥，两身不异。	皎然	大云寺逸公写真赞		0		
由来不是池中物，鸡树归时即取将。	薛能	又和留山鸡	池中物（周瑜，刘备，周瑜，孙权）	1	[[4, 5, 6]]	
妙取筌蹄弃，高宜百万层。	杜甫	寄刘峡州伯华使君四十韵	忘筌	2	[[2, 3, 4]]	
洛阳才子姑苏客，桂苑殊非故乡陌。	王维	同崔傅答贤弟	贾谊	2	[[0, 1, 2, 3]]	
庄叟彭殇同在梦，陶潜身世两相遗。	杜牧	题桐叶	彭殇（彭祖）	1	[[2, 3]]	
山苗不可荫，孤直俟秦封。	白行简	贡院楼北新栽小松	秦封（秦始皇）	1	[[9, 10]]	
校文天禄阁，习战昆明水。	骆宾王	帝京篇	昆明习战（刘彻）	1	[[6, 7, 8, 9, 10]]	
君看魏帝邺都里，惟有铜台漳水流。	李嘉祐	古兴		0		
生气远出，不著死灰。	司空图	诗品二十四则（附录）精神	死灰（南郭子）	1	[[7, 8]]	
杞天崩，雷腾腾，桀非尧是何足凭。	赵牧	对酒	杞国忧	1	[[0, 1]]	
仲月送君从此去，瓜时须及邵平田。	孟浩然	送新安张少府归秦中	邵平（召平）	2	[[12, 13, 14]]	
芳馨来满袖，琼玖愿酬篇。	钱起	酬长孙绎蓝溪寄杏	琼玖	1	[[6, 7]]	
爰有上德，生而长年。	李旦	老子赞		0		
徒有献芹心，终流泣玉啼。	李白	赠范金卿二首之一	献芹	1	[[2, 3]]	
盛德方清贵，旋闻逐逝波。	贯休	追忆冯少常	逝川（孔子）	1	[[9, 10]]	
万梭为一素，世重韩娥色。	于濆	织素谣	韩娥（薛谭，韩娥）	1	[[8, 9]]	
在世复几时，倏如飘风度。	李白	古风 其二十		0		
雕尾扇张金缕高，碎铃素拂骊驹豪。	温庭筠	雉场歌	骊歌（王式）	1	[[12, 13]]	
一朝得八骏，逐日西溟濆。	李群玉	穆天子		0		
为凭何逊休联句，瘦尽东阳姓沈人。	李商隐	韩冬郎即席为诗相送一座尽惊他日余方追吟连宵侍坐裴回久之句有老成之风因成二绝寄酬兼呈畏之员外之二	何逊	1	[[2, 3]]	
宝玦麒麟起，银壶狒狖啼。	李贺	送秦光禄北征		0		
是非生倚伏，荣辱系悲欢。	刘长卿	瓜州驿奉饯张侍御公拜膳部郎中却复宪台充贺兰大夫留后使之岭南时侍御先在淮南幕府	倚伏	1	[[3, 4]]	
不厌梁鸿贫，常讥伯宗直。	权德舆	酬南园新亭宴会璩新第慰庆之作时任宾客	梁鸿（孟光，梁鸿）	1	[[2, 3]]	
疏家父子错挂冠，梁鸿夫妻虚适越。	顾况	洛阳行送洛阳韦七明府	梁鸿（孟光，梁鸿）	1	[[8, 9]]	
入朝荣剑履，退食偶琴书。	宋之问	奉和幸韦嗣立山庄侍宴应制	剑履	1	[[3, 4]]	
昔时秦王女，羽化年代久，日暮松风来，箫声生左右。	李华	仙游寺	吹箫（弄玉，秦穆公，萧史）	1	[[2, 3, 4]]	
高明祚德，永致昌期。	不详	郊庙歌辞 周郊祀乐章 福顺乐		0		
免教争叫噪，沸渭桃花前。	元稹	春鸠		0		
树滋堪采菌，矶没懒垂钩。	李咸用	和殷衙推春霖即事		0		
尝闻嵇叔夜，一生在慵中。弹琴复锻铁，比我未为慵。	白居易	咏慵	叔夜（嵇康）	2	[[2, 3, 4]]	
应龙已不见，牧马空黄埃。	陈子昂	蓟丘览古赠卢居士藏用七首轩辕台	牧马（黄帝，大隗）	1	[[6, 7]]	
妾家巫峡阳，罗幌寝兰堂。纵便朦胧觉，魂犹逐楚王。	杨巨源	美人春怨	阳台（宋玉，楚襄王，瑶姬）	1	[[21, 22, 23]]	
曾随何水部，待月东亭宿。	杨巨源	秋日题陈宗儒圃亭凄然感旧	何水部（何逊）	1	[[2, 3, 4]]	
深情托瑶瑟，弦断不成章。	贾至	长门怨	绝弦（伯牙，钟子期）	1	[[6, 7]]	
天生逸世姿，竹马不曾骑。	韦应物	奉和张大夫戏示青山郎	竹马	1	[[6, 7]]	
始随苍梧云，不返苍龙阙。	曹邺	文宗陵	苍梧	1	[[2, 3]]	
七十紫鸳鸯，双双戏庭幽。	李白	古风 其十八		0		
金谷园无主，桃源路不通。	李群玉	赠花	桃源（陶潜）	2	[[6, 7, 8]]	
何必龙山好，南亭赏不睽。	朱湾	重阳日陪韦卿宴	落帽（孟嘉，桓温）	1	[[2, 3, 4]]	
逢时将骋骥，临事无全牛。	刘长卿	送裴四判官处河西军试	无全牛（庖丁）	1	[[8, 9, 10]]	
苏公有国皆悬印，楚将无官可赏功。若使重生太平日，也应回首哭途穷。	秦韬玉	寄怀	六印（苏秦）	1	[[0, 1, 2]]	
对虽希鼓瑟，名亦滥吹竽。	温庭筠	病中书怀呈友人	齐竽（南郭先生）	3	[[8, 9, 10]]	
嗣子其谁，仆射公垂。	白居易	淮南节度使检校尚书右仆射赵郡李公家庙碑铭		0		
化为金印新祥瑞，飞向银河旧路岐。	韩偓	鹊	织女（武丁，牛郎，织女）	1	[[8, 9, 10, 11]]	
还闻吉甫颂，不共郢歌俦。	张九龄	和姚令公从幸温汤喜雪	吉甫颂	1	[[2, 3, 4]]	
欲得淮王术，风吹晕已生。	杜甫	玩月呈汉中王	淮南药（刘安）	1	[[2, 3, 4]]	
战伐何当解，归帆阻清沔。	杜甫	其六 故秘书少监武功苏公源明		0		
人间物象不供取，饱饮游神向悬圃。	齐己	读李白集	玄圃（周穆王）	1	[[13, 14]]	
