sentence	author	title	allusion	variation_number	allusion_index
枢掖调梅暇，林园艺槿初。	宋之问	奉和幸韦嗣立山庄应制	盐梅（傅说，殷高宗）	1	[[2, 3]]
激昂仰鹓鹭，献替欣盐梅。	岑参	酬裴员外以诗代书	盐梅（傅说，殷高宗）	1	[[9, 10]]
皆云梁公后，遇鼎还能调。	岑参	青山峡口泊舟怀狄侍御	盐梅（傅说，殷高宗）	0	[]
盐梅推上宰，礼乐统中军。	席豫	奉和圣制答张说南出雀鼠谷	盐梅（傅说，殷高宗）	1	[[0, 1]]
结实和羹知有日，肯随羌笛落天涯。	徐夤	梅花	盐梅（傅说，殷高宗）	1	[[2, 3]]
已见玉璜曾上钓，何愁金鼎不和羹。	方干	献浙东王大夫二首	盐梅（傅说，殷高宗）	1	[[13, 14]]
元首伫盐梅，股肱惟辅弼。	李世民	执契静三边	盐梅（傅说，殷高宗）	1	[[3, 4]]
和羹使用非胥靡，忆鲙言词小季鹰。	李咸用	和友人喜相遇十首	盐梅（傅说，殷高宗）	1	[[0, 1]]
他时讵有盐梅味，今日犹疑腹背毛。	李咸用	赠友弟	盐梅（傅说，殷高宗）	1	[[4, 5]]
后饮曹参酒，先和傅说羹。	李商隐	五言述德抒情诗一首四十韵献上杜七兄仆射相公	盐梅（傅说，殷高宗）	1	[[8, 9, 10]]
几日调金鼎，诸君欲望尘。	李端	喜皇甫郎中拜谕德兼集贤学士	盐梅（傅说，殷高宗）	0	[]
上宰调梅寄，元戎细柳威。	李义	奉和希望春宫送朔方军大总管张仁亶	盐梅（傅说，殷高宗）	1	[[2, 3]]
盐梅已佐鼎，曲糵且传觞。	李隆基	端午	盐梅（傅说，殷高宗）	1	[[0, 1]]
舟楫功须著，盐梅望匪疏。	李隆基	钱王晙巡边	盐梅（傅说，殷高宗）	1	[[6, 7]]
沙汰江河浊，调和鼎鼐新。	杜甫	上韦左相二十韵	盐梅（傅说，殷高宗）	1	[[7, 8]]
吕尚封国邑，傅说已盐梅。	杜甫	昔游	盐梅（傅说，殷高宗）	1	[[9, 10]]
主将归调鼎，吾还访旧丘。	杜甫	立秋雨院中有作	盐梅（傅说，殷高宗）	1	[[3, 4]]
良将授兵符，直臣调鼎餗。	权德舆	仲秋朝拜昭陵	盐梅（傅说，殷高宗）	1	[[8, 9]]
盐梅和鼎食，家声众所归。	沈佺期	和户部岑尚书参遇枢揆	盐梅（傅说，殷高宗）	2	[[0, 1], [2, 3]]
何幸盐梅处，唯忧对问机。	沈佺期	自考功员外授给事中	盐梅（傅说，殷高宗）	1	[[2, 3]]
莫贪题咏兴，商鼎待盐梅。	温庭皓	梅	盐梅（傅说，殷高宗）	2	[[9, 10], [6, 7]]
谢安何日起，台鼎伫君调。	理莹	送戴三徵君还谷口旧居	盐梅（傅说，殷高宗）	0	[]
闻道延年如玉液，欲将调鼎献明光。	皇甫冉	彭祖井	盐梅（傅说，殷高宗）	1	[[10, 11]]
三献蓬莱始一尝，日调金鼎阅芳香。	卢纶	新茶咏寄上西川相公二十三舅大夫二十舅	盐梅（傅说，殷高宗）	0	[]
晚实和商鼎，浓香拂寿杯。	羊士谔	东渡早梅一树岁华如雪酣赏成咏	盐梅（傅说，殷高宗）	1	[[3, 4]]
伟兹廊庙桢，调彼盐梅实。	苏颋	奉和姚令公温汤旧馆永怀故人卢公之作	盐梅（傅说，殷高宗）	1	[[8, 9]]
更知西向乐，宸藻协盐梅。	苏颋	奉和圣制答张说出雀鼠谷	盐梅（傅说，殷高宗）	1	[[9, 10]]
盐梅非拟议，葵藿是平生。	裴度	中书即事	盐梅（傅说，殷高宗）	1	[[0, 1]]
九郡竟歌兼煮海，四方皆得共和羹。	许棠	讲德陈情上淮南李仆射八首	盐梅（傅说，殷高宗）	1	[[13, 14]]
燮理久徵殷傅说，谭真欲过李玄通。	贯休	送刘相公朝觐二首之二	盐梅（傅说，殷高宗）	0	[]
既握钟繇笔，须调傅说羹。	贯休	送卢舍人朝觐	盐梅（傅说，殷高宗）	1	[[8, 9, 10]]
即日调殷鼎，朝分是与非。	贾岛	谢令狐绹相公赐衣九事	盐梅（傅说，殷高宗）	0	[]
德佐调梅用，忠输击虏年。	钱起	奉送户部李郎中充晋国副节度出塞	盐梅（傅说，殷高宗）	1	[[2, 3]]
受脤乃调鼎，为霖更洗兵。	钱起	送王相公赴范阳	盐梅（傅说，殷高宗）	1	[[3, 4]]
不愁欢乐尽，积庆在和羹。	钱起	陪郭常侍令公东亭宴集	盐梅（傅说，殷高宗）	1	[[9, 10]]
期君调鼎鼐，他日俟羊斟。	韦庄	同旧韵	盐梅（傅说，殷高宗）	1	[[2, 3]]
味调方荐实，腊近又先春。	韦处厚	盛山十二诗梅溪	盐梅（傅说，殷高宗）	0	[]
夭桃莫倚东风势，调鼎何曾用不材。	韩偓	湖南梅花一冬再发偶题于花授	盐梅（傅说，殷高宗）	1	[[8, 9]]
褰旒去耳纩，调和进梅盐。	韩愈	苦寒	盐梅（傅说，殷高宗）	0	[]
岂堪裨岳镇，强欲效盐梅。	韩愈	咏雪赠张籍	盐梅（傅说，殷高宗）	1	[[9, 10]]
陋巷满蓬蒿，谁知有颜子。	于濆	秦富人	颜子（孔子，颜回）	1	[[9, 10]]
春草秋风老此身，一瓢长醉任家贫。	刘商	醉后	颜子（孔子，颜回）	0	[]
颜回徒恨少成古，彭祖何曾老至今。	刘威	感寓	颜子（孔子，颜回）	1	[[0, 1]]
回也一瓢饮，贤哉常晏如。	孟浩然	西山寻辛谔	颜子（孔子，颜回）	1	[[2, 3, 4]]
颜子既殂谢，孔门无辉光。	孟郊	哭李观	颜子（孔子，颜回）	1	[[0, 1]]
安得颜子耳，曾未如此听。	孟郊	读经	颜子（孔子，颜回）	1	[[2, 3]]
颜氏岂嫌瓢里饮，孟光非取镜中妍。	徐夤	人事	颜子（孔子，颜回）	0	[]
马卿自愧长婴疾，颜子谁怜不是愚。	徐夤	咏怀	颜子（孔子，颜回）	1	[[8, 9]]
石家恃富身还灭，颜子非贫道不遭。	徐夤	骄侈	颜子（孔子，颜回）	1	[[8, 9]]
颜巷萧条知命后，膺门感激受恩初。	方干	归睦州中路寄侯郎中	颜子（孔子，颜回）	1	[[0, 1]]
颜子命未达，亦遇时人轻。	曹邺	偶怀	颜子（孔子，颜回）	1	[[0, 1]]
僻居城南隅，颜子须泣血。	曹邺	成名后献恩门	颜子（孔子，颜回）	1	[[6, 7]]
他日趋庭应问礼，须言陋巷有颜回。	朱湾	逼寒节寄崔七	颜子（孔子，颜回）	1	[[13, 14]]
季子祸从怜富贵，颜生道在乐箪瓢。	李咸用	依韵修睦上人山居十首之四	颜子（孔子，颜回）	3	[[12, 13, 14], [13, 14], [8, 9]]
颜渊徒有德，伯道且无儿。	李嘉祐	故吏部郎中赠给事中韦公挽歌二首之一	颜子（孔子，颜回）	1	[[0, 1]]
秀才何翩翩，王许回也贤。	李白	同吴王送杜秀芝赴举入京	颜子（孔子，颜回）	1	[[8, 9, 10]]
辞粟卧首阳，屡空饥颜回。当代不乐饮，虚名安用哉。	李白	月下独酌四首之四	颜子（孔子，颜回）	1	[[9, 10]]
颜子方敦行，支郎久住禅。	李端	寄畅当	颜子（孔子，颜回）	1	[[0, 1]]
孔席亡颜子，僧堂失谢公。	李端	慈恩寺怀旧	颜子（孔子，颜回）	1	[[3, 4]]
终军未乘传，颜子鬓先老。	李贺	春归昌谷	颜子（孔子，颜回）	1	[[6, 7]]
颜回竟短折，贾谊徒忠贞。	杜甫	八哀诗赠佐仆射郑国公尹公武	颜子（孔子，颜回）	1	[[0, 1]]
身为陋巷客，门有绛辕车。	杨衡	寄赠田仓曹湾	颜子（孔子，颜回）	0	[]
二纪乐箪瓢，烟霞暮与朝。	权德舆	送少清赴润州参军因思练旧居（得销字）	颜子（孔子，颜回）	2	[[2, 3, 4], [3, 4]]
原宪贫无愁，颜回乐自持。	沈佺期	伤王学士	颜子（孔子，颜回）	1	[[6, 7]]
辛勤到老慕箪瓢，于我悠悠竟何有。	温庭筠	醉歌	颜子（孔子，颜回）	1	[[5, 6]]
春深颜子巷，花映老莱衣。	王贞白	赠刘凝评事	颜子（孔子，颜回）	1	[[2, 3]]
若比箪瓢人，吾今太富贵。	白居易	夏日闲放	颜子（孔子，颜回）	2	[[2, 3, 4], [2, 3]]
陶庐闲自爱，颜巷陋谁知。	白居易	自题小草亭	颜子（孔子，颜回）	2	[[6, 7], [6, 7, 8]]
颜子甚年少，孔圣同行藏。我年过颜子，敢道不自强。	卢仝	冬行三首之二	颜子（孔子，颜回）	1	[[0, 1]]
三径春自足，一瓢欢有馀。	卢纶	同柳侍郎题侯钊侍郎新昌里	颜子（孔子，颜回）	0	[]
感物如有待，况依回也贤。	卢纶	送赵真长归夏县旧山依阳徵君读书	颜子（孔子，颜回）	1	[[8, 9, 10]]
朱户昨经新棨戟，风帆常觉恋箪瓢。	卢肇	除歙州途中寄座主王侍郎	颜子（孔子，颜回）	1	[[13, 14]]
怅望添燕琯，蹉跎厌鲁瓢。	罗隐	大梁见乔诩	颜子（孔子，颜回）	1	[[9, 10]]
人地应无比，箪瓢奈屡空。	罗隐	投宣武郑尚书二十韵	颜子（孔子，颜回）	1	[[6, 7]]
吾徒自多感，颜子只箪瓢。	罗隐	秋寄张坤	颜子（孔子，颜回）	2	[[6, 7], [9, 10]]
陋巷满蓬蒿，谁知有颜子。	罗隐	秦中富人	颜子（孔子，颜回）	1	[[9, 10]]
辅嗣俄长往，颜生即短辰。	褚亮	伤始平李少府正己	颜子（孔子，颜回）	1	[[6, 7]]
颜巷雪深人已去，庾楼花盛客初归。	许浑	李秀才近自涂口迁居新安适枉缄书见宽悲戚因以此答	颜子（孔子，颜回）	1	[[0, 1]]
颜子巷深青草遍，庾君楼迥碧山多。	许浑	闻州中有宴寄崔大夫兼简邢群评事	颜子（孔子，颜回）	1	[[0, 1]]
箪瓢贫守道，书剑病忘机。	许浑	题官舍	颜子（孔子，颜回）	1	[[0, 1]]
国境未安身未立，至今颜巷守箪瓢。	路德延	感旧诗	颜子（孔子，颜回）	2	[[10, 11], [13, 14]]
颜子不得禄，谁谓天道平。	邵谒	赠郑殷处士	颜子（孔子，颜回）	1	[[0, 1]]
幽林尝伴许，陋巷亦随回。	郑审	酒席赋得匏瓢	颜子（孔子，颜回）	0	[]
心惟二仲合，室乃一瓢空。	钱起	宿华侍御宅	颜子（孔子，颜回）	0	[]
三径与嚣远，一瓢常自怡。	钱起	山园栖隐	颜子（孔子，颜回）	0	[]
从军谁谓仲宣乐，入室方知颜子贫。	钱起	过张成侍御宅	颜子（孔子，颜回）	1	[[12, 13]]
因知富德不富财，颜氏箪瓢有深意。	陆龟蒙	庆封宅古井行	颜子（孔子，颜回）	1	[[10, 11]]
一瓢欣狎道，三月聊栖拙。	骆宾王	夏日游德州赠高四	颜子（孔子，颜回）	0	[]
柳下官资颜子居，闲情入骨若为除。	高骈	依韵奉酬李迪	颜子（孔子，颜回）	1	[[4, 5]]
不见支公与玄度，相思拥膝坐长吟。	刘长卿	秋夜有怀高三十五适兼呈空上人	支公（支道林）	1	[[2, 3]]
支公身欲老，长在沃州多。	刘长卿	赠普门上人	支公（支道林）	1	[[0, 1]]
偶与支公论，人间自共传。	司空曙	寄准上人	支公（支道林）	1	[[2, 3]]
旧依支遁宿，曾与戴颙来。	司空曙	过坚上人故院与李端同赋	支公（支道林）	1	[[2, 3]]
韩康助采君臣药，支遁同看内外篇。	司空曙	过卢秦卿旧居	支公（支道林）	1	[[8, 9]]
支公尚有三吴思，更使幽人忆钓矶。	唐彦谦	西明寺威公盆池新稻	支公（支道林）	1	[[0, 1]]
支公好闲寂，庭宇爱林篁。	严维	僧房避暑	支公（支道林）	1	[[0, 1]]
方外主人名道林，怕将水月净身心。	严维	宿天竺寺	支公（支道林）	1	[[5, 6]]
只应访支遁，时得话诗篇。	姚合	寄嵩岳程光范	支公（支道林）	1	[[3, 4]]
晚憩支公室，故人逢右军。	孟浩然	同王九题就师山房	支公（支道林）	1	[[2, 3]]
给园支遁隐，虚寂养身和。	孟浩然	晚春题远上人南亭	支公（支道林）	1	[[2, 3]]
晚途归旧壑，偶与支公邻。	孟浩然	还山贻湛法师	支公（支道林）	1	[[8, 9]]
徒郁仲举思，讵回道林辙。	宋之问	见南山夕阳召监师不至	支公（支道林）	1	[[8, 9]]
日西倒山寺，林下逢支公。	岑参	冬夜宿仙游寺南凉堂呈谦道人	支公（支道林）	1	[[9, 10]]
闻君寻野寺，便宿支公房。	岑参	闻崔十二侍御灌口夜宿报恩寺	支公（支道林）	1	[[8, 9]]
此心竟谁證，回憩支公床。	崔国辅	宿法华寺	支公（支道林）	1	[[8, 9]]
支公已寂灭，影塔山上古。	崔曙	宿大通和尚塔敬赠如上人兼呈常孙二山人	支公（支道林）	1	[[0, 1]]
寂寞空门支道林，满堂诗板旧知音。	张祜	题灵彻上人旧房	支公（支道林）	2	[[4, 5, 6], [5, 6]]
支公何处在，神理竟茫茫。	张谓	哭护国上人	支公（支道林）	1	[[0, 1]]
曾共刘咨议，同时事道林。	戎昱	衡阳春日游僧院	支公（支道林）	1	[[9, 10]]
步入招提路，因之访道林。	戴叔伦	游少林寺	支公（支道林）	1	[[9, 10]]
犹喜深交有支遁，时时音信到松房。	昙域	怀齐己	支公（支道林）	1	[[5, 6]]
孤标可玩不可取，能使支公道场古。	朱湾	题段上人院壁画古松	支公（支道林）	1	[[10, 11]]
病随支遁偶行行，正见榴花独满庭。	李咸用	同玄昶上人观山榴	支公（支道林）	1	[[2, 3]]
谑浪肯居支遁下，风流还与远公齐。	李白	别山僧	支公（支道林）	1	[[4, 5]]
卓绝道门秀，谈玄乃支公。	李白	将游衡岳过汉阳双松亭留别族弟浮屠谈皓	支公（支道林）	1	[[9, 10]]
今日逢支遁，高谈出有无。	李白	赠宣州灵源寺仲浚公	支公（支道林）	1	[[3, 4]]
虽游道林室，亦举陶潜杯。	李白	陪族叔当涂宰游化城寺升公清风亭	支公（支道林）	1	[[2, 3]]
泉声宜远听，入夜对支公。	李端	宿深上人院听远泉	支公（支道林）	1	[[9, 10]]
支公有方便，一愿启玄关。	李端	宿云际寺赠深上人	支公（支道林）	1	[[0, 1]]
独将支遁去，欲往戴颙家。	李端	送暕上人游春	支公（支道林）	1	[[2, 3]]
道林才不世，惠远德过人。	杜甫	大云寺赞公房四首之二	支公（支道林）	1	[[0, 1]]
空忝许询辈，难酬支遁词。	杜甫	巳上人茅斋	支公（支道林）	1	[[8, 9]]
一境别无唯此有，忍教醒坐对支公。	杜荀鹤	中山临上人院观牡丹寄诸从事	支公（支道林）	1	[[13, 14]]
他时若写兰亭会，莫画高僧支道林。	柳宗元	韩漳州书报彻上人亡因寄二绝	支公（支道林）	2	[[12, 13, 14], [13, 14]]
凭槛霏微松树烟，陶潜曾用道林钱。	杨巨源	题清凉寺	支公（支道林）	1	[[12, 13]]
一听林公法，灵嘉愿寄身。	武元衡	夏与熊王二秀才同宿僧院	支公（支道林）	1	[[2, 3]]
戴颙今日称居士，支遁他年识领军。	温庭筠	重游圭峰宗密禅师精庐	支公（支道林）	1	[[8, 9]]
身归沃洲老，名与支公接。	皇甫曾	赠沛禅师	支公（支道林）	1	[[8, 9]]
此身知是妄，远远诣支公。	耿湋	诣顺公问道	支公（支道林）	1	[[9, 10]]
古院林公住，疏篁近井桃。	耿湋	题藏公院	支公（支道林）	1	[[2, 3]]
祗缘支遁谈经妙，所以许询都讲来。	贯休	蜀王入大慈寺听讲	支公（支道林）	1	[[2, 3]]
林僧岁月知何幸，还似支公见谢公。	贯休	蜀王登福感寺塔三首	支公（支道林）	1	[[10, 11]]
只应张果支公辈，时复相逢醉海隅。	贯休	遇道者	支公（支道林）	1	[[4, 5]]
支公禅寂处，时有鹤来巢。	韩偓	永明禅师房	支公（支道林）	1	[[0, 1]]
旧房西壁画支公，昨暮今晨色不同。	鲍溶	赠真公影堂	支公（支道林）	1	[[5, 6]]
皎然未必迷前习，支遁宁非悟后生。	齐己	爱吟	支公（支道林）	1	[[8, 9]]
预弹山水调，终拟从钟期。	上官婉儿	游长宁公主流杯池二十五首	绝弦（伯牙，钟子期）	1	[[2, 3, 4]]
潘岳闲居赋，钟期流水琴。	储光羲	同张侍御鼎和京兆萧兵曹华岁晚南园	绝弦（伯牙，钟子期）	1	[[8, 9, 10]]
迢遰亲灵榇，顾予悲绝弦。	储光羲	同王十三维哭殷遥	绝弦（伯牙，钟子期）	1	[[9, 10]]
莫学楚狂隳姓字，知音还有子期听。	元孚	送李四校书	绝弦（伯牙，钟子期）	0	[]
樽酒空如在，弦琴肯重闻。	刘长卿	哭魏兼遂	绝弦（伯牙，钟子期）	1	[[6, 7, 8, 9, 10]]
不知钟期百年馀，还忆朝朝几千里。	司马逸客	雅琴篇	绝弦（伯牙，钟子期）	0	[]
吾见尹仙翁，伯牙今复存。	吴筠	听尹炼师弹琴	绝弦（伯牙，钟子期）	0	[]
送君竟此曲，从兹长绝弦。	乔知之	拟古赠陈子昂	绝弦（伯牙，钟子期）	1	[[9, 10]]
众音何其繁，伯牙独不喧。	孟浩然	示孟郊	绝弦（伯牙，钟子期）	0	[]
钟期一见知，山水千秋闻。	孟浩然	示孟郊	绝弦（伯牙，钟子期）	0	[]
不遇钟期听，谁知鸾凤声。	孟浩然	赠道士参寥	绝弦（伯牙，钟子期）	0	[]
始知知音稀，千载一绝弦。	孟郊	哭秘书包大监	绝弦（伯牙，钟子期）	1	[[9, 10]]
琴弦绿水绝，诗句青山存。	孟郊	悼吴兴汤衡评事	绝弦（伯牙，钟子期）	0	[]
良马足因无主踠，旧交心为绝弦哀。	崔珏	哭李商隐	绝弦（伯牙，钟子期）	1	[[12, 13]]
即今流水曲，何处俗人知。	崔融	哭蒋詹事俨	绝弦（伯牙，钟子期）	1	[[2, 3, 4]]
何必钟期耳，高闲自可亲。	常建	听琴秋夜赠寇尊师	绝弦（伯牙，钟子期）	1	[[2, 3, 4]]
莫言山水间，幽意在鸣琴。	张说	别灉湖	绝弦（伯牙，钟子期）	0	[]
自惜同声处，从今遂绝弦。	张说	右丞相苏公挽歌二首	绝弦（伯牙，钟子期）	1	[[9, 10]]
伯牙鸣玉琴，幽音随指发。不是钟期听，俗耳安能别。	李咸用	览友生古风	绝弦（伯牙，钟子期）	0	[]
三尺焦桐七条线，子期师旷两沉沉。	李山甫	赠弹琴李处士	绝弦（伯牙，钟子期）	0	[]
子期如可听，山水响馀哀。	李峤	琴	绝弦（伯牙，钟子期）	0	[]
愧非流水韵，叨入伯牙弦。	李白	春日归山寄孟浩然	绝弦（伯牙，钟子期）	2	[[8, 9, 10], [9, 10]]
钟期久已没，世上无知音。	李白	月夜听卢子顺弹琴	绝弦（伯牙，钟子期）	0	[]
我有幽兰曲，因君遂绝弦。	李群玉	伤友	绝弦（伯牙，钟子期）	1	[[9, 10]]
绝弦罢流水，闻笛同山阳。	权德舆	从事淮南府过亡友杨校书旧厅感念愀然	绝弦（伯牙，钟子期）	1	[[0, 1]]
感游值商日，绝弦留此词。	沈佺期	伤王学士	绝弦（伯牙，钟子期）	1	[[6, 7]]
罢琴明月夜，留剑白云天。	沈佺期	哭苏眉州崔司业二公	绝弦（伯牙，钟子期）	1	[[0, 1]]
闻说萧郎逐逝川，伯牙因此绝清弦。	温庭筠	哭王元裕	绝弦（伯牙，钟子期）	0	[]
高山流水琴三弄，明月清风酒一樽。	牟融	写意二首之一	绝弦（伯牙，钟子期）	2	[[0, 1, 2, 3], [2, 3, 4]]
惠死庄杜口，钟殁师废琴。	白居易	哭崔韦侍晦叔	绝弦（伯牙，钟子期）	1	[[6, 7, 8, 9, 10]]
却怪钟期耳，唯听水与山。	白居易	郡中夜听李山人弹三乐	绝弦（伯牙，钟子期）	1	[[2, 3, 4]]
犹倚披沙鉴，长歌向子期。	皎然	酬薛员外谊见戏一首	绝弦（伯牙，钟子期）	0	[]
庄周高论伯牙琴，閒夜思量泪满襟。	罗隐	重过随州故兵部李侍郎恩知因抒长句	绝弦（伯牙，钟子期）	1	[[4, 5, 6]]
借问人间愁寂意，伯牙弦绝已无声。	薛涛	寄张元夫	绝弦（伯牙，钟子期）	3	[[8, 9, 10], [9, 10], [10, 11]]
伯牙琴绝岂求知，往往情牵自有诗。	薛能	春日书怀	绝弦（伯牙，钟子期）	1	[[0, 1, 2]]
周醪忽同醉，牙弦乃共挥。	许敬宗	冬日宴于庶子宅各赋一字得归	绝弦（伯牙，钟子期）	1	[[6, 7]]
新诗一千首，古锦初下机。除月与鬼神，别未有人知。子期去不返，浩浩良不悲。	贯休	偶作二首	绝弦（伯牙，钟子期）	0	[]
几拟以黄金，铸作钟子期。	贯休	古意九首	绝弦（伯牙，钟子期）	0	[]
深情托瑶瑟，弦断不成章。	贾至	长门怨	绝弦（伯牙，钟子期）	1	[[6, 7]]
坐来山水操，玄断吊遗埃。	郑浣	和李德裕房公旧竹亭闻琴	绝弦（伯牙，钟子期）	0	[]
钟期不可遇，谁辨曲中心。	释彪	宝琴	绝弦（伯牙，钟子期）	0	[]
伯牙道丧来，弦绝无人续。	钱起	美杨侍御清文见示	绝弦（伯牙，钟子期）	1	[[6, 7]]
子期子野俱不见，乌啼鬼哭空伤悲。	韦庄	赠峨嵋山弹琴李处士	绝弦（伯牙，钟子期）	0	[]
独此琴台夜，流水为谁弹。	骆宾王	冬日过故人任处士书斋	绝弦（伯牙，钟子期）	0	[]
成风郢匠斲，流水伯牙弦。	骆宾王	夏日游德州赠高四	绝弦（伯牙，钟子期）	2	[[8, 9, 10], [9, 10]]
独嗟流水引，长掩伯牙弦。	骆宾王	乐大夫挽词五首之五	绝弦（伯牙，钟子期）	2	[[8, 9, 10], [9, 10]]
莫将流水引，空向俗人弹。	骆宾王	咏怀	绝弦（伯牙，钟子期）	0	[]
东风二月淮阴郡，唯见棠梨一树花。	刘商	送元使君自楚移越	甘棠（召公姬奭）	0	[]
人咏甘棠茂，童谣竹马群。	刘商	送庐州贾使君拜命	甘棠（召公姬奭）	2	[[2, 3], [3, 4]]
从发坡头向东望，春风处处有甘棠。	刘禹锡	同乐天送令狐相公赴东都留守（自户部尚书拜）	甘棠（召公姬奭）	1	[[13, 14]]
白芷江边分驿路，山桃蹊外接甘棠。	刘禹锡	朗州窦员外见示与澧州元郎中郡斋赠答长句二篇因以继和	甘棠（召公姬奭）	1	[[13, 14]]
闻说天台有遗爱，人将琪树比甘棠。	刘禹锡	衢州徐员外使君遗以缟纻兼竹书箱因成一篇用答佳贶（按此郡本自婺州析置。徐（州）自合州迁）	甘棠（召公姬奭）	1	[[13, 14]]
暂辍清斋出太常，空携诗卷赴甘棠。	刘禹锡	送王司马之陕州（自太常丞授。工为诗）	甘棠（召公姬奭）	1	[[13, 14]]
儒行公才竟何在，独怜棠树一枝存。	刘长卿	哭陈歙州	甘棠（召公姬奭）	1	[[10, 11]]
梅吹前军发，棠阴旧府空。	刘长卿	奉钱郎中四兄罢馀杭太守恩加侍御史充行军司马赴汝南行营	甘棠（召公姬奭）	1	[[6, 7]]
留客胜看竹，思人比爱棠。	司空曙	和李员外与舍人咏玫（一作冬）瑰花寄徐侍郎	甘棠（召公姬奭）	1	[[9, 10]]
甘棠名异奭，大树姓非冯。	吴融	赴阙次留献荆南成相公三十韵	甘棠（召公姬奭）	1	[[0, 1]]
公门何事更相牵，邵伯优贤任养闲。	姚鹄	和陕州参军李通微首夏书怀呈同寮张裳段群二先辈	甘棠（召公姬奭）	1	[[8, 9]]
勿剪棠犹在，波澄水更清。	孟浩然	送韩使君除洪州都曹	甘棠（召公姬奭）	0	[]
棠颂庶可比，桂词难以逾。	孟郊	和宣州钱判官使院厅前石楠树	甘棠（召公姬奭）	1	[[0, 1]]
被兹甘棠树，美掩召伯诗。	岑参	尹相公京兆府中棠树降甘露诗	甘棠（召公姬奭）	2	[[2, 3], [3, 4]]
无复甘棠在，空馀蔓草深。	张九龄	陪王司马登薛公逍遥台	甘棠（召公姬奭）	1	[[2, 3]]
讼虚棠户曙，观静竹檐曛。	张垍	奉和岳州山城	甘棠（召公姬奭）	1	[[2, 3]]
空惭棠树下，不见政成歌。	张说	岳州看黄叶	甘棠（召公姬奭）	1	[[2, 3]]
大树思冯异，甘棠忆召公。	李商隐	武侯庙古柏	甘棠（召公姬奭）	2	[[6, 7], [8, 9, 10]]
爱此如甘棠，谁云敢攀折。	李白	题瓜州新河饯族叔舍人贲	甘棠（召公姬奭）	1	[[3, 4]]
岘山风已远，棠树事难追。	李逢吉	再赴襄阳辱宣武相公贻诗今用奉酬	甘棠（召公姬奭）	1	[[6, 7]]
树古棠阴在，耕馀让畔空。	李隆基	途次陕州	甘棠（召公姬奭）	1	[[2, 3]]
岘山云影畔，棠叶水声前。	杜牧	往年随故府吴兴公夜泊芜湖口今赴官西去再宿芜湖感旧伤怀因成十六韵	甘棠（召公姬奭）	1	[[6, 7]]
凄风洛下同羁思，迟日棠阴得醉歌。	杜牧	陕州醉赠裴四同年	甘棠（召公姬奭）	1	[[10, 11]]
敬逾齐国社，恩比召南棠。	柳宗元	弘农公以硕德伟才屈于诬枉（弘农公杨凭也。为御史李夷简所弹）左官三岁复为大僚天监昭明人心感悦宗元窜伏湘浦拜贺末由谨献诗五十韵以毕微志	甘棠（召公姬奭）	1	[[8, 9, 10]]
惭非甘棠咏，岂有思人不。	白居易	三年为刺史二首之一	甘棠（召公姬奭）	1	[[2, 3]]
甘棠无一树，那得泪潸然。	白居易	别州民	甘棠（召公姬奭）	1	[[0, 1]]
到后定知人易化，满街棠树有遗风。	卢渥	题嘉祥驿	甘棠（召公姬奭）	1	[[10, 11]]
烟月一时搜古句，山川两地植甘棠。	章碣	赠婺州苏员外	甘棠（召公姬奭）	1	[[13, 14]]
棠遗善政阴犹在，薤送哀声事已空。	罗隐	商于驿楼东望有感	甘棠（召公姬奭）	1	[[0, 1, 2, 3]]
化向棠阴布，春随棣萼芳。	罗隐	投浙东王大夫二十韵	甘棠（召公姬奭）	1	[[2, 3]]
今日斯文向谁说，泪碑棠树两成空。	罗隐	故洛阳公镇大梁时隐得游门下今之经历事往人非聊抒所怀以伤以谢	甘棠（召公姬奭）	1	[[10, 11]]
玉帐空严道，甘棠见野花。	羊士谔	题郡南山光福寺寺即严黄门所置时自给事中京兆少尹出守年三十性乐山水故老云每旬数至后分阃（一有西字）川州门有云思碑即郤拾遗之词也	甘棠（召公姬奭）	1	[[6, 7]]
川原馀让畔，歌吹忆遗棠。	蔡希寂	陕中作	甘棠（召公姬奭）	1	[[9, 10]]
闻说公卿尽南望，甘棠花暖凤池头。	许浑	闻韶州李相公移拜郴州因寄	甘棠（召公姬奭）	2	[[8, 9], [9, 10]]
甘棠城上客先醉，苦竹岭头人未归。	许浑	听歌鹧鸪辞（并序）	甘棠（召公姬奭）	1	[[0, 1]]
龙城凤沼棠阴在，只恐归鸿更北飞。	许浑	贺少师相公致政	甘棠（召公姬奭）	1	[[4, 5]]
三月已乖棠树政，二年空负竹林期。	许浑	郡斋夜坐寄旧乡二侄	甘棠（召公姬奭）	2	[[4, 5], [4, 5, 6]]
共喜甘棠有新咏，独惭霜鬓又攀龙。	路贯	和元常侍除浙东留题	甘棠（召公姬奭）	1	[[2, 3]]
我家有棠阴，枝叶竟不繁。	邵谒	送从弟长安下第南归觐亲	甘棠（召公姬奭）	1	[[3, 4]]
郡移棠转茂，车至鹿还驯。	钱起	送王使君移镇淮南	甘棠（召公姬奭）	0	[]
红旆正怜棠影茂，彩衣偏带桂香浓。	颜萱	送羊振文归觐桂阳	甘棠（召公姬奭）	1	[[4, 5]]
樵童不须剪，聊起邵公思。	马戴	路傍树	甘棠（召公姬奭）	0	[]
