sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
如今天路多矰缴，纵使衔芦去也难。	陆希声	阳羡杂咏十九首鸿盘	衔芦	1	[[10, 11]]	[10, 11,衔芦]
弥天称圣哲，象法初繄赖。	灵一	安公		0		
如何一借羊角风，来听箫韶九成曲。	刘禹锡	吐绶鸟词	箫韶	1	[[10, 11]]	[10, 11,箫韶]
樵童不须剪，聊起邵公思。	马戴	路傍树	甘棠（召公姬奭）	1	[[10, 11]]	[10, 11,甘棠（召公姬奭）]
明朝阮家集，知有竹林僧。	皎然	雪夜送海上人常州觐叔父上人殷仲文后	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）	1	[[8, 10]]	[8, 9, 10,竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）]
谷口旧相得，濠梁同见招。	杜甫	陪郑广文游何将军山林十首	谷口（郑朴）;濠梁（惠施，庄子）	2	[[0, 1]];[[6, 7]]	[0, 1,谷口（郑朴）];[6, 7,濠梁（惠施，庄子）]
鹑服我久安，荆钗君所慕。	权德舆	祗役江西路上以诗代书寄内	鹑服	1	[[0, 1]]	[0, 1,鹑服]
可惜汉公主，哀哀嫁乌孙。	鲍溶	述德上太原严尚书绶	公主嫁乌孙（刘建，刘细君，乌孙昆莫）	1	[[8, 11]]	[8, 9, 10, 11,公主嫁乌孙（刘建，刘细君，乌孙昆莫）]
气清蒲海曲，声满柏台中。	张九龄	酬赵二侍御使西军赠两省旧僚之作	柏台	1	[[8, 9]]	[8, 9,柏台]
往年脱缝掖，接武仕关西。	独孤及	江宁酬郑县刘少府兄赠别作	缝掖	1	[[3, 4]]	[3, 4,缝掖]
田舍老翁不出门，洛阳少年莫论事。	高适	古歌行	贾谊	1	[[8, 9, 10, 11]]	[8, 9, 10, 11,贾谊]
环流驰羽觞，金英妒妆嫭。	元晦	越亭二十韵		0		
赖有杯中物，还同海上鸥。	杜甫	巴西驿亭观江涨呈窦使君二首之一	白鸥（列子）	1	[[8, 9, 10]]	[8, 9, 10,白鸥（列子）]
不随陵谷变，应只有高名。	崔途	过陶徵君隐居	陵谷	2	[[2, 3, 4]]	[2, 3, 4,陵谷]
取履桥边啼鸟换，钓璜溪畔落花初。	李德裕	奉送相公十八丈镇扬州	磻溪（吕尚，周文王）;黄石（张良，黄石公）	3	[[8, 9]];[[0, 1, 2]]	[8, 9,磻溪（吕尚，周文王）];[0, 1, 2,黄石（张良，黄石公）]
仙禁何人蹑近踪，孔门先选得真龙。	李频	贺同年翰林从叔舍人知制诰	真龙（子张，鲁哀公，沈诸梁）	1	[[13, 14]]	[13, 14,真龙（子张，鲁哀公，沈诸梁）]
谁能赋得长门事，不惜千金奉酒杯。	吴融	上阳宫词	长门	1	[[4, 5]]	[4, 5,长门]
人同过隙无留影，石在穷沙尚启行。	窦常	谒诸葛武侯庙	过隙	1	[[2, 3]]	[2, 3,过隙]
读书新树老，垂钓旧矶平。	许浑	重伤杨攀处士二首之一	严陵（严光）	1	[[6, 7]]	[6, 7,严陵（严光）]
试逐伯鸾去，还作灵均行。	孟郊	下第东南行	梁鸿（孟光，梁鸿）	1	[[2, 3]]	[2, 3,梁鸿（孟光，梁鸿）]
仙子玉京路，主人金谷园。几时辞碧落，谁伴过黄昏。	李商隐	杏花	金谷（石崇）	2	[[8, 9, 10]]	[8, 9, 10,金谷（石崇）]
自解书生咏，愁猿莫夜吟。	刘长卿	寄万州崔使君	拥鼻（谢安）	1	[[2, 3, 4]]	[2, 3, 4,拥鼻（谢安）]
淮阴市井笑韩信，汉朝公卿忌贾生。	李白	行路难二首	长沙谪（贾谊）;淮笑韩信（韩信）	2	[[13, 15]];[[4, 7]]	[13, 14, 15,长沙谪（贾谊）];[4, 5, 6, 7,淮笑韩信（韩信）]
关中既留萧丞相，幕下复用张子房。	杜甫	洗兵马	酂侯（刘邦，萧何）;子房（张良）	3	[[4, 5, 6]];[[12, 13, 14]]	[4, 5, 6,酂侯（刘邦，萧何）];[12, 13, 14,子房（张良）]
昭君可惜嫁单于，沙场不远只眼前。	卢仝	听萧君姬人弹琴	明妃（王昭君）	1	[[0, 1]]	[0, 1,明妃（王昭君）]
道在喧莫染，迹高想已绵。	李白	赠嵩山焦鍊师		0		
西风张翰苦思鲈，如斯丰味能知否。	唐彦谦	蟹	鲈鱼（张翰）	2	[[2, 3], [5, 6]]	[2, 3,鲈鱼（张翰）]; [5, 6,鲈鱼（张翰）]
一笑阳城人便惑，何堪教见杜红儿。	罗虬	比红儿诗	迷下蔡（宋玉）	1	[[0, 4]]	[0, 1, 2, 3, 4,迷下蔡（宋玉）]
叔父朱门贵，郎君玉树高。	杜甫	题柏大兄弟山居屋壁二首之一	芝兰（谢安，谢玄）	1	[[8, 9, 10]]	[8, 9, 10,芝兰（谢安，谢玄）]
移栽北辰不可得，时有西域胡僧识。	杜甫	海棕行	劫灰（刘彻）	1	[[12, 13, 14]]	[12, 13, 14,劫灰（刘彻）]
子母钱徵笑，西南月借嚬。	吴融	和韩致光侍郎无题三首十四韵	子母钱	1	[[0, 1, 2]]	[0, 1, 2,子母钱]
尘容不在照，雪鬓那堪镊。	卢纶	秋中野望寄舍弟绶兼令呈上西川尚书舅	镊白（左思，齐高帝）	1	[[10, 11]]	[10, 11,镊白（左思，齐高帝）]
舍弟未应丝作鬓，园公不用印随身。	窦牟	酬舍弟庠罢举从州辟书	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	1	[[8, 9]]	[8, 9,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
待勒燕然归未得，雪枝南畔少徘徊。	吴融	灵池县见早梅	勒燕然（窦宪）	1	[[1, 2, 3]]	[1, 2, 3,勒燕然（窦宪）]
一从簪笏事金貂，每借温颜放折腰。	白居易	江西裴常侍以优礼见待又蒙赠诗辄叙鄙诚用伸感谢		0		
别有弹冠士，希君无见遗。	岑参	过梁州奉赠张尚书大夫公	弹冠（王吉，贡禹）	1	[[2, 3]]	[2, 3,弹冠（王吉，贡禹）]
西园置酒地，日夕簪裾列。	刘驾	送李殷游边	西园（曹丕）	1	[[0, 1]]	[0, 1,西园（曹丕）]
五柳转扶疏，千峰恣来往。	皇甫冉	题高云客舍	五柳（陶潜）	1	[[0, 1]]	[0, 1,五柳（陶潜）]
仕应同五柳，归莫舍三茅。	皮日休	新秋言怀寄鲁望三十韵	五柳（陶潜）	1	[[3, 4]]	[3, 4,五柳（陶潜）]
白简徒推荐，沧洲已拂衣。	孟浩然	同曹三御史行泛湖归越	沧洲	1	[[6, 7]]	[6, 7,沧洲]
月傍关山几处明，胡骑中宵堪北走。	杜甫	吹笛	刘琨啸（刘琨）	1	[[8, 10]]	[8, 9, 10,刘琨啸（刘琨）]
我向秦人问路岐，云是王粲南登之古道。	李白	灞陵行送别	仲宣楼（王粲，刘表）	1	[[10, 11, 12, 13]]	[10, 11, 12, 13,仲宣楼（王粲，刘表）]
何郎独在无恩泽，不似当初傅粉时。	刘禹锡	题于家公主旧宅	何郎（何晏，曹睿）	2	[[0, 1], [12, 13]]	[0, 1,何郎（何晏，曹睿）]; [12, 13,何郎（何晏，曹睿）]
济物便同川上楫，慰心还似邑中黔。	韦庄	冬日长安感志寄献虢州崔郎中二十韵	济川（傅说，殷高宗）	1	[[4, 5, 6]]	[4, 5, 6,济川（傅说，殷高宗）]
云抱四山终日在，草荒三径几时归。	杜牧	冬日五湖馆水亭怀别	三径（求仲，羊仲，蒋诩）	1	[[10, 11]]	[10, 11,三径（求仲，羊仲，蒋诩）]
吾欲为人厌者，勿泛抔湖。	元结	抔湖铭		0		
谢公最小偏怜女，嫁与黔娄百事乖。	元稹	遣悲怀三首之一	黔娄	1	[[10, 11]]	[10, 11,黔娄]
东柯遂疏懒，休镊鬓毛斑。	杜甫	秦州杂诗二十首之十五	镊白（左思，齐高帝）	1	[[7, 8]]	[7, 8,镊白（左思，齐高帝）]
长怀赤松意，复忆紫芝歌。	张九龄	商洛山行怀古	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）;赤松（刘邦，张良，王子乔，黄初平）	3	[[8, 9, 10]];[[2, 3]]	[8, 9, 10,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）];[2, 3,赤松（刘邦，张良，王子乔，黄初平）]
曾是五年莲府客，每闻胡虏哭阴山。	武元衡	单于罢战却归题善阳馆	莲府（庾杲之，王俭，萧缅）	1	[[4, 5]]	[4, 5,莲府（庾杲之，王俭，萧缅）]
巴歌掩白雪，鲍肆埋兰芳。	李群玉	自澧浦东游江表途出巴丘投员外从公虞	白雪（宋玉）	2	[[0, 1], [3, 4]]	[0, 1,白雪（宋玉）]; [3, 4,白雪（宋玉）]
复此开悬榻，宁唯入后堂。	杜审言	赠崔融二十韵	解榻（周璆，徐稚，陈蕃）	1	[[3, 4]]	[3, 4,解榻（周璆，徐稚，陈蕃）]
眙𥈭子细视，睛瞳桂枝劖。	贾岛	玩月	月桂	1	[[8, 9]]	[8, 9,月桂]
羲和送日出，恇怯频窥觇。	韩愈	苦寒	羲和	1	[[0, 1]]	[0, 1,羲和]
自怜心问景，三岁客长沙。	张说	巴丘春作	长沙谪（贾谊）	1	[[8, 11]]	[8, 9, 10, 11,长沙谪（贾谊）]
鹦鹉摛文至，麒麟绝句来。	李峤	笔	获麟（孔子，鲁哀公）	2	[[6, 7, 8, 9]]	[6, 7, 8, 9,获麟（孔子，鲁哀公）]
缥袟桐君录，朱书王母符。	陆敬	游清都观寻沈道士得都字	王母（西王母）	1	[[8, 9]]	[8, 9,王母（西王母）]
吾族白眉良，才华动洛阳。	崔泰之	同光禄弟冬日述怀（并序）	白眉（马良）	1	[[2, 3]]	[2, 3,白眉（马良）]
愿事郭先生，青囊书几卷。	杨巨源	题赵孟庄	青囊	1	[[6, 7]]	[6, 7,青囊]
西峰望紫云，知处安期生。	于鹄	宿西山修下元斋咏	安期（安期生）	2	[[8, 9, 10]]	[8, 9, 10,安期（安期生）]
巨灵咆哮擘两山，洪波喷箭射东海。	李白	西岳云台歌送丹丘子	巨灵	2	[[0, 1], [4, 5, 6]]	[0, 1,巨灵]; [4, 5, 6,巨灵]
幸同击壤乐，心荷尧为君。	王维	晦日游大理韦卿城南别业四声依次用各六韵之一	击壤（尧，舜）	2	[[2, 3, 4]]	[2, 3, 4,击壤（尧，舜）]
遥想双眉待人画，行看五马送潮归。	李嘉祐	送郑正则汉阳迎妇	五马;画眉（张敞）	2	[[10, 11]];[[2, 4]]	[10, 11,五马];[2, 3, 4,画眉（张敞）]
就养仍荣禄，还乡即昼游。	钱起	送外甥范勉赴任常州长史兼觐省	昼锦游（张既）	1	[[6, 8]]	[6, 7, 8,昼锦游（张既）]
遥闻彭泽宰，高弄武城弦。	卢照邻	于时春也慨然有江湖之思寄赠柳九陇	陶潜;弦歌（子游，孔子）	4	[[2, 3, 4]];[[8, 9, 10]]	[2, 3, 4,陶潜];[8, 9, 10,弦歌（子游，孔子）]
人同卫叔美，客似长卿才。	宗楚客	安乐公主移入新宅侍宴应制	相如（司马相如）	1	[[8, 9]]	[8, 9,相如（司马相如）]
王济本尚味，石崇方斗奢。	刘禹锡	崔元受少府自贬所还遗山姜花以诗答之	石崇	1	[[6, 7]]	[6, 7,石崇]
东阳虽胜地，王粲奈思归。	韦庄	婺州和陆谏议将赴阙怀阳羡山居	王粲（王粲）	1	[[6, 7]]	[6, 7,王粲（王粲）]
口尚袁安节，身无子贱名。	贾岛	别徐明府	鸣琴（宓子贱）	1	[[8, 10]]	[8, 9, 10,鸣琴（宓子贱）]
不识山阴道，听鸡更忆君。	杜甫	舟中夜雪有怀卢十四侍御弟	乘兴（戴逵，王徽之）	1	[[2, 3, 4]]	[2, 3, 4,乘兴（戴逵，王徽之）]
南标铜柱限荒徼，五岭从兹穷险艰。	李绅	逾岭峤止荒陬抵高要	铜柱（马援）	1	[[2, 3]]	[2, 3,铜柱（马援）]
翱翔曾在玉京天，堕落江南路几千。	南卓	赠副戎	玉京	1	[[4, 5]]	[4, 5,玉京]
更喜瓜田好，令人忆邵平。	陈润	东都所居寒食下作	邵平（召平）	1	[[9, 10]]	[9, 10,邵平（召平）]
向壁残花碎，侵阶坠叶红。	不详	石瓮寺灯魅诗 其三		0		
凤歌空有问，龙性讵能驯。	陈子昂	酬李参军崇嗣旅馆见赠	楚狂（孔子，楚狂）	1	[[0, 1]]	[0, 1,楚狂（孔子，楚狂）]
时讹轻五羖，俗浅重三缄。	皮日休	江南书情二十韵寄秘阁韦校书贻之商洛宋先辈垂文二同年	三缄（孔子）;五羖（晋献公，百里傒）	2	[[9, 10]];[[3, 4]]	[9, 10,三缄（孔子）];[3, 4,五羖（晋献公，百里傒）]
悼伤潘岳重，树立马迁轻。	李商隐	五言述德抒情诗一首四十韵献上杜七兄仆射相公	潘郎泪（潘岳）	1	[[0, 4]]	[0, 1, 2, 3, 4,潘郎泪（潘岳）]
谢家争拟絮，越岭误惊梅。	令狐楚	省中直夜对雪寄李师素侍郎	谢家兴（谢安，谢道韫）	1	[[0, 2]]	[0, 1, 2,谢家兴（谢安，谢道韫）]
道穷谩有依刘感，才急应无借寇期。	罗隐	霅溪晚泊寄裴庚子	借寇（寇恂）;依刘（王粲，刘表）	2	[[12, 13]];[[4, 5]]	[12, 13,借寇（寇恂）];[4, 5,依刘（王粲，刘表）]
过午方始饭，经时旋及瓜。	岑参	与鲜于庶子自梓州成都少尹自褒城同行至利州道中作	及瓜（连称，齐侯）	1	[[9, 10]]	[9, 10,及瓜（连称，齐侯）]
今朝陶令宅，不醉却应难。	顾非熊	万年厉员外宅残菊	送酒（陶潜，王弘）	1	[[2, 4]]	[2, 3, 4,送酒（陶潜，王弘）]
凭书正惆怅，蜀魄数声新。	朱庆馀	寄友人	蜀魄（杜宇）	1	[[6, 7]]	[6, 7,蜀魄（杜宇）]
自知顽叟更何能，唯学雕虫谬见称。	杨巨源	酬崔博士	雕虫	1	[[10, 11]]	[10, 11,雕虫]
多惭击壤曲，何以荅尧聪。	权德舆	奉和圣制重阳日即事六韵	击壤（尧，舜）	1	[[2, 3]]	[2, 3,击壤（尧，舜）]
前驱二星去，开险五丁忙。	杜牧	奉和门下相公送西川相公兼领相印出镇全蜀诗十八韵	星使（李合）;五丁	3	[[2, 3, 4]];[[8, 9]]	[2, 3, 4,星使（李合）];[8, 9,五丁]
凤皇所宿处，月映孤桐寒。	王昌龄	段宥厅孤桐	栖梧	1	[[0, 1]]	[0, 1,栖梧]
常称挂冠吏，昨日归沧洲。	李颀	题綦毋校书别业	挂冠（逢萌）	1	[[2, 3]]	[2, 3,挂冠（逢萌）]
柏树荣新垄，桃源忆故蹊。	刘长卿	贾侍郎自会稽使回篇代盈卷兼蒙见寄一首与余有挂冠之期因书数事率成十韵	桃源（陶潜）	1	[[6, 7]]	[6, 7,桃源（陶潜）]
不及能鸣雁，徒思海上鸥。	陈子昂	宿襄河驿浦	白鸥（列子）;木雁（庄子）	2	[[8, 9, 10]];[[2, 3, 4]]	[8, 9, 10,白鸥（列子）];[2, 3, 4,木雁（庄子）]
鸣驺导骢马，常从夹朱轩。	王维	瓜园诗	骢马（桓典）	1	[[3, 4]]	[3, 4,骢马（桓典）]
似璧悲三献，疑珠怯再投。	张子容	璧池望秋月	卞和;暗投（邹阳）	3	[[1, 2, 3, 4]];[[7, 8, 9, 10]]	[1, 2, 3, 4,卞和];[7, 8, 9, 10,暗投（邹阳）]
闻君荐草泽，从此泛沧洲。	孟浩然	与黄侍御北津泛舟	沧洲	1	[[9, 10]]	[9, 10,沧洲]
更有垂帘会，遥知续草玄。	戴叔伦	问严居士易	草玄（扬雄）	1	[[9, 10]]	[9, 10,草玄（扬雄）]
道消黄鹤去，运启白驹留。	张说	喜度岭	过隙	1	[[8, 9, 10]]	[8, 9, 10,过隙]
子猷美风味，左户推公器。	权德舆	户部王曹长杨考功崔刑部二院长并同钟陵使府之旧因以寄赠又陪郎署喜甚常僚因书所怀且叙所知	子猷	1	[[0, 1]]	[0, 1,子猷]
珠履迎佳客，金钱与莫愁。	韩翃	赠王逖	珠履（黄歇）;莫愁	2	[[0, 1]];[[9, 10]]	[0, 1,珠履（黄歇）];[9, 10,莫愁]
昆崙有琪树，相忆寄瑶华。	武元衡	早春送欧阳炼师归山	瑶华;琪树	2	[[9, 10]];[[3, 4]]	[9, 10,瑶华];[3, 4,琪树]
感念殽尸露，咨嗟赵卒坑。	李商隐	五言述德抒情诗一首四十韵献上杜七兄仆射相公	坑降（白起）	1	[[10, 11]]	[10, 11,坑降（白起）]
垂老登云路，犹胜守钓矶。	许棠	寄江上弟妹	子陵台（严光）	1	[[9, 10]]	[9, 10,子陵台（严光）]
顷来荷策干明主，还复扁舟归五湖。	钱起	送褚大落第东归	五湖心（范蠡，勾践）	1	[[12, 13, 14]]	[12, 13, 14,五湖心（范蠡，勾践）]
庾信哀虽久，何颙好不忘。	杜甫	上兜率寺	庾信哀（庾信）	1	[[0, 1, 2]]	[0, 1, 2,庾信哀（庾信）]
宓子弹琴邑宰日，终军弃繻英妙时。	杜甫	七月一日题终明府水楼二首	鸣琴（宓子贱）;弃繻（终军）	4	[[0, 1, 2, 3]];[[8, 9, 10, 11]]	[0, 1, 2, 3,鸣琴（宓子贱）];[8, 9, 10, 11,弃繻（终军）]
锦洞桃花远，青山竹叶深。	李群玉	送秦炼师	桃源（陶潜）	1	[[2, 4]]	[2, 3, 4,桃源（陶潜）]
风波空远涉，琴瑟几虚张。	杜甫	送大理封主薄五郎亲事不合亲事遂停	琴瑟	1	[[6, 7]]	[6, 7,琴瑟]
桃李不须令更种，早知门下旧成蹊。	戎昱	上李常侍	成蹊（李广）	1	[[13, 14]]	[13, 14,成蹊（李广）]
可即明时老，临川莫羡鱼。	李颀	送人归沔南	结网	1	[[9, 10]]	[9, 10,结网]
何须更学鸱夷子，头白江湖一短船。	赵嘏	赠曹处士幽居	鸱夷子（范蠡）	1	[[4, 5, 6]]	[4, 5, 6,鸱夷子（范蠡）]
此路无知己，明珠莫暗投。	高适	送魏八	暗投（邹阳）	1	[[9, 10]]	[9, 10,暗投（邹阳）]
掌中无力舞衣轻，剪断鲛绡破春碧。	温庭筠	张静婉采莲歌	鲛人	1	[[10, 11]]	[10, 11,鲛人]
却念乘轩者，拘留不得飞。	张九龄	郡中每晨兴辄见群鹤东飞至暮又行列而返哢唳云路甚和乐焉余愧独处江城常目送此意有所羡遂赋以诗	乘轩（卫懿公）	1	[[2, 3]]	[2, 3,乘轩（卫懿公）]
存想青龙秘，骑行白鹿驯。	杜甫	寄张十二山人彪三十韵	骑白鹿（卫叔卿）	1	[[8, 10]]	[8, 9, 10,骑白鹿（卫叔卿）]
要君严重疏欢乐，犹有河湟可下鞭。	杜牧	中丞业深韬略志在功名再奉长句一篇兼有咨劝	著鞭（祖逖）	1	[[13, 14]]	[13, 14,著鞭（祖逖）]
削玉点漆，乘轩姓丁。	卢纶	和马郎中画鹤赞	乘轩（卫懿公）	1	[[5, 6]]	[5, 6,乘轩（卫懿公）]
且贪原兽轻黄屋，宁畏渔人犯白龙。	钱起	汉武出猎	黄屋	1	[[5, 6]]	[5, 6,黄屋]
未展山阳会，空留池上杯。	李峤	酬杜五弟晴朝独坐见赠	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）;池上杯（司马炎，束皙）	2	[[2, 3, 4]];[[8, 9, 10]]	[2, 3, 4,竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）];[8, 9, 10,池上杯（司马炎，束皙）]
再取连城璧，三陟平津侯。	陈子昂	答洛阳主人	连城（秦昭王，蔺相如）	2	[[2, 3, 4]]	[2, 3, 4,连城（秦昭王，蔺相如）]
因君问消息，好在阮元瑜。	杜甫	送蔡希曾都尉还陇右因寄高三十五书记	元瑜（阮瑀）	2	[[8, 9, 10]]	[8, 9, 10,元瑜（阮瑀）]
还将徐孺子，处处待高人。	杜甫	奉送韦中丞之晋赴湖南	解榻（周璆，徐稚，陈蕃）	1	[[2, 4]]	[2, 3, 4,解榻（周璆，徐稚，陈蕃）]
欲陪鹰隼集，犹恋鹡鸰单。	韦应物	李五席送李主簿归西台	鹡鸰	1	[[8, 9]]	[8, 9,鹡鸰]
吾道在五字，吾身宁陆沉。	杜荀鹤	秋日怀九华旧居	陆沉	1	[[9, 10]]	[9, 10,陆沉]
五马向西椒，重阳坐丽谯。	张子容	九日陪润州邵使君登北固山	五马	1	[[0, 1]]	[0, 1,五马]
重为长裾客，佐彼观风臣。	刘禹锡	送华阴尉张苕赴邕府使幕	观风	1	[[8, 9]]	[8, 9,观风]
拟盐吟旧句，授简慕前规。	韩愈	喜雪献裴尚书	谢家兴（谢安，谢道韫）;梁苑客（刘武，司马相如，邹阳，枚乘）	2	[[0, 1]];[[6, 7]]	[0, 1,谢家兴（谢安，谢道韫）];[6, 7,梁苑客（刘武，司马相如，邹阳，枚乘）]
官序潘生拙，才名贾傅多。	杜甫	秋日寄题郑监湖上亭三首	贾谊	1	[[8, 9]]	[8, 9,贾谊]
莲花幕下风流客，试与温存谴逐情。	韩偓	寄湖南从事	莲府（庾杲之，王俭，萧缅）	1	[[0, 1, 2]]	[0, 1, 2,莲府（庾杲之，王俭，萧缅）]
风云千骑降，草木一阳生。	熊孺登	至日荷李常侍过郊居	一阳生	1	[[8, 9, 10]]	[8, 9, 10,一阳生]
不开庄老卷，欲与何人言。	白居易	早春		0		
嫦娥曳霞帔，引我同攀跻。	韦庄	信州西三十里山名仙人城下有月岩山其状秀拔中有山门如满月之状馀因行役过其下聊赋是诗	嫦娥（羿，姮娥）;嫦娥（羿，姮娥）	2	[[0, 1]];[[0, 1]]	[0, 1,嫦娥（羿，姮娥）];[0, 1,嫦娥（羿，姮娥）]
居处绝人事，门前雀罗施。	曹邺	将赴天平职书怀寄翰林从兄	雀罗（翟公）	2	[[6, 7, 8, 9]]	[6, 7, 8, 9,雀罗（翟公）]
已无济川分，甘作乘桴人。	独孤及	庚子岁避地至玉山酬韩司马所赠	济川（傅说，殷高宗）;乘桴（孔子）	2	[[2, 3]];[[8, 9]]	[2, 3,济川（傅说，殷高宗）];[8, 9,乘桴（孔子）]
潘岳无妻客为愁，新人来坐旧妆楼。	李商隐	过招国李家南园二首之一	潘郎泪（潘岳）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,潘郎泪（潘岳）]
一朝弃笔砚，十年操矛戟。	崔融	塞垣行	投笔（班超）	1	[[2, 3]]	[2, 3,投笔（班超）]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	相如（司马相如）;文园	2	[[13, 14]];[[10, 11]]	[13, 14,相如（司马相如）];[10, 11,文园]
夫子芸阁英，养鳞湘水浔。	李群玉	将离澧浦置酒野屿奉怀沈正字昆弟三人联登高第	芸阁	1	[[2, 3]]	[2, 3,芸阁]
披缁学佛应无分，鹤氅谈空亦不妨。	徐夤	山寺寓居	鹤氅	1	[[8, 9]]	[8, 9,鹤氅]
玉山翘翠步无尘，楚腰如柳不胜春。	杨炎	赠元载歌妓	细腰（楚灵王）	1	[[8, 9]]	[8, 9,细腰（楚灵王）]
起予览新诗，逸韵凌秋空。	权德舆	酬崔千牛四郎早秋见寄	起予（卜商，孔子）	1	[[0, 1]]	[0, 1,起予（卜商，孔子）]
龙骖驻六马，飞阁上三休。	虞世南	奉和至寿春应令	三休	1	[[9, 10]]	[9, 10,三休]
满堂虚左待，众目望乔迁。	张籍	赠殷山人	迁莺	1	[[9, 10]]	[9, 10,迁莺]
客醉瑶台曙，兵防玉塞寒。	无可	雪	瑶台	1	[[2, 3]]	[2, 3,瑶台]
除存紫府无他意，终向青冥举此身。	李咸用	送李尊师归临川	紫府	1	[[2, 3]]	[2, 3,紫府]
官称汉独坐，身是鲁诸生。	吉中孚	送归中丞使新罗册立吊祭	三独（宣秉）;诸生（叔孙通）	3	[[3, 4]];[[8, 9, 10]]	[3, 4,三独（宣秉）];[8, 9, 10,诸生（叔孙通）]
因思李都尉，毕竟不封侯。	耿湋	陇西行	未封侯（李广）	1	[[8, 9, 10]]	[8, 9, 10,未封侯（李广）]
羲和骋六辔，昼夕不曾闲。	李贺	相劝酒	羲和	1	[[0, 1]]	[0, 1,羲和]
金马尝齐入，铜鱼亦共颁。	柳宗元	酬韶州裴曹长使君寄道州吕八大使因以见示二十韵一首	金门（扬雄）	1	[[0, 1]]	[0, 1,金门（扬雄）]
鹅费羲之墨，貂馀季子裘。	杜甫	摇落	貂裘（秦惠王，苏秦）;右军鹅（王羲之）	2	[[8, 9, 10]];[[0, 1, 2, 3, 4]]	[8, 9, 10,貂裘（秦惠王，苏秦）];[0, 1, 2, 3, 4,右军鹅（王羲之）]
盘石圭多剪，凶门毂少推。	杜甫	秋日荆南述怀三十韵	分阃	1	[[10, 11]]	[10, 11,分阃]
挂却衣冠披薜荔，世人应是笑狂愚。	刘商	寄李辅	挂冠（逢萌）	1	[[2, 4]]	[2, 3, 4,挂冠（逢萌）]
鲁连所以蹈东海，古往今来称达人。	李颀	行路难	却秦（鲁仲连）	1	[[4, 5, 6]]	[4, 5, 6,却秦（鲁仲连）]
果乘骢马发嚣书，复道郎官禀纶诰。	骆宾王	畴昔篇	骢马（桓典）	2	[[1, 2, 3]]	[1, 2, 3,骢马（桓典）]
迎接须衿疏傅老，祗供莫笑阮家贫。	白居易	酬郑二司录与李六郎中寒食日相过同宴见赠	阮家贫（阮咸，阮籍）	1	[[12, 13, 14]]	[12, 13, 14,阮家贫（阮咸，阮籍）]
乐矣贤颜子，穷乎圣仲尼。	齐己	渚宫莫问诗一十五首	获麟（孔子，鲁哀公）	1	[[9, 11]]	[9, 10, 11,获麟（孔子，鲁哀公）]
片月低城堞，稀星转角楼。	元稹	欲曙		0		
还当葵藿志，倾叶自相依。	李世民	赋秋日悬清光赐房玄龄		0		
悲鸣五里无人问，肠断三声谁为续。	骆宾王	艳情代郭氏答卢照邻	第三声	1	[[9, 12]]	[9, 10, 11, 12,第三声]
何处愁杀人，归鞍雪中道。	戎昱	湖南雪中留别		0		
未知肝胆向谁是，令人却忆平原君。	高适	邯郸少年行	平原君	1	[[12, 13, 14]]	[12, 13, 14,平原君]
半年犹小隐，数日得闲行。	姚合	送狄兼谟下第归故山	大隐	1	[[3, 4]]	[3, 4,大隐]
谁知不鸣者，独下董生帷。	朱湾	咏玉	下帷（董仲舒）	1	[[8, 9, 10]]	[8, 9, 10,下帷（董仲舒）]
到此无醒日，当时有习家。	方干	路支使小池	习家（山简）	1	[[9, 10]]	[9, 10,习家（山简）]
攀辕人共惜，解印日无多。	岑参	送王录事却归华阴	卧辙（侯霸，秦彭）	1	[[0, 1]]	[0, 1,卧辙（侯霸，秦彭）]
马留苔藓迹，人脱薜萝衣。	陈润	送骆征君	薜荔衣	1	[[8, 9, 10]]	[8, 9, 10,薜荔衣]
独下仙人凤，群惊御史乌。	李峤	城	吹箫（弄玉，秦穆公，萧史）	1	[[2, 3, 4]]	[2, 3, 4,吹箫（弄玉，秦穆公，萧史）]
不学刘琨舞，先歌汉祖风。	李隆基	巡省途次上党旧宫赋	大风歌（刘邦）;刘琨舞（刘琨，祖逖）	2	[[7, 9]];[[2, 3, 4]]	[7, 8, 9,大风歌（刘邦）];[2, 3, 4,刘琨舞（刘琨，祖逖）]
班资冠鸡舌，人品压龙头。	罗隐	寄礼部郑员外	含香	1	[[3, 4]]	[3, 4,含香]
担簦平台下，是日饮羁思。	独孤及	酬梁二十宋中所赠兼留别梁少府	担簦（虞卿）	1	[[0, 1]]	[0, 1,担簦（虞卿）]
