sentence	author	title	allusion	variation_number	allusion_index
据鞍遥指长安路，须刻麟台第一功。	李九龄	代边将	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[10, 12]]
画像临仙阁，藏书入帝台。	李峤	麟	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[0, 2]]
君逐嫖姚将，麒麟有战功。	李益	送柳判官赴振武	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[6, 8]]
可怜忠与孝，双美画骐麟。	杜甫	奉贺阳城郡王太夫人恩命加邓国太夫人	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[10, 11]]
为数麒麟高阁上，谁家父子勒燕然。	杨巨源	贺田仆射子弟荣拜金吾	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[2, 4]]
书屋倚麒麟，不同牛马路。	莫宣卿	答问读书居	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[3, 5]]
功成报天子，可以画麟台。	颜真卿	赠裴将军	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[8, 11]]
君看昔日汝南市，白头仙人隐玉壶。	李白	对雪醉后赠王历阳	壶中（壶公）	1	[[13, 15]]
手中霜作简，身上绣为衣。	刘商	送杨闲侍御拜命赴上都	绣衣	1	[[8, 9]]
青春衣绣共称宜，白首垂丝恨不遗。	刘长卿	谪官后卧病官舍简贺兰侍郎	绣衣	1	[[2, 4]]
花扑征衣看似绣，云随去马色疑骢。	岑参	青门歌送东台张判官	绣衣	1	[[6, 7]]
蚤知名是病，不敢绣为衣。	张叔卿	空灵岸	绣衣	1	[[8, 9]]
翟回车少别，凫化舄遥驰。	宋之问	送合宫苏明府颋	双凫（王乔）	1	[[6, 8]]
叶县郎官宰，周南太史公。	杜甫	敬简王明府（甫尝为唐兴县宰王潜作客馆记。疑即王明府）	双凫（王乔）	1	[[0, 2]]
早凫江槛底，双影漫飘飖。	杜甫	西阁三度期大昌严明府同宿不到	双凫（王乔）	1	[[1, 2]]
闻君墨绶出丹墀，双舄飞来伫有期。	武平一	饯唐永昌	双凫（王乔）	1	[[9, 11]]
应宰凫还集，辞郎雉少留。	沈佺期	饯唐郎中洛阳令	双凫（王乔）	1	[[2, 3]]
天子旌旗过细柳，匈奴运数尽枯杨。	崔融	从军行	柳营（周亚夫，徐厉）	1	[[5, 7]]
前军细柳北，后骑甘泉东。	李白	上之回	柳营（周亚夫，徐厉）	1	[[1, 4]]
细柳开营揖天子，始知灞上为婴孩。	李白	司马将军歌	柳营（周亚夫，徐厉）	1	[[0, 2]]
灞水楼船渡，营门细柳开。	李贺	送秦光禄北征	柳营（周亚夫，徐厉）	1	[[8, 10]]
未闻细柳散金甲，肠断秦川流浊泾。	杜甫	即事	柳营（周亚夫，徐厉）	1	[[2, 4]]
棘门乃儿戏，从古多其人。	权德舆	细柳驿	柳营（周亚夫，徐厉）	1	[[3, 5]]
细柳肃军令，条侯信殊伦。	权德舆	细柳驿	柳营（周亚夫，徐厉）	1	[[0, 2]]
未尽交河虏，犹屯细柳兵。	清江	早发陕州途中赠严秘书	柳营（周亚夫，徐厉）	1	[[8, 10]]
亚夫高垒静，充国大田秋。	羊士谔	送张郎中副使自南省赴凤翔府幕	柳营（周亚夫，徐厉）	1	[[0, 2]]
长杨跨武骑，细柳接戎轩。	郑愔	奉和幸望春宫送朔方军大总管张仁亶	柳营（周亚夫，徐厉）	1	[[6, 8]]
秋郊细柳道，走马一夕还。	韦应物	寄畅当	柳营（周亚夫，徐厉）	1	[[2, 4]]
细柳连营石堑牢，平安狼火赤星高。	鲍溶	赠李黯将军	柳营（周亚夫，徐厉）	1	[[0, 2]]
空闻迁贾谊，不待相孙弘。	李商隐	哭刘司户蕡	平津（公孙弘，薛泽）	1	[[9, 11]]
孙弘莫惜频开閤，韩信终期别筑坛。	韩偓	和王舍人抚州饮席赠韦司空	平津（公孙弘，薛泽）	1	[[0, 2]]
却笑昔贤交易极，一开东閤便垂名。	韩偓	隰州新驿赠刺史	平津（公孙弘，薛泽）	1	[[9, 11]]
容华委西山，光阴不可还。桑林变东海，富贵今何在。	刘希夷	春女行	桑田（麻姑）	1	[[15, 17]]
井田唯有草，海水变为桑。	吴少微	过汉故城	桑田（麻姑）	1	[[6, 8]]
洪涛经变野，翠岛屡成桑。	李世民	春日望海	桑田（麻姑）	1	[[0, 2]]
声流尘作劫，业固海成田。	李峤	奉和天枢成宴夷夏群僚应制	桑田（麻姑）	1	[[8, 11]]
闻说沧溟今已浅，何当白鹤更归来。	李端	与道者别	桑田（麻姑）	1	[[6, 7]]
借问蓬莱水，谁逢清浅年。	李群玉	洞庭乾二首之一	桑田（麻姑）	1	[[2, 5]]
浮云今可驾，沧海自成尘。	王勃	出境游山二首	桑田（麻姑）	1	[[6, 8]]
井田唯有草，海水变为桑。	王绩	过汉故城	桑田（麻姑）	1	[[6, 8]]
君不见雀为鸽，鹰为鸠，东海成田谷为岸。	冯著	行路难	桑田（麻姑）	1	[[12, 15]]
青鸟更不来，麻姑断书信，乃知东海水，清浅谁能问。	鲍溶	怀仙二首	桑田（麻姑）	1	[[14, 17]]
谁为蜀王身作鸟，自啼还自有花开。	徐凝	玩花五首之三	蜀魄（杜宇）	1	[[2, 4]]
昔帝一时恨，后人千古悲。	李山甫	闻子规	蜀魄（杜宇）	1	[[0, 2]]
口乾垂血转迫促，似欲上诉于苍穹。	杜甫	杜鹃行	蜀魄（杜宇）	1	[[3, 4]]
千年冤魄化为禽，永逐悲风叫远林。	蔡高	咏子规	蜀魄（杜宇）	1	[[3, 4]]
无因接元礼，共载比神仙。	刘禹锡	和东川王相公新涨驿池八韵	登龙（李膺）	1	[[3, 5]]
庄周万物外，范蠡五湖间。	任华	寄李白	五湖心（范蠡，勾践）	1	[[8, 10]]
扁舟恋南越，岂独为鲈鱼。	储嗣宗	得越中书	五湖心（范蠡，勾践）	1	[[0, 2]]
莫便五湖为隐沦，年年三十升仙人。	刘商	姑苏怀古送秀才下第归江南	五湖心（范蠡，勾践）	1	[[2, 4]]
五湖仙岛几年别，九转药炉深夜开。	刘沧	赠隐者	五湖心（范蠡，勾践）	1	[[0, 2]]
明日东归变名姓，五湖烟水觅何人。	刘长卿	赠秦系	五湖心（范蠡，勾践）	1	[[8, 11]]
莫羡扁舟兴，功成去不难。	崔涂	秋夕送友人归吴	五湖心（范蠡，勾践）	1	[[6, 9]]
谁知此中兴，宁羡五湖人。	朱庆余	湖中闲夜遣兴	五湖心（范蠡，勾践）	1	[[8, 10]]
五湖僧独往，此去与谁期。	朱庆余	送惠雅上人西游	五湖心（范蠡，勾践）	1	[[0, 2]]
我纵五湖棹，烟涛恣崩奔。	李白	书情题蔡舍人雄	五湖心（范蠡，勾践）	1	[[2, 4]]
终与安社稷，功成去五湖。	李白	赠韦秘书子春二首	五湖心（范蠡，勾践）	1	[[8, 11]]
越水吴山任兴行，五湖云月挂高情。	李群玉	寄张祜	五湖心（范蠡，勾践）	1	[[8, 10]]
烟波自此扁舟去，小酌文园杳未期。	李群玉	湘阴江亭却寄友人	五湖心（范蠡，勾践）	1	[[4, 6]]
五湖归去孤舟月，六国平来两鬓霜。	李郢	赠羽林将军	五湖心（范蠡，勾践）	1	[[0, 2]]
毕竟成功何处是，五湖云月一帆开。	杜牧	闻开江相国宋下世二首	五湖心（范蠡，勾践）	1	[[8, 10]]
他岁若教如范蠡，也应须入五湖烟。	杜牧	行经庐山东林寺	五湖心（范蠡，勾践）	1	[[12, 15]]
五湖烟网非无意，未去难忘国士知。	郑谷	春暮咏怀寄集贤韦起居衮	五湖心（范蠡，勾践）	1	[[0, 3]]
功成他日后，何必五湖归。	雍陶	和刘补阙秋园寓兴六首	五湖心（范蠡，勾践）	1	[[8, 10]]
五湖竟负他年志，百战空垂异代名。	韩偓	过临淮故里	五湖心（范蠡，勾践）	1	[[0, 2]]
莫却严滩意，西溪有钓矶。	温庭筠	送李生归旧居	严陵（严光）	1	[[2, 3]]
为郎非白头，作牧授沧洲。	李频	送侯郎中任新定二首	冯唐	1	[[0, 2]]
紫绶公卿今放旷，白头郎吏尚留连。	杜牧	李侍郎于阳羡里富有泉石牧亦于阳羡粗有薄产叙旧述怀因献长句四韵	冯唐	1	[[10, 11]]
训喻青衿子，名惭白首郎。	杜甫	元日示宗武	冯唐	1	[[8, 10]]
为郎从白首，卧病数秋天。	杜甫	历历	冯唐	1	[[0, 2]]
不必临风悲冷落，古来白首尚为郎。	牟融	送陈衡	冯唐	1	[[13, 15]]
故人湖外客，白首尚为郎。	韦迢	早发湘潭寄杜员外院长	冯唐	1	[[9, 11]]
欲陈济世策，已老尚书郎。	杜甫	暮春题瀼西新赁草屋五首之五	冯唐	1	[[6, 8]]
太平时节难身遇，郎署何须叹二毛。	韩愈	奉和库部卢四兄曹长元日朝回	冯唐	1	[[8, 10]]
梦得成胡蝶，芳菲幸不遗。	刘威	闰三月	蝴蝶（庄子）	1	[[3, 5]]
应是梦中飞作蝶，悠扬只在此花前。	吕温	夜后把火看花南园招李十一兵曹不至呈座上诸公	蝴蝶（庄子）	1	[[2, 5]]
何事触人睡，不教胡蝶飞。	施肩吾	秋洞宿	蝴蝶（庄子）	1	[[9, 11]]
梦寐几回迷蛱蝶，文章应解伴牢愁。	杜牧	寄浙东韩八评事	蝴蝶（庄子）	1	[[6, 7]]
愁梦全无蝶，离忧每愧萱。	杨乘	南徐春日怀古	蝴蝶（庄子）	1	[[4, 5]]
寓蝶成庄梦，怀人识祢贤。	清江	上都酬章十八兄	蝴蝶（庄子）	1	[[1, 2]]
百岁梦生悲蛱蝶，一朝香死泣芙蕖。	罗隐	闲居日秋	蝴蝶（庄子）	1	[[6, 7]]
道畅应为蝶，时来必问牛。	郑谷	送吏部曹郎中免官南归	蝴蝶（庄子）	1	[[4, 5]]
有蝶堪成梦，无羊可触藩。	骆宾王	同辛簿简仰酬思玄上人林泉四首之二	蝴蝶（庄子）	1	[[1, 2]]
白刃方盈国，黄金不上台。	李咸用	惜别	黄金台（燕昭王，郭隗）	1	[[6, 8]]
郭隗池台处，昭王尊酒前。	卢照邻	送幽州陈参军赴任寄呈乡曲父老	黄金台（燕昭王，郭隗）	1	[[0, 2]]
自笑疏慵似麇鹿，也教台上费黄金。	罗隐	登宛陵条风楼寄窦常侍	黄金台（燕昭王，郭隗）	1	[[13, 15]]
焚香欲使三清鸟，静拂桐阴上玉坛。	李益	避暑女冠	青鸟（刘彻，西王母）	1	[[3, 5]]
贞为台里柏，芳作省中兰。	包何	和苗员外寓直中书	柏台	1	[[2, 3]]
台寒柏树绿，江暖柳条黄。	岑参	送裴侍御赴岁入京	柏台	1	[[0, 1]]
群乌自朝夕，白马休横行。	杜甫	八哀诗赠左仆射郑国公严公武	柏台	1	[[3, 5]]
故林怀柏悦，新幄阻兰薰。	苏味道	使岭南闻崔马二御史并拜台郎	柏台	1	[[3, 4]]
岂羡兰依省，犹嫌柏占台。	陶雍	和兵部侍郎省中四松诗	柏台	1	[[10, 11]]
旭日鸳鸯行，瑞烟芙蓉阙。	杨巨源	奉酬窦郎中早入省苦寒见寄	鸳鹭	1	[[2, 3]]
偶因麋鹿随丰草，谬荷鸳鸾借末行。	皇甫冉	酬李补阙	鸳鹭	1	[[10, 11]]
止陪鸳鸯居清秩，滥应星辰浼上玄。	郑谷	转正郎后寄献集贤相公	鸳鹭	1	[[2, 3]]
燕然山上云，半是离乡魂。	于濆	塞下曲	勒燕然（窦宪）	1	[[0, 2]]
空留一片石，万古在燕山。	刘长卿	平蕃三首之三	勒燕然（窦宪）	1	[[9, 11]]
须凿燕然山上石，登科记里是閒名。	姚合	送独孤焕评事赴丰州	勒燕然（窦宪）	1	[[2, 4]]
燕山应勒颂，麟阁伫名扬。	徐坚	奉和圣制送张说巡边	勒燕然（窦宪）	1	[[0, 2]]
燕然如可勒，万里愿从公。	戎昱	泾州观元戎出师	勒燕然（窦宪）	1	[[0, 2]]
希君勒石返，歌舞入城闉。	李峤	送骆奉礼从军	勒燕然（窦宪）	1	[[2, 4]]
伫见燕然上，抽毫颂武功。	李峤	钱薛大夫护边	勒燕然（窦宪）	1	[[2, 4]]
请缨不系越，且向燕然山。	李白	登邯郸洪波台置酒观发兵	勒燕然（窦宪）	1	[[8, 10]]
倚剑登燕然，边峰列嵯峨。	李白	发白马	勒燕然（窦宪）	1	[[3, 5]]
龙沙早立功，名向燕然勒。	武元衡	塞下曲	勒燕然（窦宪）	1	[[8, 11]]
何言投笔去，终作勒铭回。	沈佺期	塞北二首之二	勒燕然（窦宪）	1	[[8, 10]]
燕然山上字，男子见须羞。	王贞白	塞上曲	勒燕然（窦宪）	1	[[0, 2]]
人知窦车骑，计日勒铭还。	皇甫冉	送常大夫加散骑常侍赴朔方	勒燕然（窦宪）	1	[[3, 5]]
自指燕山最高石，不知谁为勒殊功。	秦韬玉	边将	勒燕然（窦宪）	1	[[2, 4]]
今日诸孙拜坟树，愧无文字续燕然。	窦巩	经窦车骑故城	勒燕然（窦宪）	1	[[13, 15]]
勿使燕然上，惟留汉将功。	陈子昂	送魏大从军	勒燕然（窦宪）	1	[[2, 4]]
自惭初识查头味，正是栖栖哭阮涂。	吴融	南迁途中作七首渡汉江初尝鳊鱼有作	途穷（阮籍）	1	[[12, 14]]
大道将穷阮籍哀，红尘深翳步迟回。	李咸用	途中逢友人	途穷（阮籍）	1	[[3, 6]]
途中非阮籍，查上似张骞。	杜甫	秋日夔府咏怀奉寄郑监李宾客一百韵	途穷（阮籍）	1	[[3, 5]]
不恨依穷辙，终期济巨川。	王维	哭祖六自虚	途穷（阮籍）	1	[[3, 4]]
若使重生太平日，也应回首哭涂穷。	秦韬玉	寄怀	途穷（阮籍）	1	[[14, 15]]
返驾王尊何足叹，哭途阮籍谩无聊。	罗邺	春过白遥岭	途穷（阮籍）	1	[[9, 12]]
郤诜丹桂无人指，阮籍青襟有泪沾。	韦庄	冬日长安感志寄献虢州崔郎中二十韵	途穷（阮籍）	1	[[8, 10]]
班笔行看掷，黄陂莫漫澄。	元稹	纪怀赠李六户曹崔二十功曹五十韵	投笔（班超）	1	[[0, 2]]
年少不应辞苦节，诸生若遇亦封侯。	严维	送薛居士和州读书	投笔（班超）	1	[[13, 15]]
丈夫三十未富贵，安能终日守笔砚。	岑参	银山碛西馆	投笔（班超）	1	[[12, 15]]
昔闻班家子，笔砚忽然投。	张宣明	使至三姓咽面	投笔（班超）	1	[[6, 8]]
男儿生世间，及壮当封侯。	杜甫	后出塞五首	投笔（班超）	1	[[9, 11]]
将军欲定远，见弃不应赊。	杨师道	咏砚	投笔（班超）	1	[[3, 5]]
壮怀空掷班超笔，久客谁怜季子裘。	殷尧藩	九日	投笔（班超）	1	[[3, 6]]
虽投定远笔，未坐将军树。	王昌龄	从军行二首之一	投笔（班超）	1	[[2, 4]]
封侯万里外，未肯后班超。	顾况	送从兄使新罗	投笔（班超）	1	[[0, 2]]
素蛾毕竟难防备，烧得河车莫遣尝。	段成式	嘲元中丞	嫦娥（羿，姮娥）	1	[[0, 1]]
后羿遍寻无觅处，谁知天上却容奸。	袁郊	月	嫦娥（羿，姮娥）	1	[[0, 2]]
孔子西行不到秦，掎摭星宿遗羲娥。	韩愈	石鼓歌	嫦娥（羿，姮娥）	1	[[14, 15]]
娥嬉华荡漾，胥怒浪崔嵬。	韩愈	咏雪赠张籍	嫦娥（羿，姮娥）	1	[[0, 1]]
将门高胜霍，相子宠过韦。	钱起	陪南省诸公宴殿中李监宅	嫖姚（霍去病）	1	[[0, 2]]
献凯多惭霍，论封几谢班。	骆宾王	在军中赠先还知己	嫖姚（霍去病）	1	[[0, 2]]
东峰道士如相问，县令而今不姓梅。	曹松	乱后入洪州西山	梅福	1	[[13, 15]]
屡迁君擢桂，分尉我从梅。	王湾	哭补阙亡友綦母学士	梅福	1	[[10, 11]]
湖山入闾井，鸥鸟傍神仙。	钱起	送沈少府还江宁	梅福	1	[[9, 11]]
贵来君却少，秋至老偏悲。	崔峒	寄上礼部李侍郎	悲秋（宋玉，屈原）	1	[[10, 11]]
马卿兼病老，宋玉对秋悲。	李端	赠岐山姜明府	悲秋（宋玉，屈原）	1	[[6, 8]]
江风正摇落，宋玉莫登山。	李端	送司空文明归江上旧居	悲秋（宋玉，屈原）	1	[[6, 8]]
行云永绝襄王梦，野水偏伤宋玉怀。	李群玉	九日	悲秋（宋玉，屈原）	1	[[12, 14]]
城角为秋悲更远，护霜云破海天遥。	杜牧	闻角	悲秋（宋玉，屈原）	1	[[3, 5]]
梁王旧客皆能赋，今日因何独怨秋。	杨巨源	秋日登亭赠薛侍御	悲秋（宋玉，屈原）	1	[[14, 15]]
骑省潘郎思，衡闱宋玉愁。	武元衡	酬严维秋夜见寄	悲秋（宋玉，屈原）	1	[[8, 10]]
宋玉登高怨，张衡望远愁。	王维	赋得秋日悬清光	悲秋（宋玉，屈原）	1	[[0, 3]]
清秋来几时，宋玉已先知。	卢纶	和太常李主簿秋中山下别墅即事	悲秋（宋玉，屈原）	1	[[6, 8]]
遥仰凭轩夕，惟应喜宋生。	卢纶	和太常王卿立秋日即事	悲秋（宋玉，屈原）	1	[[9, 10]]
宋玉高吟思万重，澄澄寰宇振金风。	翁洮	秋	悲秋（宋玉，屈原）	1	[[0, 2]]
宋玉含悽梦亦惊，芙蓉山响一猿声。	许浑	早秋韶阳夜雨	悲秋（宋玉，屈原）	1	[[0, 3]]
秋悲怜宋玉，夜舞笑刘琨。	许浑	闻两河用兵因贻友人	悲秋（宋玉，屈原）	1	[[3, 5]]
宁歌还夜苦，宋赋更秋悲。	许浑	送李文明下第鄜州觐兄	悲秋（宋玉，屈原）	1	[[9, 11]]
宋玉逢秋正高卧，一篇吟尽奈情何。	赵嘏	寄裴澜	悲秋（宋玉，屈原）	1	[[0, 2]]
宋玉逢秋空雪涕，净名无地可容床。	赵嘏	题崇圣寺简云端僧录	悲秋（宋玉，屈原）	1	[[0, 2]]
宋玉正秋悲，那堪更别离。	郑史	永州送侄归宜春	悲秋（宋玉，屈原）	1	[[0, 2]]
新秋宋玉能为赋，永夕袁安好共吟。	郑史	秋日零陵与幕下诸宾游河夜饮	悲秋（宋玉，屈原）	1	[[1, 4]]
经秋宋玉已悲伤，况报胎禽昨夜亡。	魏朴	和皮日休悼鹤	悲秋（宋玉，屈原）	1	[[1, 4]]
眷阙悲子牟，班荆感椒举。	李德裕	夏晚有怀平泉林居	魏阙（公子牟）	1	[[3, 5]]
人惭公干卧，频送子牟还。	杜牧	中秋日拜起居表晨渡天津桥即事十六韵献居守相国崔公兼呈工部刘公	魏阙（公子牟）	1	[[8, 10]]
西游象阙愧知音，东下荆溪称越吟。	罗隐	宿荆州江陵驿	魏阙（公子牟）	1	[[3, 4]]
望阙路仍远，子牟魂欲飞。	韦庄	婺州和陆谏议将赴阙怀阳羡山居	魏阙（公子牟）	1	[[6, 8]]
公干寂寥甘坐废，子牟欢抃促行期。	韩偓	余寓汀州沙县病中闻前郑左丞璘随外镇举荐赴洛兼云继有急征旋见脂辖因作七言四韵戏以赠之或冀其感悟也	魏阙（公子牟）	1	[[8, 10]]
绮筵乘晦景，高宴下阳池。	周思均	晦日重宴	习家（山简）	1	[[9, 11]]
高阳诸醉客，唯见古时丘。	岑参	送襄州任别驾	习家（山简）	1	[[0, 2]]
醉中求习氏，梦里忆襄王。	崔湜	襄阳作	习家（山简）	1	[[3, 5]]
高阳旧徒侣，时复一相携。	李商隐	寄罗劭兴	习家（山简）	1	[[0, 2]]
高阳小饮真琐琐，山公酩酊何如我。	李白	鲁郡尧祠送窦明府薄华还西京	习家（山简）	1	[[0, 2]]
好与高阳结吟社，况无名迹达珠旒。	高骈	途次内黄马病寄僧舍呈诸友人	习家（山简）	1	[[2, 4]]
想君畴昔高步时，肯料如今折腰事。	刘长卿	颍川留别司仓李万	五斗米（陶潜）	1	[[12, 14]]
头白翻折腰，还家私自笑。	岑参	衙郡守还	五斗米（陶潜）	1	[[3, 5]]
犹胜堕力求飧者，五斗低腰走世尘。	徐夤	鸿门	五斗米（陶潜）	1	[[8, 10]]
既舍三山侣，来馀五斗粮。	曹邺	奉命齐州推事毕寄本府尚书	五斗米（陶潜）	1	[[8, 10]]
能令折腰客，遥赏竹房春。	李嘉祐	同皇甫冉赴官留别灵一上人	五斗米（陶潜）	1	[[2, 4]]
陶令辞彭泽，梁鸿入会稽。	李白	口号赠徵君鸿	五斗米（陶潜）	1	[[2, 3]]
安能摧眉折腰事权贵，使我不得开心颜。	李白	梦游天姥吟留别	五斗米（陶潜）	1	[[4, 6]]
无以墨绶苦，来求丹砂要。华发长折腰，将贻陶公诮。	李白	经乱后将避地剡中留赠崔宣城	五斗米（陶潜）	1	[[15, 17]]
陶令去彭泽，茫然太古心。	李白	赠临洺县令皓弟	五斗米（陶潜）	1	[[10, 11]]
小县情未惬，折腰君莫辞。	李颀	赠别高三十五	五斗米（陶潜）	1	[[6, 8]]
不作河西尉，凄凉为折腰。	杜甫	官定后戏赠	五斗米（陶潜）	1	[[9, 11]]
黄帽映青袍，非供折腰具。	杜甫	有怀台州郑十八司户	五斗米（陶潜）	1	[[8, 10]]
远别更搔首，初官方折腰。	权德舆	送少清赴润州参军因思练旧居	五斗米（陶潜）	1	[[9, 11]]
惭无出尘操，未免折腰役。	白居易	北亭	五斗米（陶潜）	1	[[8, 10]]
分手各抛沧海畔，折腰俱老绿衫中。	白居易	忆微之	五斗米（陶潜）	1	[[8, 10]]
即此沧洲路，嗟君久折腰。	皇甫冉	登石城戍望海寄诸暨严少府	五斗米（陶潜）	1	[[9, 11]]
无辞折腰久，仲德在鸳行。	卢纶	送乐平苗明府	五斗米（陶潜）	1	[[2, 4]]
云衢有志终骧首，吏道无媒且折腰。	钱起	送孙十尉温县	五斗米（陶潜）	1	[[13, 15]]
莫言去作折腰官，岂似长安折腰客。	韦应物	杂言送黎六郎	五斗米（陶潜）	1	[[4, 6]]
折腰知宠辱，回首见沈浮。	高适	古乐府飞龙曲留上陈右相	五斗米（陶潜）	1	[[0, 2]]
乃知梅福徒为尔，转忆陶潜归去来。	高适	封丘作	五斗米（陶潜）	1	[[5, 6]]
不知何日更携手，应念兹晨去折腰。	高适	留别郑三韦九兼洛下诸公	五斗米（陶潜）	1	[[13, 15]]
弊貂不称芙蓉幕，衰朽仍惭玳瑁簪。	吴仁壁	投谢钱武肃	貂裘（秦惠王，苏秦）	1	[[0, 2]]
不脱弊裘轻锦绮，长吟佳句掩笙歌。	戴叔伦	赠康老人洽	貂裘（秦惠王，苏秦）	1	[[3, 4]]
黑貂不免敝，斑鬓兀称觞。	杜甫	壮游	貂裘（秦惠王，苏秦）	1	[[0, 2]]
弊裘苏季子，历国未知还。	杜甫	远游	貂裘（秦惠王，苏秦）	1	[[3, 5]]
承明未荐相如赋，故国犹惭季子贫。	潘唐	下第归宜春酬黄颇饯别	貂裘（秦惠王，苏秦）	1	[[12, 14]]
黄金装屡尽，白首契逾新。	陈子昂	送梁李二明府	貂裘（秦惠王，苏秦）	1	[[0, 2]]
白璧疑冤楚，乌裘似入秦。	陈子昂	酬李参军崇嗣旅馆见赠	貂裘（秦惠王，苏秦）	1	[[6, 8]]
玄草终疲汉，乌裘几滞秦。	骆宾王	春日离长安客中言怀	貂裘（秦惠王，苏秦）	1	[[6, 8]]
陈王当日风流减，只向波间见袜罗。	夏侯审	咏被中绣鞋	洛浦（宓妃，曹植）	1	[[13, 15]]
洛川昔云遇，高唐今尚违。	武平一	妾薄命	洛浦（宓妃，曹植）	1	[[0, 2]]
楚国有狂夫，茫然无心想。散发不冠带，行歌南陌上。孔丘与之言，仁义莫能奖。	王维	偶然作六首	楚狂（孔子，楚狂）	1	[[24, 26]]
荆山璞在终应识，楚国人知不是狂。	窦庠	酬谢韦卿二十五兄俯赠辄敢书情	楚狂（孔子，楚狂）	1	[[14, 15]]
莫怪狂人游楚国，莲花只在淤泥生。	顾况	寻僧二首之二	楚狂（孔子，楚狂）	1	[[2, 3]]
未盥邵陵王，瓶中弄长翠。	李贺	安乐宫	邵平（召平）	1	[[2, 3]]
一从悲画扇，几度泣前鱼。	于武陵	长信宫二首	团扇（班婕妤）	1	[[4, 5]]
张尹将眉学，班姬取扇俦。	宋之问	望月有怀	团扇（班婕妤）	1	[[6, 8]]
传闻纨扇恩未歇，预想蛾眉上初月。	王谭	后庭怨	团扇（班婕妤）	1	[[2, 4]]
念昔金房里，犹嫌玉座轻。	吴少微	长门怨	金屋（刘彻）	1	[[2, 3]]
汉代金为屋，吴宫绮作寮。	唐彦谦	汉代	金屋（刘彻）	1	[[2, 3]]
黄金堪作屋，何不作重楼。	李商隐	无题	金屋（刘彻）	1	[[0, 2]]
绣屏金作屋，丝幰玉为轮。	韩偓	无题	金屋（刘彻）	1	[[2, 3]]
茂陵久病书千卷，彭泽初归酒一瓢。	许浑	送前东阳于明府由鄂渚归故林	相如渴（司马相如）	1	[[0, 2]]
茂陵虽有病，犹得伴君行。	祖咏	赠苗员外发	相如渴（司马相如）	1	[[0, 2]]
携茶腊月游金碧，合有文章病茂陵。	杜牧	游池州林泉寺金碧洞	相如渴（司马相如）	1	[[12, 15]]
昔日马相如，临邛坐尽倾。	刘禹锡	送李策秀才还湖南因寄幕中亲故兼简衡州吕八郎中	相如渴（司马相如）	1	[[3, 5]]
临邛有词赋，一为奏天颜。	吴融	关东献兵部刘员外	相如渴（司马相如）	1	[[0, 2]]
玄晏难瘳痹，临邛但发痟。	唐彦谦	汉代	相如渴（司马相如）	1	[[6, 8]]
必恐临邛客，疑君学赋非。	张乔	送友人游蜀	相如渴（司马相如）	1	[[2, 4]]
今日相如轻武骑，多应朝暮客临邛。	张谓	送皇甫龄宰交河	相如渴（司马相如）	1	[[2, 4]]
今来却笑临邛客，入蜀空驰使者车。	李德裕	奉送相公十八丈镇扬州	相如渴（司马相如）	1	[[4, 6]]
临邛无久恋，高桂待君回。	杜荀鹤	送吴蜕下第入蜀	相如渴（司马相如）	1	[[0, 2]]
若不他时更青眼，未知谁肯荐临邛。	罗隐	抚州别阮兵曹	相如渴（司马相如）	1	[[13, 15]]
一问临邛令，如何待上宾。	韦应物	将发楚州经宝应县访李二忽于州馆相遇月夜书事因简李宝应	相如渴（司马相如）	1	[[2, 4]]
君王正年少，终日在长杨。	司马扎	猎客	相如渴（司马相如）	1	[[9, 10]]
长卿多病久，子夏索居频。	杜甫	上韦左相二十韵	相如渴（司马相如）	1	[[1, 4]]
途穷悲阮籍，病久忆相如。	牟融	有感	相如渴（司马相如）	1	[[9, 11]]
相如方老病，独归茂陵宿。	王维	冬日游览	相如渴（司马相如）	1	[[0, 2]]
相如今老病，归守茂陵园。	王维	和陈监四郎秋雨中思从弟据	相如渴（司马相如）	1	[[0, 2]]
谁知长卿疾，歌赋不还邛。	皇甫冉	送魏六侍御葬	相如渴（司马相如）	1	[[2, 4]]
殷勤润取相如肺，封禅书成动帝心。	陆龟蒙	奉和袭美谢友人惠人参	相如渴（司马相如）	1	[[4, 6]]
龙归攀不得，髯在侍臣边。	姚合	文宗皇帝挽词三首之三	鼎湖（黄帝）	1	[[0, 1]]
三年骥尾有人附，一日龙须无路攀。	温庭筠	题李卫公诗二首之二	鼎湖（黄帝）	1	[[10, 12]]
