sentence	allusion	variation_number	allusion_index	transformed_allusion
乃呼戏沐猴者，一讯而服。	沐猴而冠	1	[[3, 4]]	[3, 4, 沐猴而冠]
李新项羽庙空使秦人笑沐猴，锦衣东去更何求。	沐猴而冠	1	[[10, 11]]	[10, 11, 沐猴而冠]
志虽酬于脱颖，嘲莫解于沐冠。	沐猴而冠	1	[[11, 12]]	[11, 12, 沐猴而冠]
夫沐冠而喜者，戏猴之态也。投骨而啮者，畜犬之情也。	沐猴而冠	1	[[1, 2]]	[1, 2, 沐猴而冠]
未识刹那之促，安知麻姑之桑田。	沧海桑田	1	[[12, 13]]	[12, 13, 沧海桑田]
沧海变田几亿载，此树遗根今尚存。	沧海桑田	1	[[0, 3]]	[0, 1, 2, 3, 沧海桑田]
沧海变桑田，桑田成沧海。	沧海桑田	1	[[0, 4]]	[0, 1, 2, 3, 4, 沧海桑田]
奈沧桑之变，世渺流传，吾师命予重校，付活字板印，附《正脉》以广其传。	沧海桑田	1	[[1, 2]]	[1, 2, 沧海桑田]
迨岁周花甲，以沧桑迭迁，悟身世无常，遂屏除一切，专阅佛经。	沧海桑田	1	[[7, 8]]	[7, 8, 沧海桑田]
若灰烬涂泥，究竟积为土，生人岂复有卑处之域，沧海不尽为桑田乎？	沧海桑田	1	[[27, 28]]	[27, 28, 沧海桑田]
予武夫也，不知相亦不知医，惟是人之有疾，不啻已出，值此沧桑变故之际，民遭兵火，若患热烈之症，予滥任抚绥，尤当视民如伤恨，不能人人而投以清凉之剂。	沧海桑田	1	[[27, 28]]	[27, 28, 沧海桑田]
转瞬沧桑事可悲，吴山看遍劫灰飞。	沧海桑田	1	[[2, 3]]	[2, 3, 沧海桑田]
独往不可群，沧海成桑田。	沧海桑田	1	[[6, 10]]	[6, 7, 8, 9, 10, 沧海桑田]
弟劝兄酬，我歌汝和，欢击瓦缶，醉卧竹根，诚不知夫东海之扬尘，北山之移谷也。	沧海桑田	1	[[24, 28]]	[24, 25, 26, 27, 28, 沧海桑田]
近予结耦耕，梅花川上田。	沮溺耦	1	[[3, 4]]	[3, 4, 沮溺耦]
道从多病入，力是耦耕馀。	沮溺耦	1	[[8, 9]]	[8, 9, 沮溺耦]
昔伯成耦耕，不慕诸侯之荣；庄子曰：「尧治天下，伯成子高立为诸侯，禹为天子，伯成辞诸侯而耕于野。	沮溺耦	1	[[3, 4]]	[3, 4, 沮溺耦]
沈在王莽时，姓张名敬，避莽乱，隐峨嵋山学仙，有同志人严昌为耦耕之友。	沮溺耦	1	[[29, 30]]	[29, 30, 沮溺耦]
耦耕当日言犹在，佐读终年计转非。	沮溺耦	1	[[0, 1]]	[0, 1, 沮溺耦]
西河夙有季常之惧，自纳曼殊，益反目。	河东狮子吼	1	[[4, 7]]	[4, 5, 6, 7, 河东狮子吼]
此理正名顺，乃不易之法，夫财以妻讼，财中馈贤能；财神浊，则河东狮吼。	河东狮子吼	1	[[29, 32]]	[29, 30, 31, 32, 河东狮子吼]
指挥代北鸦儿军，俯伏河东狮子吼。	河东狮子吼	1	[[10, 14]]	[10, 11, 12, 13, 14, 河东狮子吼]
鹭鸶行状黄昏后，也曾闻河东狮吼。	河东狮子吼	1	[[11, 14]]	[11, 12, 13, 14, 河东狮子吼]
为妻刚正懒绸缪，怕只怕河东狮吼。	河东狮子吼	1	[[11, 14]]	[11, 12, 13, 14, 河东狮子吼]
吼动河东狮子，惊回海底鸥儿。	河东狮子吼	1	[[2, 5]]	[2, 3, 4, 5, 河东狮子吼]
唯思淮南举，不悟河东戒。	一人得道，鸡犬升天	1	[[2, 4]]	[2, 3, 4, 一人得道，鸡犬升天]
天不爱道而洛书出，文王时，神龟载书出于洛云云。	河图洛书	1	[[5, 6]]	[5, 6, 河图洛书]
玄龟洛书者，天符也。	河图洛书	1	[[2, 3]]	[2, 3, 河图洛书]
有谁怜犴狴伤秋，还喜却熊罴呈瑞。	梦熊罴	1	[[11, 14]]	[11, 12, 13, 14, 梦熊罴]
箭铁未销券未磨，带砺河山当复见。	河山带砺	1	[[8, 11]]	[8, 9, 10, 11, 河山带砺]
非无带砺约，政尔有恩害。	河山带砺	1	[[2, 3]]	[2, 3, 河山带砺]
宇宙经纶归圣主，山河带砺属元臣。	河山带砺; 经纶	2	[[8, 11], [2, 3]]	[8, 9, 10, 11, 河山带砺]; [2, 3, 经纶]
盟府山河书带砺，成周师保须周召。	河山带砺	1	[[5, 6]]	[5, 6, 河山带砺]
纯嘏懋勋延带砺，耆龄硕望重丝纶。	河山带砺; 纶綍	2	[[5, 6], [13, 14]]	[5, 6, 河山带砺]; [13, 14, 纶綍]
金袍珠萦帽七宝，剖符带砺功难磨。	河山带砺	1	[[10, 11]]	[10, 11, 河山带砺]
当时带砺在何处，今日子孙无地耕。	河山带砺	1	[[2, 3]]	[2, 3, 河山带砺]
遮蛮带砺长能固，捍蜀金汤远益坚。	河山带砺; 金城汤池	2	[[2, 3], [10, 11]]	[2, 3, 河山带砺]; [10, 11, 金城汤池]
自谓千秋垂带砺，那知转盼多崇替。	河山带砺	1	[[5, 6]]	[5, 6, 河山带砺]
功成拂袖谢明主，不然带砺侯王亦等闲。	河山带砺; 拂衣	2	[[10, 11], [2, 3]]	[10, 11, 河山带砺]; [2, 3, 拂衣]
匑匑臣节知自持，带砺勋猷永相保。	河山带砺	1	[[8, 9]]	[8, 9, 河山带砺]
山河在股掌，带砺何足述。	河山带砺	1	[[6, 7]]	[6, 7, 河山带砺]
花县到时铜墨贵，叶舟行处水云和。	河阳一县花	1	[[0, 1]]	[0, 1, 河阳一县花]
课闻安仁最花县，车想召伯驻棠阴。	河阳一县花; 召公棠	2	[[5, 6], [13, 14]]	[5, 6, 河阳一县花]; [13, 14, 召公棠]
卷入河阳满县花，风行郑国垂街李。	河阳一县花	1	[[4, 6]]	[4, 5, 6, 河阳一县花]
满县栽花祗悦目，桑麻雨露是公真。	河阳一县花	1	[[0, 3]]	[0, 1, 2, 3, 河阳一县花]
牛渚江山空夜月，河阳桃李再春风。	河阳一县花	1	[[8, 11]]	[8, 9, 10, 11, 河阳一县花]
彭泽菊松无酝藉，河阳桃李太铅华。	河阳一县花; 陶潜三径	2	[[8, 11], [0, 3]]	[8, 9, 10, 11, 河阳一县花]; [0, 1, 2, 3, 陶潜三径]
诗豪正值安仁在，空看河阳满县花。	河阳一县花	1	[[12, 14]]	[12, 13, 14, 河阳一县花]
性直不从花县乐，分安求逸郁堂空。	河阳一县花	1	[[4, 5]]	[4, 5, 河阳一县花]
别路经花县，还乡入锦城。	河阳一县花	1	[[3, 4]]	[3, 4, 河阳一县花]
风流潘令多才思，为尔春来几首诗。	河阳一县花	1	[[2, 3]]	[2, 3, 河阳一县花]
颇胜长江簿，即看潘岳花。	河阳一县花	1	[[8, 10]]	[8, 9, 10, 河阳一县花]
诸君夙有烟霞癖，策杖欲穷猿鸟迹。	泉石膏肓	1	[[4, 6]]	[4, 5, 6, 泉石膏肓]
他年社稷勋如立，归老烟霞志会从。	泉石膏肓	1	[[10, 12]]	[10, 11, 12, 泉石膏肓]
山人烟霞心，笔墨师董巨。	泉石膏肓	1	[[2, 4]]	[2, 3, 4, 泉石膏肓]
几许烟霞侣，相从老此乡。	泉石膏肓	1	[[2, 4]]	[2, 3, 4, 泉石膏肓]
私忻泉石膏肓久，终日凝神紫气深。	泉石膏肓	1	[[2, 5]]	[2, 3, 4, 5, 泉石膏肓]
原夫阴者，有烟露痼疾，泉石膏肓者也。	泉石膏肓; 泉石膏肓	2	[[6, 9], [11, 14]]	[6, 7, 8, 9, 泉石膏肓]; [11, 12, 13, 14, 泉石膏肓]
平生烟霞志，配此丘壑尚。	泉石膏肓	1	[[2, 4]]	[2, 3, 4, 泉石膏肓]
只有烟霞痼疾，相陪风月交游。	泉石膏肓	1	[[2, 5]]	[2, 3, 4, 5, 泉石膏肓]
劝子将心舍烦事，静持心神，止舍烦务。超然自得烟霞志。超然洞悟，烟霞之畅，在乎目前。	泉石膏肓	1	[[22, 24]]	[22, 23, 24, 泉石膏肓]
素有烟霞疾，开图见乱山。	泉石膏肓	1	[[2, 4]]	[2, 3, 4, 泉石膏肓]
平生探幽兴，宿膺烟霞痼。	泉石膏肓	1	[[8, 10]]	[8, 9, 10, 泉石膏肓]
身轻似起烟霞痼，意适宁论禄位贪。	泉石膏肓	1	[[4, 6]]	[4, 5, 6, 泉石膏肓]
旧病诗狂与酒狂，新来泉石又膏肓。	泉石膏肓; 泉石膏肓	2	[[10, 11], [13, 14]]	[10, 11, 泉石膏肓]; [13, 14, 泉石膏肓]
手中彩笔夸题凤，天上泥封奖狎鸥。	吕安题凤; 鸥鹭忘机	2	[[5, 6], [13, 14]]	[5, 6, 吕安题凤]; [13, 14, 鸥鹭忘机]
故知脾气全不再受克，邪无所容，否极泰来，荣卫将复，水升火降，则寒热作而大汗解矣。	泰否	1	[[15, 18]]	[15, 16, 17, 18, 泰否]
且人命有遭逢，时有否泰，故能偏着一家。	泰否	1	[[9, 10]]	[9, 10, 泰否]
曰：邪气已去，正气方生，乃否极泰来之兆。	泰否	1	[[13, 16]]	[13, 14, 15, 16, 泰否]
有显隐，有休囚。有进退，有否泰。人亨通，有屯蹇，有驳杂，有纯粹。	泰否	1	[[13, 14]]	[13, 14, 泰否]
欲家知否泰，变化反枯荣。	泰否	1	[[3, 4]]	[3, 4, 泰否]
故否泰之转移尚易，然否转为泰，泰复转为否，泰否往复循环不已。	泰否	1	[[21, 22]]	[21, 22, 泰否]
其浅显易见者，如泰否损益等卦，尚不难顾名思义。	泰否	1	[[8, 9]]	[8, 9, 泰否]
干宝曰：否泰盈虚者，神也。	泰否	1	[[4, 5]]	[4, 5, 泰否]
然邪气既解，则正气将生，乃否极泰来之象，宜调元汤，轻轻少与咽之，待其自醒，不可扰乱人不知此，凡见闷乱，便将抱动呼唤号哭，神气一散，为不救者多矣。	泰否	1	[[13, 16]]	[13, 14, 15, 16, 泰否]
否泰交居也，此论小运之气也，寅为三阳，化起泰卦，故小运起丙寅。	泰否	1	[[0, 1]]	[0, 1, 泰否]
特消息否泰而行之藏之，量其才能而负之荷之。	泰否	1	[[3, 4]]	[3, 4, 泰否]
否泰如天地，足以荣汝身。	泰否	1	[[0, 1]]	[0, 1, 泰否]
设坛柴燎，告类于天曰：“皇帝臣衍，敢用玄牡，昭告于皇天后帝：齐氏以历运斯既，否终则亨，钦若天应，以命于衍。	泰否	1	[[38, 41]]	[38, 39, 40, 41, 泰否]
隐曰：“盖古人遭时，则以功达其道；不遇，则以言达其才，故否泰不穷也。	泰否	1	[[28, 29]]	[28, 29, 泰否]
此皆不当名消渴，致后人泾渭不分，动手即从温补，热证逢之，不死何待？	泾渭分明	1	[[11, 14]]	[11, 12, 13, 14, 泾渭分明]
于此诸体辨别之真，则泾渭以明，而取舍始有定也。	泾渭分明	1	[[10, 11]]	[10, 11, 泾渭分明]
故治阳虚而阴结者，但益其火则阴凝自化；治阴虚而阳结者，但壮其水则泾渭自通。	泾渭分明	1	[[32, 33]]	[32, 33, 泾渭分明]
治阴虚者，但壮其水，则泾渭自通。	泾渭分明	1	[[11, 12]]	[11, 12, 泾渭分明]
乃举世悠悠，孰分泾渭之日，于海上得丁师甘仁，师于黄帝、岐伯、越人、元化之书，既多心得，而尤致力于仲景古训。	泾渭分明	1	[[8, 9]]	[8, 9, 泾渭分明]
名目混乱，泾渭不分，曰是曰非，含糊可否，致后学茫然不得其要，反滋千古疑窦，深可慨也！	泾渭分明	1	[[5, 8]]	[5, 6, 7, 8, 泾渭分明]
安波按：小儿惊症一候，历来惟喻氏前辈，驳之甚详，自斯泾渭析矣。	泾渭分明	1	[[26, 27]]	[26, 27, 泾渭分明]
治阴虚而阴结者，但壮其水，则泾渭自通。	泾渭分明	1	[[14, 15]]	[14, 15, 泾渭分明]
奈何医集之中，率掠古人之言，混入已作，使读者苍黄莫辨，泾渭难分，习俗移人，贤者不免。	泾渭分明	1	[[27, 28]]	[27, 28, 泾渭分明]
肺与大肠相为表里，主分疏泾渭，上运清纯，下输糟粕，曰行健廓。	泾渭分明	1	[[12, 13]]	[12, 13, 泾渭分明]
如此之泾渭不明，懵焉以怯病该之，其能免于南辕北辙乎？	泾渭分明; 南辕北辙	2	[[3, 4], [20, 23]]	[3, 4, 泾渭分明]; [20, 21, 22, 23, 南辕北辙]
其浊阴之气归于腑，是即传道化物之降气，皆随大小便降泄，从二阴出于下，于经中流行之清气，各行其道，泾渭自分。	泾渭分明	1	[[48, 51]]	[48, 49, 50, 51, 泾渭分明]
洛浦风尘真可鄙，只因八字犯淫论。	洛神	1	[[0, 1]]	[0, 1, 洛神]
缃裙翳血，曾随喜选佛坛场；贝叶写经，恒误剪凌波履式。	洛神	1	[[21, 22]]	[21, 22, 洛神]
广洛浦之耆英，屡屡开千叟之宴；集香山之人瑞（潜确《类书》白乐天年七十，以刑部尚书致任，自号香山居士。	洛神	1	[[1, 2]]	[1, 2, 洛神]
尝闻宓妃袜，渡水欲生尘。	洛神	1	[[2, 4]]	[2, 3, 4, 洛神]
离花影度湘江月，遗珮香生洛浦风。	洛神	1	[[12, 13]]	[12, 13, 洛神]
欲凌波而防步兮，又宛然而遘之。	洛神	1	[[1, 2]]	[1, 2, 洛神]
动凌波，盈盈欲下——不见影儿那。	洛神	1	[[1, 2]]	[1, 2, 洛神]
又出新林诗曰：芒山眡洛邑，函谷望秦京，遥分承露掌，远见长安城，故乡已可识，游子必劳情，雾罢前村见，风息涌川平，坐观暮潮落，渐见夕烟生，无由一羽化，徒想风御轻。	金铜仙人; 列子御风	2	[[21, 23], [75, 77]]	[21, 22, 23, 金铜仙人]; [75, 76, 77, 列子御风]
涉湘定何时，纸贵行见今。	洛阳纸贵	1	[[6, 7]]	[6, 7, 洛阳纸贵]
得无纸贵咸阳市，当有人逢饭颗山。	洛阳纸贵; 饭颗山	2	[[2, 3], [12, 14]]	[2, 3, 洛阳纸贵]; [12, 13, 14, 饭颗山]
《苏慈》匀净整洁，既已纸贵洛阳，而《栖岩道场舍利塔》整朗丰好，尤为合作。	洛阳纸贵	1	[[11, 14]]	[11, 12, 13, 14, 洛阳纸贵]
京城纸贵争传赋，便驿书来賸寄诗。	洛阳纸贵	1	[[2, 3]]	[2, 3, 洛阳纸贵]
欲知传诵人多少，正似三都纸贵年。	洛阳纸贵	1	[[12, 13]]	[12, 13, 洛阳纸贵]
江左相传纸价增，东坡一读不复和。	洛阳纸贵	1	[[4, 6]]	[4, 5, 6, 洛阳纸贵]
呵护山灵惜，流传纸价增。	洛阳纸贵	1	[[8, 10]]	[8, 9, 10, 洛阳纸贵]
图以人传夸纸贵，云烟过眼几羲娥。	洛阳纸贵; 羲和驭日	2	[[5, 6], [13, 14]]	[5, 6, 洛阳纸贵]; [13, 14, 羲和驭日]
一旦纸贵文字市，粥诗贾篆声云云。	洛阳纸贵	1	[[2, 3]]	[2, 3, 洛阳纸贵]
农马智专吾不让，衡阳纸贵子能频。	洛阳纸贵	1	[[10, 11]]	[10, 11, 洛阳纸贵]
至是，咸从奚童乞白袷少年诗竞写，一日纸贵焉。	洛阳纸贵	1	[[18, 19]]	[18, 19, 洛阳纸贵]
失意赋《三都》，驻足将军树。	大树将军	1	[[10, 12]]	[10, 11, 12, 大树将军]
检点洛下同盟，萧疏甚，白发戴花人几。	洛阳耆英会	1	[[2, 5]]	[2, 3, 4, 5, 洛阳耆英会]
拟成东甬耆英社，賸乐壶天日月长。	洛阳耆英会; 壶中天	2	[[4, 6], [10, 11]]	[4, 5, 6, 洛阳耆英会]; [10, 11, 壶中天]
竹林下沈酣者，洛社中起舞人。	洛阳社	1	[[7, 8]]	[7, 8, 洛阳社]
轩冕唐年客，溪林洛社坊。	洛阳社	1	[[8, 9]]	[8, 9, 洛阳社]
莫唱贞元曲，空遗洛社图。	洛阳耆英会	1	[[8, 9]]	[8, 9, 洛阳耆英会]
苦吟多年依洛社，赋成他日上兰台。	洛阳社	1	[[5, 6]]	[5, 6, 洛阳社]
洛社衣冠今日再，兰亭觞咏此情同。	洛阳耆英会; 兰亭会	2	[[0, 1], [8, 9]]	[0, 1, 洛阳耆英会]; [8, 9, 兰亭会]
勘破邯郸梦，抽回洛社身。	黄粱梦; 洛阳社	2	[[2, 4], [8, 9]]	[2, 3, 4, 黄粱梦]; [8, 9, 洛阳社]
即日载赓虞帝作，几时重入洛英图。	洛阳耆英会	1	[[12, 14]]	[12, 13, 14, 洛阳耆英会]
自怜洛社归差晚，旧话无人可共论。	洛阳耆英会	1	[[2, 3]]	[2, 3, 洛阳耆英会]
广州开的耆英会，却明明收集过一大批寿翁寿媪，活了一百零六岁的老太太还能穿针，有照片为证。	洛阳耆英会	1	[[4, 6]]	[4, 5, 6, 洛阳耆英会]
曹文逸云：“剑气袖携三尺水，霞浆挂扙一壶春。”	流霞	1	[[14, 15]]	[14, 15, 流霞]
笑酌流霞，醉眠芳草，眼看蓬莱弱水流。	流霞	1	[[1, 3]]	[1, 2, 3, 流霞]
儿女相怜牢落甚，为翁浅盏酌流霞。	流霞	1	[[12, 14]]	[12, 13, 14, 流霞]
仙人但以流霞一杯与我，饮之辄不饥渴。	流霞	1	[[4, 5]]	[4, 5, 流霞]
轻盈弄月醉霞觞，妖软酡颜褪晓妆。	流霞	1	[[5, 6]]	[5, 6, 流霞]
正月八日立春，内出彩花赐近臣，武平一应制云，鸾辂青旗下帝台，东郊上苑望春来，黄莺未觧林间啭，红蘂先从殿里开，画阁条风初变柳，银塘曲水半含苔，欣逢睿藻光韶律，更促霞觞畏景催。	流霞	1	[[80, 81]]	[80, 81, 流霞]
是本境之饷，已无可添筹矣。	海屋添筹	1	[[9, 10]]	[9, 10, 海屋添筹]
珊瑚作枝叶作玉，海人添筹出海屋。	海屋添筹	1	[[10, 11]]	[10, 11, 海屋添筹]
樽倾倒，看海屋筹添，旭日云高。	海屋添筹	1	[[5, 8]]	[5, 6, 7, 8, 海屋添筹]
庄庭椿老枝偏盛，海屋筹添数倍增，看来年渭水风云庆。	海屋添筹	1	[[8, 11]]	[8, 9, 10, 11, 海屋添筹]
松鹤盈庭，十筹海屋能延客；兵戈满眼，三箭天山可破胡。	海屋添筹; 三箭定天山	2	[[7, 8], [18, 21]]	[7, 8, 海屋添筹]; [18, 19, 20, 21, 三箭定天山]
还羡他，寿算筹添海屋高。	海屋添筹	1	[[6, 9]]	[6, 7, 8, 9, 海屋添筹]
庄庭椿老枝偏盛，海屋筹添数倍增。	海屋添筹	1	[[8, 11]]	[8, 9, 10, 11, 海屋添筹]
愿筹添海屋，算跻冈陵。	海屋添筹	1	[[1, 3]]	[1, 2, 3, 海屋添筹]
北斗摇辉，指灵云于海屋。	海屋添筹	1	[[9, 10]]	[9, 10, 海屋添筹]
虽云涣解保无忧，也要世身爻有气。	涣然冰释	1	[[2, 3]]	[2, 3, 涣然冰释]
小便赤濇心腹胀满因疮疹伏热在胃，则中有所隔，上则心火不降故小便赤，下则阴气不能升故为心腹胀满，董氏紫草散发出其毒，胃中热散，自然冰释。	涣然冰释	1	[[64, 65]]	[64, 65, 涣然冰释]
虚寒者，苔黑而松，加桂附五味子，则焦黑刺肿，涣若冰释，此皆予所屡见，用前法屡效，亲信无疑，故敢附笔于此。	涣然冰释	1	[[22, 25]]	[22, 23, 24, 25, 涣然冰释]
观此而温与热之名义，涣然冰释矣。	涣然冰释	1	[[10, 13]]	[10, 11, 12, 13, 涣然冰释]
噬嗑明夷被杖笞，屯蒙大壮遭囚系，虽云涣解保无由，也要世身爻有气。	涣然冰释	1	[[18, 19]]	[18, 19, 涣然冰释]
六冲曰战斗，得官空而冰释，六合曰处和，见官旺而株牵也。	涣然冰释	1	[[10, 11]]	[10, 11, 涣然冰释]
此体用两冥，至肾气独沉宣水之用，即所以辅水之体，内外合邪，泮然冰释矣。	涣然冰释	1	[[31, 32]]	[31, 32, 涣然冰释]
三阴伤寒，寒证十居七八，若温暑但一于热耳，后人误为通治，遂疑诸热剂不敢用，是未悟仲景立麻黄、桂枝汤之有所主，有其时矣，苟知非治温暑之剂，则群疑冰释矣。	涣然冰释	1	[[71, 72]]	[71, 72, 涣然冰释]
如或恕其狂愚，贬示可否，使积年之疑一旦冰释，则鄙人之幸大矣，非所敢望也。	涣然冰释	1	[[19, 20]]	[19, 20, 涣然冰释]
涸鲋常思水，惊飞每失林。	涸辙之鲋	1	[[0, 1]]	[0, 1, 涸辙之鲋]
至今涸鲋容泥滓，祗有轻鸥自往还。	涸辙之鲋	1	[[2, 3]]	[2, 3, 涸辙之鲋]
情欣同啖蔗，志适胜爬瘙。	渐入佳境	1	[[3, 4]]	[3, 4, 渐入佳境]
啖蔗只应佳境近，解袍那想故人无。	渐入佳境	1	[[0, 1]]	[0, 1, 渐入佳境]
啖蔗逢佳境，留环获异财。	渐入佳境	1	[[0, 1]]	[0, 1, 渐入佳境]
若未能断绝腥膻，且先，应市买见物，不加亲杀，亦免大愆，积养慈心，渐入佳境。	渐入佳境	1	[[32, 35]]	[32, 33, 34, 35, 渐入佳境]
但必以轻微淡远隐隐流布，方是渐入佳境。	渐入佳境	1	[[14, 17]]	[14, 15, 16, 17, 渐入佳境]
短句示张澹余作诗如啖蔗，节节耐咀嚼。	渐入佳境	1	[[9, 10]]	[9, 10, 渐入佳境]
吾谓人才著书，不应取法于造物，当秋冬其始，而春夏其终，则是能以蔗境行文，而免于江淹才尽之诮矣。	渐入佳境; 江淹梦笔	2	[[31, 32], [39, 42]]	[31, 32, 渐入佳境]; [39, 40, 41, 42, 江淹梦笔]
味言喜啖蔗，秀句嫌催租。	渐入佳境; 满城风雨	2	[[3, 4], [9, 10]]	[3, 4, 渐入佳境]; [9, 10, 满城风雨]
茶枪早翠吟魂适，蔗境馀佳渴肺知。	渐入佳境	1	[[8, 9]]	[8, 9, 渐入佳境]
渐佳如蔗尾，薄险似羊肠。	渐入佳境	1	[[3, 4]]	[3, 4, 渐入佳境]
何况先生八十，蔗境美如饴。	渐入佳境	1	[[7, 8]]	[7, 8, 渐入佳境]
如蔗倒餐，佳增岂能遽至；如瓜落蒂，熟期须待自然。	渐入佳境	1	[[1, 3]]	[1, 2, 3, 渐入佳境]
节之以岑牟金石渔阳挝，和之以大江东去铜琵琶。	渔阳掺挝; 铁板铜琶	2	[[7, 9], [18, 20]]	[7, 8, 9, 渔阳掺挝]; [18, 19, 20, 铁板铜琶]
声烦《广陵散》，杵急《渔阳掺》。	渔阳掺挝; 广陵散	2	[[11, 13], [3, 5]]	[11, 12, 13, 渔阳掺挝]; [3, 4, 5, 广陵散]
《玉树》难谐拍，《渔阳》不辨挝。	渔阳掺挝; 玉树后庭花	2	[[9, 10], [1, 2]]	[9, 10, 渔阳掺挝]; [1, 2, 玉树后庭花]
忽然更作《渔阳掺》，黄云萧条白日暗。	渔阳掺挝	1	[[5, 7]]	[5, 6, 7, 渔阳掺挝]
疵疠不生民气乐，河无渡虎山无豺。	渡虎	1	[[10, 11]]	[10, 11, 渡虎]
循良渡虎迹，神武射蛟游。	渡虎	1	[[2, 3]]	[2, 3, 渡虎]
出牧历三郡，所居猛兽奔。	渡虎	1	[[8, 10]]	[8, 9, 10, 渡虎]
孝等既望长欢扇枕，永保温清，岂谓积善无依，属斯凶咎，于是砻石命笔，请余制词，纪已往之微猷，虑陵谷之更变，将来之美，篆而刊焉。	温席扇枕	1	[[6, 7]]	[6, 7, 温席扇枕]
至如温床扇席，灌树负土，时或加人，咸为度俗，今书赵琰等以《孝感》为目焉。	温席扇枕	1	[[2, 5]]	[2, 3, 4, 5, 温席扇枕]
惟期未温席，归去纂家声。	温席扇枕	1	[[3, 4]]	[3, 4, 温席扇枕]
终哀全生，先王明轨，岂有去缣纩，撤温席，以此悲号，得终其孝性邪？	温席扇枕	1	[[17, 18]]	[17, 18, 温席扇枕]
晋西河人王延，事亲色养，夏则扇枕席，冬则以身温被，隆冬盛寒，体无全衣，而亲极滋味。	温席扇枕; 温席扇枕	2	[[14, 16], [22, 23]]	[14, 15, 16, 温席扇枕]; [22, 23, 温席扇枕]
牵衣男女绕太白，扇枕郎君烦阿香。	温席扇枕	1	[[8, 9]]	[8, 9, 温席扇枕]
静之充侍，须崇扇枕之方；顺乃从征，宜著横戈之绩。	温席扇枕	1	[[7, 8]]	[7, 8, 温席扇枕]
子之承亲，温席扇枕；子之友悌，同舆共寝。	温席扇枕	1	[[5, 8]]	[5, 6, 7, 8, 温席扇枕]
网今开傅燮，书旧识黄香。	温席扇枕	1	[[9, 10]]	[9, 10, 温席扇枕]
奈怱怱欲唱《渭城三叠》，归去道塲山下路，也应瘦了丹枫叶。	渭城	1	[[6, 9]]	[6, 7, 8, 9, 渭城]
大壮。太公避纣，七十隐处。	渭滨垂钓	1	[[3, 4]]	[3, 4, 渭滨垂钓]
太公年八十遇文王田猎，后封于齐，故曰老赖其庆。	渭滨垂钓	1	[[0, 1]]	[0, 1, 渭滨垂钓]
伏震为德，坎为慕，此似言太公八十归周也。	渭滨垂钓	1	[[12, 13]]	[12, 13, 渭滨垂钓]
﹝汲县﹞城北三十里，有太公泉。泉上又有太公庙。庙侧高林秀木，翘楚竞茂，相传云太公之故居也。	渭滨垂钓	1	[[11, 12]]	[11, 12, 渭滨垂钓]
如棠名既误，钓渭日徒消。	渭滨垂钓	1	[[6, 7]]	[6, 7, 渭滨垂钓]
相君高节崔嵬，是此处耕岩与钓溪。	谷口子真	1	[[10, 11]]	[10, 11, 谷口子真]
冰夷击鼓急响停，湘妃奏曲繁声歇。	湘妃竹	1	[[8, 9]]	[8, 9, 湘妃竹]
有如樗栎丛中木，忽然化作潇湘竹。	湘妃竹	1	[[12, 14]]	[12, 13, 14, 湘妃竹]
儿女此情同，往事朦胧，湘娥竹上泪痕浓，舜目重瞳堪痛恨，羽亦重瞳。	湘妃竹	1	[[11, 13]]	[11, 12, 13, 湘妃竹]
王氏复为一篇以喻之曰：楚竹燕歌动画梁，春兰重换舞衣裳。	湘妃竹	1	[[11, 12]]	[11, 12, 湘妃竹]
刻文苍玖，记思筠斑。	湘妃竹	1	[[7, 8]]	[7, 8, 湘妃竹]
遗藁不为他日计，佳城尚及此丘藏。	滕公佳城	1	[[8, 9]]	[8, 9, 滕公佳城]
厚德今谁在，佳城惨欲扃。	滕公佳城	1	[[6, 7]]	[6, 7, 滕公佳城]
如何开济手，寂寞向佳城。	滕公佳城	1	[[9, 10]]	[9, 10, 滕公佳城]
鸟为伤贾傅，马立葬滕公。	滕公佳城	1	[[6, 10]]	[6, 7, 8, 9, 10, 滕公佳城]
悲风吹白杨，佳城兹久闭。	滕公佳城	1	[[6, 7]]	[6, 7, 滕公佳城]
素封之家，妄求吉壤，月宕岁延，有一再传而停柩于堂、厝棺于野者，甚或改卜佳城，屡屡迁掘，没者不宁，生者不顺，不知古来发祥大地，其子孙未尝人人富贵。	滕公佳城	1	[[35, 36]]	[35, 36, 滕公佳城]
青春闭佳城，荣华竟消歇。	滕公佳城	1	[[3, 4]]	[3, 4, 滕公佳城]
吞下其来龙势直落斜，摆屈睁受，穴法宜吞入，开井以聚真气，后应其乐，前迎其朝，此乃大富不绝佳城也。	滕公佳城	1	[[44, 45]]	[44, 45, 滕公佳城]
佳城白日掩，从此即千年。	滕公佳城	1	[[0, 1]]	[0, 1, 滕公佳城]
只愁风雨重阳，思君不见令人老。	满城风雨	1	[[2, 5]]	[2, 3, 4, 5, 满城风雨]
弟本拟重九前赴馆，不意满城风雨，黄菊留人；以故佩得茱萸，始获就道。	满城风雨	1	[[11, 14]]	[11, 12, 13, 14, 满城风雨]
盛府主宾具好事，满城风雨苦吟诗。	满城风雨	1	[[8, 11]]	[8, 9, 10, 11, 满城风雨]
