sentence	variation_number	allusion	allusion_index
兵法称：有石城汤池、带甲百万而无粟者，不能守也。	1	金城汤池	[[5, 9]]
金张门第贾生年，佳句吹来宛似仙。	1	金张许史	[[0, 4]]
送王兰泉先生归里莼鲈归思满吴淞，渺渺江云隔几重。	1	莼羹鲈脍	[[8, 11]]
飞龙虚出骨，虓虎正争嗥。灼灼东门眼，奔腾欲化涛。	1	伍胥抉目	[[14, 17]]
但这种东西，在今天看来，和南北朝时代的四六骈文，明清时代的八股文，其实是难兄难弟。	1	难兄难弟	[[36, 40]]
江山不尽新亭泪，天地长县即墨心。	1	新亭对泣	[[4, 7]]
拟盐吟旧句，授简慕前规。	1	咏絮	[[0, 2]]
帆樯万里输鲛织，楼阁三秋吐蜃云。	1	鲛人泣珠	[[5, 7]]
等瑶池、侍宴夜归时，骑箕翼。	1	骑箕尾	[[10, 13]]
百年应自慰，常见舞衣斑。	1	老莱娱亲	[[8, 11]]
炼丹文武火未成，卖药贩履俱逃名。	1	韩康卖药	[[8, 10]]
堪叹故君成杜宇，可能先主是真龙。	1	非池中物	[[10, 15]]
看笼不记薰龙脑，咏扇空曾秃鼠须。	1	班姬咏扇	[[8, 10]]
造物用深文，夜半多有力。	2	藏舟去壑, 藏舟去壑	[[6, 8], [9, 11]]
余自来上都，寓谒舍，化衣京洛，穿履金门者，再见春矣。	2	京洛尘, 京洛尘	[[10, 12], [-1, 1]]
看槐国功名，有如戏剧;竹林宴赏，便似神仙。	1	竹林七贤	[[11, 15]]
文天祥山中再次胡德昭韵不将颜色汗黄金，落得灞桥驴上吟。	1	骑驴索句	[[21, 25]]
望咫尺青天，那有个瑶池女使，偷递情笺?	1	青鸟使	[[9, 13]]
余读其辞，盖有隐居之致，而有感于昔之人发愤伉志，争功名于万里之外，乃至白头顾念，忽有首丘依风之感。	1	狐死首丘	[[42, 46]]
虽倚门献笑，为名教所非宜;而惜旅怜鳏，亦圣王所不废。	1	倚市门	[[1, 5]]
最后险绝博浪椎，副车一击声如雷。	3	博浪飞椎, 博浪飞椎, 博浪飞椎	[[4, 6], [8, 9], [10, 11]]
〔崔寔〕建宁中病卒，家徒四壁立，无以殡敛。	2	家徒四壁, 家徒四壁	[[10, 12], [13, 15]]
筑室，何以南何北，禾黍不获君何食？	1	黍离愁	[[9, 10]]
淡淡胭脂，似退向、景阳鸳石。	1	景阳井	[[9, 13]]
金鹅别馆宜先客，控鲤琴高住应得。	1	琴高乘鲤	[[8, 12]]
吊古空悲周社屋，唾骂周民不爱国；当日更无焚券人，图书彝鼎忍归秦。	1	冯谖市义	[[20, 21]]
贝锦作而屈子沉忠沦于鱼，谗嫉兴而伯奇死孝杀手峰。	1	贝萋	[[0, 1]]
记离时，都门击筑，汉皋赌酒。	1	燕市悲歌	[[6, 8]]
倚玉难藏拙，吹竽久混真。	1	蒹葭玉树	[[0, 2]]
又代旧姬有怨诗曰：宁为万里隔，乍作死生离，那堪眼前见，故爱逐新移，未展春花落，遽被凉风吹，怨黛舒还敛，啼红拭复垂，谁能巧为赋，黄金妾不赀。	1	玉壶盛泪	[[51, 52]]
况海内知交，嵇锻王琴，多化为异物。	2	嵇康锻, 人琴俱亡	[[6, 7], [8, 9]]
童儿待郭伋，竹马空迟留。	1	竹马交迎	[[0, 4]]
智聚文渊米，心同谢傅棋。	1	围棋赌墅	[[8, 10]]
前度刘郎重来访，玄都燕麦。	1	前度刘郎	[[0, 4]]
霜雪不飞无翠竹，鲸鲵犹在有青萍。三千九万平生事，却恨《南华》说北溟。	1	鲲鹏展翅	[[16, 20]]
昼则旗幡相续，夜则钲鼓相应，以张形势，贼见必惧，望尘而退。	1	望尘莫及	[[24, 25]]
忽秋月入房报曰：“刘郎归矣，现来在花下，潜待小姐出来。	1	前度刘郎	[[9, 11]]
输与仙都老居士，一帘山雨听鹅经。	1	换鹅书	[[13, 15]]
叔父朱门贵，郎君玉树高。	1	谢庭兰玉	[[8, 10]]
多惭击壤曲，何以答尧聪。	1	击壤歌	[[2, 5]]
吕望当年展庙谟，直钩钓国更谁知?	1	渭滨垂钓	[[8, 12]]
八张机，回文知是阿谁诗?	2	织锦回文, 织锦回文	[[4, 6], [10, 11]]
桥边孺子如妇人，博浪沙中铁椎吼。	2	博浪飞椎, 博浪飞椎	[[8, 10], [12, 15]]
俗异邻鲛室，朋来坐马鞯。	1	鲛人泣珠	[[3, 5]]
不知即入宫中井，犹自听吹《玉树花》。	1	玉树后庭花	[[13, 16]]
公孙剑气太熠耀，宜僚丸弄争须臾。	1	宜僚弄丸	[[8, 12]]
黑蚁常翻鲁壁简，瘦蛟时落越溪藤。	1	孔壁遗文	[[4, 7]]
玉鞭重倚。却沉吟未上，又萦离思。为大乔、能拨春风，小乔妙移筝，雁啼秋水。	2	二乔, 二乔	[[17, 19], [25, 27]]
自甘泉通水，细柳屯兵，旁带戎臣，颇同疆埸。	1	细柳营	[[6, 7]]
飞梅和雪洒林梢，花落春颠倒，驴背敲诗暮寒峭。	1	推敲	[[14, 18]]
断袖分桃无事无，缠头一曲千明珠。	1	断袖癖	[[0, 3]]
甲第开金穴，荣期乐自多。	1	荣公三乐	[[6, 11]]
袁闻蔡已至日本，乃拊膝而叹曰：悔不早扑杀此獠也。	1	扑杀此獠	[[18, 21]]
眠牛胜地，兆永继于公侯;吊鹤殊祥，事更传于简册。	1	吊鹤	[[12, 14]]
为云为龙将翱翔，担簦跨马毋相忘。	1	乘车戴笠	[[8, 12]]
寒谷漫劳邹氏律，长天独遇宋都风。	1	邹衍吹律	[[4, 7]]
荷心宜露泫，竹径重风来；鱼潜疑刻石，沙暗似沉灰。	1	昆明灰	[[21, 22]]
故公孟季子衣绣而见，墨子弗攻;中山子牟心在魏阙，而詹子不距。	1	子牟恋魏阙	[[19, 23]]
盖左右亦知投鼠忌器，恐触慈禧之怒也。	1	投鼠忌器	[[5, 8]]
劫余仍遣同舟济，揽辔中原共死生。	1	揽辔澄清	[[8, 12]]
郢中吟《白雪》，梁上绕飞尘。	2	馀音绕梁, 馀音绕梁	[[-1, 1], [11, 13]]
直至方瞳年，岩电常晶荧。	1	方瞳翁	[[2, 5]]
桑海讵难干，杞天亦可堕。	2	杞人忧天, 杞人忧天	[[6, 8], [10, 11]]
知见众集已，天人龙听法，人中最胜王，吐宣八正语。	1	龙听法	[[8, 10]]
鸡群与处曾非辱，鹏路将翔孰谓荣?	1	鹤立鸡群	[[0, 2]]
若是你走阴山命不佳，俺拼了坏长城哭向他。	1	杞妇崩城	[[13, 16]]
东陵出于秦谷，桂髓起于巫山。	1	东陵瓜	[[0, 2]]
珠玉照乘光，冰莹环坐热。	1	魏车委照	[[0, 4]]
悲作楚地囚，何由秦庭哭?	1	南冠楚囚	[[2, 5]]
犬骄鹰俊马蹄快，狡穴未尽须穷追。	1	狡兔三窟	[[8, 10]]
乞食王孙，吹箫公子，也受穷途厄。	1	吴市吹箫	[[5, 9]]
穆王八骏天马驹，后人爱之写为图。	1	穆王八骏	[[0, 4]]
左右佩金章，闭闱草《太玄》。	2	草太玄, 草太玄	[[8, 9], [10, 12]]
出笼鸾鹤归辽海，落笔龙蛇满坏墙。	1	辽东鹤	[[4, 7]]
勒铭燕然，以博取斗大悬肘之印。	1	勒铭燕然	[[0, 4]]
夸父逐羲和，渴死大道边。	1	夸父逐日	[[0, 5]]
睢阳在尔之东，张巡效忠之诚尚在;夷门在尔之境，侯嬴报恩之迹犹存。	1	张巡嚼齿	[[7, 11]]
冶长非罪曾缧絏，长孺然灰也经溺。	1	死灰复燃	[[8, 12]]
上客欢难似，中山醉不如。	1	千日酒	[[6, 9]]
乍闻唳鹤，健儿罢唱从军乐。	1	风声鹤唳	[[2, 4]]
挂帙安牛角，担囊逐马蹄。	1	牛角挂书	[[0, 4]]
璧联珠灿，轮映阶平。	1	珠连璧合	[[0, 2]]
纵使吴门展悬眼，麟伤凤死恨犹深。	1	伍胥抉目	[[5, 7]]
青鸾喜，雀屏中目取红丝。	1	锦屏射雀	[[4, 8]]
相如曾作凤兮吟，昔被文君会此音。	1	琴挑文君	[[4, 7]]
要将莱彩欢亲意，且戴儒冠尽子情。	1	老莱娱亲	[[2, 4]]
赵戏之曰：‘君倘垂意，当作冰斧。’王怃然曰：‘此念所不敢存。’	1	冰人	[[13, 15]]
近黄公酒垆，诵坡仙乐府，直吃到月转垂杨树。	1	黄公酒垆	[[1, 5]]
易水行时虹贯日，扶馀王后气成云，此局未输君。	1	白虹贯日	[[4, 7]]
怪鸟啾啾鸣未了，被天公、捉在樊笼里。这一错，铁难铸。	1	铸成大错	[[22, 25]]
屈子问天天漫漫，邹衍吹律律更寒。	1	邹衍吹律	[[8, 12]]
书生识字亦聊尔，莫作扬雄老投阁。	2	扬雄投阁, 扬雄投阁	[[10, 12], [13, 15]]
不负秦楼约，安知汉狱囚。	1	乘鸾	[[2, 3]]
鹿门携不遂，雁足系难期。	1	雁足书	[[6, 9]]
望之曰：将军体周召之德，秉公绰之质，有卞庄之威，至乎耳顺之年，履折冲之位，号至将军，诚士之高致也。	1	折冲樽俎	[[32, 33]]
士生抱倜傥特达之才，一旦激于义烈，奋罔顾身，名垂宇宙，而其呕心之所着述，曾不克留后来者之一目。	1	锦囊佳句	[[29, 30]]
出入甚畏贼风加。拴定心猿意马。独怕冷风灌目，肾虚补药为佳。	1	心猿意马	[[10, 13]]
鞋儿脚上刚三寸，袅袅玉奴妆。	1	梅花妆	[[10, 13]]
春正月，郊野尚寒，引诸幕寮，饯朝客于折柳亭。	1	灞桥	[[18, 19]]
宫中夜夜泣寒雨，幽咽悲啼作人语。燃犀莫照玉镜台，买丝难系蓝桥杵。	1	蓝桥	[[28, 31]]
宽猛相济，弦韦适中。	1	韦弦	[[5, 7]]
维赠诗云：“屏风误点惑孙郎，团扇草书惊内史。	1	屏风误点	[[6, 9]]
西过获麟台，为我吊孔丘。	1	绝麟	[[2, 5]]
万里难为徐穉吊，一编重检蜀州诗。	1	炙鸡渍酒	[[4, 7]]
《送赵十七明府知县》：山雉迎舟楫，江花报邑人。	1	鲁恭驯雉	[[11, 13]]
早成就袁彦伯万言倚马，又安排潘安仁一县栽花。	1	河阳一县花	[[17, 21]]
盖直中伤寒，阴气将除，一阳来复，间由此而遂瘥者，故云。	1	一阳生	[[11, 14]]
隧铭书不尽，归泣岘山碑。	1	堕泪碑	[[8, 10]]
杜陵解印，时卖故侯之瓜;彭泽无官，讵有公田之秫?	1	陶令秫	[[19, 23]]
分虎名高初命相，攀龙迹下愧登门。	1	分虎竹	[[0, 2]]
江娥啼竹素女愁，李凭中国弹箜篌。	2	素女弦, 湘妃竹	[[4, 6], [0, 3]]
王庄毅尝曰：士当希朱云、汲黯，安能局促效辕下驹？	1	辕下驹	[[20, 22]]
宓氏弹鸣琴，言游亦弦歌。	2	武城弦, 武城弦	[[6, 8], [9, 11]]
方今朝廷正在整饬文风……拔取真才，若止靠着才气，摭些陈言，便不好滥竽充数了。	1	滥竽充数	[[32, 36]]
爱客相寻，鸡谈满席。	1	谈鸡	[[5, 6]]
况经秦火之残文，世本稀少。	1	焚书坑儒	[[2, 3]]
逸少笼鹅帖，支郎放鹤亭。	1	换鹅书	[[2, 5]]
西山见一女妖行走稍缓，因尾其后，一步一趋。	1	亦步亦趋	[[16, 19]]
岂应成季勋无后，亦恐田横客笑人。	1	田横岛	[[10, 12]]
缑山仙子，高情云渺，不学痴牛呆女。	1	王乔控鹤	[[0, 4]]
我爱鉴湖水，明如照胆铜。	1	秦庭朗镜	[[8, 11]]
将军帐下来从客，小邑弹琴不易逢。	1	鸣琴化治	[[8, 12]]
五树旌封许岁寒，挽柯攀叶也无端。	1	大夫松	[[0, 4]]
韩信乞饭，傅说版筑，子牙垂钓。	1	一饭千金	[[0, 4]]
青牛西去缑鹤杳，独立苍茫万古春。	1	王乔控鹤	[[4, 6]]
小酌酒巡销永夜，大开口笑送残年。	1	开口笑	[[9, 11]]
仙人收箭云归浦，道士开笼月满天。	1	郑公风	[[0, 4]]
〔宝玉〕因又自笑道：‘若真也葬花，可谓东施效颦了;不但不为新奇，而且更是可厌。’	1	东施效颦	[[19, 23]]
褒德符新换，怀仁道并遮。	1	借寇恂	[[6, 11]]
一笴能下聊城，算不如呵手，试拈梅朵。	2	一箭下聊城, 一箭下聊城	[[0, 2], [3, 6]]
风烟匝地，车马如龙。	1	车水马龙	[[5, 9]]
荷盛鲛客泪，蔓濯野人缨。	1	鲛人泣珠	[[2, 5]]
青天白日心常在，附骥攀龙志未摧。	1	攀龙附凤	[[8, 12]]
得宝浑惊探骊颔，换金当复售鸡林。	1	诗入鸡林	[[13, 14]]
我提到案下问时，那罗荣统呆似木鸡，一句话也说不出来。	1	纪渻木鸡	[[12, 16]]
慵追万里骑鲸客，且伴千年化鹤仙。	1	辽东鹤	[[12, 15]]
群花自合知羞耻，莫对西施更斆颦。	1	东施效颦	[[13, 15]]
圜凿而方枘兮，吾固知其龃龉而难入。	2	方枘圆凿, 方枘圆凿	[[0, 1], [3, 4]]
如何不二名，乃为女子知。	1	韩康卖药	[[2, 5]]
栗里溪山晋处士，桐江风月汉狂奴。	1	狂奴故态	[[12, 15]]
知君未爱春湖色，兴在骊驹白玉珂。	1	歌骊驹	[[10, 11]]
三发定边归，箙中休满插。	1	三箭定天山	[[0, 4]]
同沾小雨润，窃仰《大风》诗。	2	大风歌, 大风歌	[[9, 11], [12, 13]]
愁蕴结，心似裂，孤飞两处风与雪，肠断《骊驹》声惨切。	1	歌骊驹	[[19, 21]]
紫鸳等辈难为侣，无题千金买笔亦何妨，裘马沽来亦可狂。	1	乘肥衣轻	[[18, 19]]
兴逸何妨寻剡客，唱高还肯寄巴人。	1	曲高和寡	[[13, 15]]
朝餐苜蓿，宁甘藿食之贫;夜烛青藜，敢愧熊丸之教。	1	青藜照阁	[[12, 16]]
谁知北海吞毡日，不爱英雄爱美人。	1	苏武节	[[4, 6]]
无言独坐南斋，好唤取芳尊相对开……无用千金，休悬六印，荆棘谁能满地栽?	1	苏秦六印	[[23, 26]]
万物错陈于吾前：凫短鹤长，绳直钩曲，尧仁桀暴，夷廉跖贪。	1	断鹤续凫	[[8, 11]]
谢庭玉树，乍临风摇曳，乌衣巷里。	1	谢庭兰玉	[[0, 4]]
我新丧偶，尚未续弦，令正既是嫁人，何不与我成婚?	1	琴瑟	[[7, 9]]
何时黄金盘，一斛荐槟榔?	1	一斛贮槟榔	[[6, 11]]
男子不敢犯分以求，而荆妇心欲其夫转以为请，此于理宜可许也，愿便得之为祷。	1	荆钗布裙	[[10, 12]]
梅花成雪岭，橘树当家僮。	1	千头木奴	[[6, 11]]
果痔木痈除物害，尻舆神马得天全。	1	尻轮神马	[[8, 12]]
不龟且可封，拍张亦高位。	1	不龟手药	[[0, 2]]
门前悬矢日，堂上捧樽时。	1	悬弧射矢	[[2, 4]]
验先朝牒状，红泥出印床，无奈鹊巢鸠占，不认关防。	1	鸠居鹊巢	[[14, 18]]
燉煌公至盩厔，所过诸县及诸贼界，莫不风驰草靡，裹粮卷甲，唯命是从。	1	风行草偃	[[18, 22]]
误将瑕指玉，遂使谤消金。	1	众口铄金	[[8, 11]]
秋霜不惜人，倏忽侵蒲柳。	1	蒲柳姿	[[9, 11]]
蟾逃兔遁漠无踪，璧陨珠沉一何疾!	1	玉兔	[[0, 4]]
入幕来南，筹边如北，翻覆手高来去棋。	1	翻云覆雨	[[10, 12]]
珠履三千醉不欢，玉人犹苦夜冰寒。	1	三千珠履客	[[0, 4]]
龙珠在颔，鲛珠在皮，蛇珠在口，鳖珠在足，鱼珠在目，蚌珠在腹。	3	鲛人泣珠, 探骊得珠, 隋侯之珠	[[5, 6], [0, 1], [10, 11]]
上客何须起，为待绝缨时。	1	绝缨	[[8, 9]]
中垒父子，奕叶青缃。	1	青箱传学	[[7, 8]]
真龙竟寂寞，土梗空俯偻。	1	土梗	[[6, 7]]
若葛卢闻牛鸣，知其三子为牺；师旷吹律，知南风不竞，楚师必败；羊舌母听闻儿啼而知其丧家。	1	邹衍吹律	[[16, 17]]
尔既不材，吾亦不材，胡为乎人间徘徊?	1	木雁	[[2, 4]]
念昔罹忧患，唯君共苦辛。漂流数千里，会合十余旬。各闵伤弓翼，卿同煦沫鳞。谁知公冶罪，众笑伯龙贫。	1	公冶非罪	[[38, 41]]
太宗尝谓房玄龄曰：‘萧瑀大业之日，进谏隋主，出为河池郡守。应遭剖心之祸，翻见太平之日。北叟失马，事亦难常。’	1	塞翁失马	[[43, 47]]
洛下仙舟不可寻，长因秋水忆横襟。	1	李郭同舟	[[0, 4]]
子动刑冲世者，直臣撄鳞也。	1	犯鳞	[[9, 10]]
似闻有老眼，能作荐鹗书。	1	荐鹗	[[8, 10]]
登上科者，高步于龙门;落下第者，退飞于鹢路。	2	六鹢风, 六鹢风	[[16, 18], [19, 21]]
原鸰奕奕，沼雁驯驯。	1	鹡鸰在原	[[0, 1]]
岂但搢绅称召杜，故多扶杖祝彭聃。	1	召父杜母	[[5, 7]]
始知云雨峡，忽尽下牢边。	1	巫山云雨	[[2, 5]]
折步教人学，偷香与客熏。	1	孙寿愁眉	[[0, 2]]
旁有葛仙翁笑道：‘猴子何前倨后恭?’	1	苏秦六印	[[12, 16]]
九仞一篑，殿下宁不自爱乎?	1	功亏一篑	[[0, 4]]
鲁酒不忘忧，齐竽奈何许。	2	鲁酒薄而邯郸围, 滥竽充数	[[0, 1], [6, 7]]
舟回剡曲缘何事，剑合延平在几时?	1	丰城剑气	[[8, 12]]
洛浦凌波，汉皋捐珮，想像冰肌映玉颜。	1	汉皋解佩	[[5, 9]]
海客欢呼土民怨，债台高筑与天平。	1	逃债台	[[8, 11]]
往事悲淘浪，高文压选台；相如消渴甚，附骥好追陪。	1	蝇随骥尾	[[18, 19]]
明代少知己，夜光频暗投。迍邅终薄命，动息尽穷愁……双垂素丝泪，几敝皂貂裘。	1	墨子悲染丝	[[27, 30]]
世随渔父醉，身效接舆狂。	1	接舆歌凤	[[8, 11]]
那知杨柳风流，柳犹如此，更休道少年张绪。	1	张绪风流	[[15, 19]]
人工胜则天趣减，梅、梦窗自不能不让白石出一头地。	1	放他头地出	[[20, 23]]
室如悬罄待遗秉，大腹便便乃空洞。	1	孝先便腹	[[8, 12]]
落鹏翼于半霄，负天之力莫展;顿龙媒于局路，追风之势斯毕。	1	鲲鹏展翅	[[1, 3]]
昔作弃𦈡生，几遭关吏诘。	1	终军弃𦈡	[[2, 4]]
把一枝色笔，掷还郭璞;些儿残锦，回乞天孙。	1	江淹梦笔	[[3, 5]]
君如此多疑，以为可，则进，不可，则否，余不能误人性命，急拂衣而起。	1	拂衣	[[28, 29]]
不知一盏临邛酒，救得相如渴病无?	1	相如病渴	[[10, 14]]
事等琴桐爨，形惭社栎全。	1	焦尾琴	[[2, 5]]
最怜常熟令，椟韫不尽施。	1	韫椟待价	[[6, 7]]
未几而逆珰擅命，时事大变，继以潢池之扰，而朝野不靖盖累年云。	1	弄兵潢池	[[15, 16]]
初，上人在吴兴居何山，与昼公为侣，时予方以两髦执笔砚，陪其吟咏，皆曰：‘孺子可教。’	1	圯桥进履	[[36, 40]]
凭将寄语词林老，风雨重阳又近来。	1	满城风雨	[[8, 12]]
玉质幼彰，金声夙振。	1	金声玉振	[[5, 8]]
游侠长安中，置驿过新丰。系钟蒲璧磬，鸣弦杨叶弓。	1	百步穿杨	[[20, 23]]
无言息妫怨，有泪舜娥悲。	1	湘妃竹	[[8, 11]]
一句弥陀出虎溪，宗风广布四方知。	1	虎溪相送	[[5, 6]]
枕戈饮胆，扣心泣血。	1	卧薪尝胆	[[2, 4]]
文王举太公于渭滨者，贵之也。	1	渭滨垂钓	[[3, 5]]
白云行处应垂泪，黄犬归时早寄书。	2	黄耳传书, 黄耳传书	[[8, 10], [13, 15]]
来伴孙郎小燕，临风为舞霓裳。	1	霓裳羽衣曲	[[10, 12]]
五斗折腰惭仆妾，几年合眼梦乡闾。	1	不为五斗米折腰	[[0, 4]]
相逢既若旧，忧来伤人，片言代纻缟。	1	缟纻	[[14, 16]]
席有嘉宾樽有酒，车如流水马如龙。	1	车水马龙	[[8, 14]]
石后入禁中，被火焚，绛人潘师旦取阁本再摹，藏于家，为绛本。	1	绛县老人	[[10, 11]]
又对夫人道：“自你谪后，西王母前弹云絪的暂借董双成，如今依旧该是你去弹了。”	1	西王母	[[12, 14]]
潘鱼从此隔，陈凤宛然飞。	1	卜凤	[[6, 11]]
白马高谭去，青牛真气来。	1	紫气东来	[[6, 10]]
萧贲、刘灵、刘孝先，并文学已外，复佳此法。	1	刘伶好酒	[[3, 4]]
绮陌南头。记歌名宛转，乡号温柔。	1	温柔乡	[[11, 15]]
想刺股悬头去读书，则我这当也波初。	1	悬梁刺股	[[1, 5]]
脂车艰蜀道，洗甲少银河。	1	洗兵	[[6, 7]]
贾谊所谓「掷鼠忌器」，盖谓此也。	1	投鼠忌器	[[5, 8]]
黄公度诗云：“金瓯亲卜比公卿，领取冰衔十日荣。	1	名动金瓯	[[7, 10]]
当是不逞之人，曲为无端之说，遂怀市虎之疑，乃致投杼之惑。	1	曾参杀人	[[23, 27]]
今二君墓木已拱，而玉于、容斋又能起而继其传，吾不知其法之果有合于三君否耶？	1	墓木已拱	[[3, 6]]
东南一隅，半坏于此数人之手，而罚不损其毫毛，彼方拥厚资，挟声色，高卧华屋，面使陛下与二三大臣焦心劳思，可乎？	1	北窗高卧	[[32, 33]]
当时佘老五恋着雁翎，周庸祐也恋着雁翎，各有金屋藏娇之意。	1	金屋藏娇	[[21, 24]]
汉高、汉武两世雄主，不能逾漠扫庭，及宣元不折一矢而呼韩稽首。	1	犁庭扫穴	[[14, 16]]
相如四壁消何物?直要文君典鹔鹴。	1	典鹔鹴裘	[[12, 15]]
新安故人哀我贫，尺素自书五朵云。	1	韦陟五朵云	[[12, 15]]
事先败而后成，曰失之东隅，收之桑榆；事将成而终止，曰为山九仞，功亏一篑。	2	失之东隅，收之桑榆, 失之东隅，收之桑榆	[[8, 11], [13, 16]]
宁知事大谬，举步得狼狈。我已无可言，坠甑难追悔。	1	堕甑	[[18, 20]]
予因此惧，乃搜辑往哲诊治之法，及先君经验之方，汇成歌括，序次成书，庶临病之工，阅而取之，参详审谛，斟酌施治，以收十全之功，幸无得鱼而忘筌也。	1	得鱼忘荃	[[63, 67]]
如今到死得闲处，还有诗赋歌康哉。	1	康哉	[[12, 15]]
心为杀人剑，泪是报恩珠。	1	报恩珠	[[8, 10]]
无酒难供陶令饮，从人皆笑郦生狂。	2	陶令酒, 高阳酒徒	[[4, 6], [12, 14]]
》秋夜怀梅谷客越》真向山阴道上游，曰归何日咏刀头。	1	山阴道上，应接不暇	[[11, 14]]
星环北极，输君长云贽币;鹏变南溟，发边关之导译。	1	鲲鹏展翅	[[12, 16]]
武帝尝指道根示尚书令沈约，美其口不论勋。约曰：‘此陛下之大树将军也!’	1	大树将军	[[28, 32]]
瞎马深池行更怯，浮云苍狗幻弥新。	1	白衣苍狗	[[8, 12]]
紫霄峰下绝韦编，旧隐相如结韈前。	1	韦编三绝	[[4, 6]]
荐枕楚台，吹箫秦苑，未似而今称美。	1	乘鸾	[[5, 9]]
葛立方《卫卿叔自青昫寄诗一卷以饮酒果核殽味烹茶斋戒清修伤时等为题皆纪》自叹杖头无孔方，头上貂蝉乏金黄。	1	孔方兄	[[40, 41]]
乍来不识天颜笑，只道频嘘列缺光。	1	玉女投壶	[[4, 7]]
半面契始终，千金比然诺。	1	半面不忘	[[0, 2]]
愿得你缩地兼程，更教他闻呼疾至。	1	长房缩地	[[3, 7]]
不知掉尾忘江湖，呴呴濡沫胡为乎?	1	相濡以沫	[[8, 12]]
泉室潜织而卷绡，渊客慷慨而泣珠。	1	鲛人泣珠	[[8, 10]]
十角吴牛，千头楚橘，早办收身地。	1	千头木奴	[[5, 9]]
尝笑唐人七夕诗，咏牛郎织女，皆作会别可怜之语，殊失命名本旨。	2	牛郎织女, 牛郎织女	[[4, 5], [9, 12]]
公建隼作牧，褰帷行部，六条斯举，百城咸观。	1	褰帷	[[6, 7]]
青衫老从事，坐稳生髀肉。	1	髀肉复生	[[8, 11]]
黄石履看堕，洪厓肩可拍。	1	圯桥进履	[[0, 3]]
俯仰无情，高歌有恨，四壁萧条久绝弦。	1	家徒四壁	[[10, 14]]
膏血竭于内，边防堕于外，岌岌不可终日。说者谓中国泰否通塞之机，或决于是云。	1	泰否	[[24, 26]]
风摇蜀柹下，日照楚萍开。	1	楚江萍	[[8, 9]]
空馀南陔意，太息北堂冷。	1	南陔	[[2, 4]]
龙梭随振素，獭髓补凝脂。	1	雷化龙梭	[[0, 1]]
未知鱼跃地，空愧《鹿鸣》篇。	1	鱼化龙	[[2, 4]]
历下辞姜被，关西得孟邻。	1	孟母择邻	[[9, 11]]
东坡尝曰：‘渊明诗初看若散缓，熟看有奇句……似大匠运斤，不见斧凿之痕。’	1	郢匠挥斤	[[23, 27]]
清霜倒飞鬼神哭，绣衣使者从天来。	1	绣衣持斧	[[8, 12]]
何须魏帝一丸药，且尽卢仝七碗茶。	1	卢仝七碗茶	[[10, 15]]
欣然具鸡黍，相与论田园。	1	范张鸡黍	[[2, 4]]
只惭燕馆盛，宁觉阮途穷。	1	黄金台	[[2, 4]]
扇风千里泰，车雨九重闻。	1	甘雨随车	[[6, 8]]
而今城东瓜，不记《召南》茇。	1	东陵瓜	[[2, 5]]
记罗浮幽梦浑如昔。有浸眼鲸波，倚云丹壁。	1	罗浮梦	[[1, 5]]
洗兵逢骤雨，送阵出黄云。	1	洗兵	[[0, 2]]
此别不堪分袂苦，何时重听对床声。	1	夜雨对床	[[12, 13]]
未能扶毕卓，犹足舞王戎。	1	瓮间吏部	[[3, 5]]
巴人宁敢和，空此愧游藩。	1	曲高和寡	[[0, 2]]
张载勒铭堪作戒，莫矜函谷一丸封。	1	泥封函谷	[[10, 15]]
且今已乏矣，而方须租入，是犹古人欲决江海以救牛蹄之鱼之类也。	1	涸辙之鲋	[[22, 26]]
按：方枘是笋也，圜凿是孔也。谓工人斫木，以方笋而内之圜孔，不可入也……谓战国之时，仲尼、孟轲以仁义干世主，犹方枘圜凿然。	1	方枘圆凿	[[54, 58]]
自愧三冬学，未窥数仞墙。	1	夫子墙	[[8, 11]]
丛觞祝尧寿，合鼎献汤厨。	1	伊尹荷鼎自进	[[9, 11]]
世人传言，皆以小成大，以非为是……愚公智叟，而像顽称，黄公美女，乃得丑名。	1	愚公移山	[[19, 21]]
咫尺淹留可奈何，东西虚共一姮娥。	1	嫦娥奔月	[[13, 15]]
曾陪公子醉西园，岘首碑前事懒言。	1	杜预沉碑	[[8, 10]]
是以雷解而羲文象德，网开而汤化归仁。	1	网开三面	[[10, 12]]
滇云万里通勾漏，职贡遥遥问乙鸿。	1	越凫楚乙	[[13, 14]]
到后定知人易化，满街棠树有遗风。	2	召公棠, 召公棠	[[10, 12], [13, 15]]
你便要一冲一撞，登时间早将你七擒七纵。	1	七纵七擒	[[14, 18]]
争三十里敢言智，有百万钱难买邻。	1	千万买邻	[[13, 14]]
他有意赠琅玕，谁知被留恋。悲故履，难再还。	1	坠屦	[[13, 16]]
名惭竹使宦情少，路隔桃源归思迷。	1	分虎竹	[[2, 4]]
竹叶美，菊花新，百杯且听绕梁尘。	1	馀音绕梁	[[12, 15]]
玉鞭鞭玉马，戏走章台下。	1	走马章台	[[8, 10]]
涤器当垆情更洽，操舂举案志犹坚。	1	梁鸿赁庑	[[8, 12]]
几度伤怀旧雨，况邻人怨笛吹冷钱江。	1	山阳笛	[[8, 12]]
遽遣离琴怨，多亏半镜明。	1	破镜重圆	[[8, 10]]
怜予久负寒鸥约，魂梦从君碧海天。	1	鸥鹭忘机	[[4, 7]]
