sentence	variation_number	allusion	allusion_index
﹝保寿云：“射虎不真，徒劳没羽？	1	射石饮羽	[[6, 7]]
师云：“射虎不中，徒劳没羽。	1	射石饮羽	[[4, 5]]
师曰：“射虎不真，徒劳没羽。	1	射石饮羽	[[4, 5]]
形似蓝田曾没羽，补如神女漫施功。	1	射石饮羽	[[5, 6]]
﹝远﹞尝猎于莎栅，见石于丛蒲中，以为伏兔，射之而中，镞入寸余。就而视之，乃石也。	1	射石饮羽	[[26, 29]]
昔者楚熊渠子夜行，寝石，以为伏虎，弯弓而射之，没金饮羽。下视，知其为石。	1	射石饮羽	[[23, 26]]
勇敢者不退缩，智谋者能料敌，忠义者能为国而不为家，为君而不为身，所益多矣。	1	将军辞第	[[21, 23]]
本朝武人多能诗本朝武人多能诗，若曹翰句有：「曾经国难穿金甲，不为家贫卖宝刀。	1	将军辞第	[[30, 32]]
端不为家贫，欲尽奴情，愿来苹蘩进。	1	将军辞第	[[1, 3]]
大夫士言公事，不言家事。	1	将军辞第	[[7, 9]]
古之烈士，进不臣君，退不为家，是进则非其君，退则非其亲者也。	1	将军辞第	[[11, 13]]
誓辞甲第金门里，身作长城玉塞中。	1	将军辞第	[[1, 3]]
道归作诗云：「去年今日奉皇华，只为朝廷不为家。	1	将军辞第	[[19, 21]]
卷684_26吴融百尺竿头五两斜，此生何处不为家。	1	百尺竿头	[[9, 12]]
是以圣人处无为之事，行不言之教，万物作焉而不辞。	1	不言之教	[[11, 14]]
《春秋感精符》曰：“朔，日蚀，正臣阴，退后妃，以内过省已：蚀二日者，王侯蕃黜州辅，以暴恣自改，晦日蚀者，正近臣，退素食。	1	尸位素餐	[[57, 58]]
无道艺之业，不晓政治，默坐朝廷，不能言事，故曰尸位。	1	尸位素餐	[[23, 24]]
近而不谏，则尸利也。	1	尸位素餐	[[6, 7]]
太康尸位以逸豫，灭厥德，黎民咸贰。	1	尸位素餐	[[2, 3]]
迩者曹锟以非法行贿，尸位北京。	1	尸位素餐	[[10, 11]]
夫议君者，曰越职行事……今君死，而尸位者存焉，顾无人以越职议君。	1	尸位素餐	[[17, 18]]
臣愿陛下斥素餐，去冗食，抑阉寺，任直臣，薄征弛役，恤隐抚鳏，委宰相以简贤任能，付臣以训兵御侮，则中兴之功，日月可冀。	1	尸位素餐	[[5, 6]]
陛下节俭敦朴，恺悌流惠，而王化未兴者，皆群公卿士不能夙夜在公，以益大化，素餐负乘，秕秽明时之责也。	1	尸位素餐	[[36, 37]]
良缘已属掌书仙，想邂面、无愁邢尹。	1	尹邢避面	[[14, 15]]
从渠一念三千龄，下作人间尹与邢。	1	尹邢避面	[[12, 14]]
战地风云捷足先，尹邢相避又相牵。	1	尹邢避面	[[8, 11]]
王李二夫人病逝，又有尹邢两美姬，争宠后宫。	1	尹邢避面	[[10, 11]]
并求故剑到毛嫱，相对娉婷成尹邢。	1	尹邢避面	[[13, 14]]
须臾妪偕女至，较之先所见者，正如尹邢、嫱旦之互相伯仲，春兰秋菊之并秀一时也。	1	尹邢避面	[[16, 17]]
尹邢斗艳，尹邢两婕妤，皆武帝时宫妃，事见《前汉演义》。	1	尹邢避面	[[0, 1]]
小子有诗咏道：尹邢相让不相争，王业应由内助成，到底贤明推大妇，周南樛木好重赓。	1	尹邢避面	[[7, 8]]
敢以邢尹例，涂粉矜红妆。	1	尹邢避面	[[2, 3]]
无题尹邢相避更相倾，十斛珠娘博艳名。	1	尹邢避面	[[2, 5]]
又云：“卫贾相争因五可，尹邢互妒为偷窥。	1	尹邢避面	[[12, 13]]
交情生死君须记，莫向歌筵斗尹邢。	1	尹邢避面	[[13, 14]]
逢魔遇阻，驾神马尻轮，去留谁计。	1	尻轮神马	[[6, 9]]
芒鞋拄杖挂尘屋，神马尻轮歨飞转。	1	尻轮神马	[[8, 11]]
喜今朝尻马，仿佛天游。	1	尻轮神马	[[3, 4]]
忽想尻轮到五洲，海泓烟点小齐州。	1	尻轮神马	[[2, 3]]
今有尾生、孝已之行而无益于胜负之数，陛下何暇用之乎？	1	尾生抱柱	[[2, 3]]
又曰：越王念吴欲复承之，乃中夜抱柱而哭，讫，复承之以啸。	1	尾生抱柱	[[15, 16]]
义当出则出矣，尾生之信，水至不去，不知通塞也，故君子贞而不谅。	1	尾生抱柱	[[7, 8]]
既消遣不下，却似抱桥柱澡洗，要且放手不得。	1	尾生抱柱	[[8, 9]]
在汉之时，三家之学各自为师，而范宁注《谷梁》独不株守一家之说。	1	守株待兔	[[24, 25]]
先后只是三年间的事，别人就有了那么大的变化，他自己却只是株守在这里，一步也不曾移动。	1	守株待兔	[[28, 29]]
泾祖继先之绪余，株守不变，是以败云。	1	守株待兔	[[8, 11]]
北齐邢子才七夕诗曰：盈盈河水侧，朝朝长叹息，不吝渐衰苦，波流讵可测，秋期忽云至，停梭理容色，束衿未解带，回銮已霑轼，不见眼中人，谁堪机上织，原逐青鸟去，𫏐因希羽翼。	0		[]
骚魂洒落沉湘客，玉色依稀捉月仙。	1	屈原沉湘	[[4, 5]]
湘累醒眼不相识，兰芷未必臭味同。	1	屈原沉湘	[[0, 1]]
只恐影沉湘水后，更无来者继高名。	1	屈原沉湘	[[3, 4]]
朱符不写湘累恨，角黍难包楚国羞。	1	屈原沉湘	[[4, 5]]
《题叶司理采芙蓉图》：纫之以湘累秋兰之佩，载之以剡溪夜雪之舟。	1	屈原沉湘	[[14, 15]]
莫年一寸丹心在，却怪湘累有许悲。	1	屈原沉湘	[[10, 11]]
曩以弹丸俘晋孽，今于筒黍吊湘累。	1	屈原沉湘	[[13, 14]]
吴榜自能凌晚汰，湘累何苦属芳荪。	1	屈原沉湘	[[8, 9]]
欲吊湘累波浩渺，但须珍重芰荷衣。	1	屈原沉湘	[[2, 3]]
欧阳修楚泽宿莽湘累怨，幽兰楚俗谣。	1	屈原沉湘	[[7, 9]]
灵风神雨横江来，楚累游魂亭亭立。	1	屈原沉湘	[[8, 9]]
终不作湘累，憔悴吟杜若。	1	屈原沉湘	[[3, 4]]
沅湘流不尽，屈子怨何深。	1	屈原沉湘	[[6, 7]]
逢场作戏真呈拙，误笔成蝇岂所长。	2	屏风误点, 逢场作戏	[[8, 11], [0, 3]]
自问必不售，主师激赏，竟置经魁，阅对墨卷，见增改处，始悟其误笔成蝇，则奇之奇矣。	1	屏风误点	[[29, 32]]
这误笔成蝇的故典是唐寅讲给他听的，他今天触景生情，也会运用这故典。	2	屏风误点, 触景生情	[[1, 4], [20, 23]]
小叠红笺书恨字，屏风误点惑孙郎。	1	屏风误点	[[8, 11]]
移镫见蝎宁防毒，误笔成蝇肯被污。	1	屏风误点	[[8, 11]]
维赠诗云：“屏风误点惑孙郎，团扇草书惊内史。	1	屏风误点	[[6, 9]]
屏风误点惑孙郎，团扇草书轻内史。	1	屏风误点	[[0, 3]]
逢场作戏真呈拙，误笔成蝇岂所长？	2	屏风误点, 逢场作戏	[[8, 11], [0, 3]]
王维答诗曰：“屏风误点惑孙郎，团扇草书轻内史。	1	屏风误点	[[7, 10]]
卷539_74李商隐韩蝶翻罗幕，曹蝇拂绮窗。	1	屏风误点	[[16, 17]]
误笔成蝇赋曹氏之蝇，因误而致。	1	屏风误点	[[0, 3]]
张王右丞《赠张》诗云：“屏风误点惑孙郎，团扇草书轻内史。	1	屏风误点	[[14, 17]]
投身入屠钓，犹胜坐书痴。	1	屠牛朝歌	[[3, 4]]
何时英雄起屠钓，太古元气回神功。	1	屠牛朝歌	[[5, 6]]
则浆家饼肆、狗屠钓客中，抱才未遇者，不知凡几也！	2	屠牛朝歌, 怀才未遇	[[6, 9], [12, 15]]
君不见，朝歌屠叟辞棘津，八十西来钓渭滨。	1	屠牛朝歌	[[4, 7]]
毫发恐未尽，屠钓求隐沦。	1	屠牛朝歌	[[6, 7]]
《说苑》曰“吕望行年五十，卖食于棘津，行年七十，屠牛朝歌，行年九十，为天子师。	1	屠牛朝歌	[[24, 27]]
吕望行年五十，卖食棘津，七十则屠牛朝歌，守敬按：朝歌详《淇水》篇。	1	屠牛朝歌	[[15, 18]]
屠钓之中，尽多奇才，亦遇之与不遇而已。	1	屠牛朝歌	[[0, 1]]
太公望少为人壻，老而见去，屠牛朝歌，赁于棘津，钓于磻溪。	1	屠牛朝歌	[[13, 16]]
吕望之鼓刀兮，遭周文而得举。	1	屠牛朝歌	[[0, 4]]
亥为屠肆鼓刀人，嬴乃夷门抱关者。	2	屠牛朝歌, 朱亥袖椎	[[2, 5], [2, 6]]
初无忠告侃尔之训，一朝屠戮，搀其不意，岂大人经国笃本之事乎！	0		[]
大德舍利弗，为怜愍我故，说微妙法；我得闻已，长夜利益增长安乐。	1	屠门大嚼	[[27, 29]]
卷558_29薛能长安那不住，西笑又东行。	1	屠门大嚼	[[15, 16]]
王迈贺宋兄令子县尉之望擢荣还自从西笑便安排，果有佳音天上来。	1	屠门大嚼	[[16, 17]]
九日登赤壁九日至黄州，欣然独西笑。	1	屠门大嚼	[[14, 15]]
但勤驽马驾，定胜屠门嚼。	1	屠门大嚼	[[8, 10]]
由此轮故，令自国土增长安乐，能伏一切怨敌恶友，善守护身，令增寿命。	1	屠门大嚼	[[10, 12]]
卷838_5齐己西笑道何光，新朝旧桂堂。	1	屠门大嚼	[[8, 9]]
犹谓尘劳已倦，仕籍犹存，虽西笑之自惭，或东隅之可补。	1	屠门大嚼	[[13, 14]]
应知西向笑，不是为长安。	1	屠门大嚼	[[2, 4]]
过屠门而大嚼，虽不得肉，贵且快意。	2	屠门大嚼, 屠门大嚼	[[1, 2], [4, 5]]
人闻长安乐，则出门西向而笑，肉味美，对屠门而嚼。	1	屠门大嚼	[[19, 22]]
知肉味美，对屠门而大嚼。	2	屠门大嚼, 屠门大嚼	[[6, 7], [9, 10]]
若求之多岐，则支离破碎，如涉海问津矣。	1	支离破碎	[[7, 10]]
何支离破碎，徒费辞如此乎？	1	支离破碎	[[1, 4]]
声闻虽美，功业未遒，空有望于屠龙，竟难成于画虎。	1	屠龙技	[[14, 15]]
得志之地大见荣显，若救援之星亦自亏损又无外护之曜，则难求荣进或援星宛转救之尚可，如又无代用之星更凌犯之曜，有党虽于荥地不免履冰之凶矣。	1	履薄临深	[[61, 62]]
故曾子于将死之时，始说诗云，战战兢兢，如临深渊，如履薄冰，而今而后，吾知免夫。	1	履薄临深	[[24, 27]]
要如救焚拯溺，可施者毋待少顷，恰似履冰临渊，可禁者毋妄丝毫也。	1	履薄临深	[[17, 18]]
然亦所以着戒，有临深履薄之遗风云。	1	履薄临深	[[8, 11]]
行兵则如履虎尾，如履薄冰，危险可畏，不可轻进。	1	履薄临深	[[8, 11]]
然须如曾子战战兢兢，如临深渊，如履薄冰。	1	履薄临深	[[15, 18]]
朕老矣，临深履薄之念，与日俱增，敢满假乎？	1	履薄临深	[[4, 7]]
诚能事过乎俭，临深履冰，居安不忘乘奔之戒，处存不废虑亡之惧。	1	履薄临深	[[7, 10]]
今君位地尊重，海内所望，岂可不临深履薄，以为至戒。	1	履薄临深	[[15, 18]]
王者忧劳于上，台鼎颦𫖹于下，临深履薄，惧祸之及。	1	履薄临深	[[14, 17]]
初议者云云，求移者甚众，时未临履，亦谓宜然。	1	履薄临深	[[14, 15]]
旨趣陶山相，诗篇沈隐侯。	1	山中宰相	[[2, 4]]
今朝立春好天气，况是太平朝野时，走向南邻觅酒伴，还从西墅买花枝，陶令久辞彭泽县，山公祇爱习家池，宜春帖子题赠尔，日日春游日日宜。	2	山公醉酒, 山公醉酒	[[44, 46], [40, 41]]
人间只有嵇延祖，最望山公启事来。	1	山公启事	[[10, 13]]
五年春正月癸酉，以征北大将军、开府仪同三司、南徐州刺史淳于量为中权大将军；宣惠将军、豫章王叔英为南徐州刺史，进号平北将军；吏部尚书、驸马都尉沈君理为尚书右仆射，领吏部。	0		[]
吴中羁客感年华，江上风流胜习家。	1	山公醉酒	[[13, 14]]
只因淮蔡须裴度，不为并州戏葛强。	1	山公醉酒	[[13, 14]]
幸为预脍缩项之鳊，多买团脐之蟹，三两月间，当同醉习家之池，共寻羊公之刻，倒接，歌《大堤》，庶几斯游，亦一时之快也。	1	山公醉酒	[[23, 25]]
沛中父老讴歌入，海内英雄倒载回。	2	山公醉酒, 大风歌	[[12, 13], [0, 5]]
倒载接乘好月，闻钟篮舆恋清晖。	1	山公醉酒	[[0, 1]]
归时不用山公马，短棹春波正满洲。	1	山公醉酒	[[4, 6]]
汉时侍中习郁，尝于岘山南依范蠡养鱼法作池，池边有高堤，遍种长楸修竹，芙蓉缘岸，菱芡覆水，是游宴名处，山季伦都督荆州时，每出嬉游，多之池上，置酒辄醉，曰：“此是我高阳池。	1	山公醉酒	[[80, 82]]
紫英亭前露欲香，习家池上夜偏长。	1	山公醉酒	[[8, 10]]
忆昨江湖倒载归，暗香夹路雨霏微。	1	山公醉酒	[[4, 5]]
尤长启事，不减山公。	2	山公启事, 山公启事	[[2, 3], [7, 8]]
闻笛何人吹笛傍江干，木落淮南夜色寒。	1	山阳笛	[[0, 1]]
侧耳邻家笛，萧然万虑清。	1	山阳笛	[[2, 4]]
夜饮家醅尽，风吹邻笛悲。	1	山阳笛	[[8, 10]]
乡书迷楚越，邻笛乱伊凉。	1	山阳笛	[[6, 7]]
邻起山阳笛，庭间谢傅棋。	2	山阳笛, 围棋赌墅	[[2, 4], [8, 10]]
悲凉一曲山阳笛，满眼山河是义熙。	1	山阳笛	[[4, 6]]
不耐邻家笛，萧萧风满林。	1	山阳笛	[[2, 4]]
塞上闻笛胡人羌笛戍楼间，楼上萧条明月闲。	1	山阳笛	[[2, 3]]
癸酉闰六月十三日夜病中闻笛深夜凉风发，迢遥送笛声。	1	山阳笛	[[11, 12]]
水调邻家笛，雷音梦里车。	1	山阳笛	[[2, 4]]
郑少谷汶上对月闻笛，作商调哀切，命舡人度曲为和，因赋醉歌云：“焉耆八月风高起，鸿雁群飞渡淮水。	1	山阳笛	[[7, 8]]
早春闻笛万里南州客，离家又一年。	1	山阳笛	[[2, 3]]
谁家玉笛暗飞声，散入春风满洛城。	2	山阳笛, 山阳笛	[[2, 3], [5, 6]]
风回玉笛夕阳斜，谁傍山阳谱落花。	1	山阳笛	[[2, 3]]
独倚画栏如有意，清砧怨笛送黄昏。	1	山阳笛	[[10, 11]]
岩泉飞野鹤，石镜舞山鸡。	1	山鸡舞镜	[[8, 10]]
惊看溺影山鸡舞，始信才多不自谋。	1	山鸡舞镜	[[4, 6]]
徐陵《鸳鸯赋》云：“山鸡映水那相得，孤鸾照镜不成双。	2	山鸡舞镜, 镜鸾	[[10, 13], [18, 21]]
黄鲁直诗徐陵《鸳鸯赋》云：“山鸡映水那相得，孤鸾照镜不成双。	2	山鸡舞镜, 镜鸾	[[14, 17], [22, 25]]
山鸡学舞，向宝镜而知归。	1	山鸡舞镜	[[0, 3]]
东者陡落而激之，则西者飞起三丈余，翩翩若轻燕之舞于空也；西者落而陡激之，则东者复起，又如鸷鸟之直上穿云也：叠相起伏，愈激愈疾，几若山鸡舞镜，不复辨其孰为影、孰为形焉。	1	山鸡舞镜	[[65, 68]]
周必大陆务观之友杜敬叔写予真戏题四句他日持似务观一笑西百官中识放翁，四年上下日相从，如今鹤伴山鸡舞，羞对云间陆士龙。	1	山鸡舞镜	[[46, 48]]
山鸡映水那自得，孤鸾照镜不成双。	2	山鸡舞镜, 镜鸾	[[0, 3], [8, 11]]
画睡鸭《容斋随笔》云：“徐陵《鸳鸯赋》云：‘山鸡映水那相得，孤鸾照镜不成双。	2	山鸡舞镜, 镜鸾	[[22, 25], [30, 33]]
山鸡舞破半岩云，菱叶开残野水春。	1	山鸡舞镜	[[0, 3]]
黄庭坚睡鸭山鸡照影空自爱，孤鸾舞镜不作双。	2	山鸡舞镜, 镜鸾	[[5, 8], [13, 16]]
至今竹翛翛，似闻归昌韵。	1	岐山鸣凤	[[8, 9]]
出谷莺何待，鸣岐凤欲群。	1	岐山鸣凤	[[6, 8]]
诗曰：归昌应瑞德徽昭，不易来仪下绛霄。	1	岐山鸣凤	[[3, 4]]
漫诩声传腷膊，闻惊函谷之中；顿教鸣应归昌，瑞叶岐山之下。	1	岐山鸣凤	[[18, 19]]
遥遥分凤野，去去转龙媒。	1	岐山鸣凤	[[3, 4]]
分曹日抱戴，赴节凤归昌。	1	岐山鸣凤	[[8, 10]]
永惟神武，潜庆灵长；龙图革命，凤历归昌。	1	岐山鸣凤	[[17, 18]]
七十七岁诗：老夫垂八十，岩电尚烂烂。	1	岩下电	[[12, 13]]
雪棘满颐心尚壮，君看岩电射入明。	1	岩下电	[[10, 11]]
德莹冰壶，量包沧海，神钟岩电。	1	岩下电	[[12, 13]]
公状貌魁梧，目闪闪如岩下电。	1	岩下电	[[10, 12]]
冢嗣风流迈阿戎，眸子烂如岩下电。	1	岩下电	[[12, 14]]
迟君此日到三山，快聆高论豁尘颜；汹涛岩电炯相对，粒粒聚米陈台湾。	1	岩下电	[[18, 19]]
《和人赠马太保》云：“转盼回岩电，分髯磔猬毛。	1	岩下电	[[14, 15]]
虚堂来清风，岩电炯相烛。	1	岩下电	[[6, 7]]
望穷岩电搜诗眼，愁转车轮感别肠。	1	岩下电	[[2, 3]]
苏轼次韵张昌言给事省宿冯颠久已攲残雪，戎眼何曾眩落晖。	1	岩下电	[[19, 20]]
刘克庄送金仙上人罢讲繙经岩电眼，竖拂海潮音。	1	岩下电	[[12, 13]]
负郭良田几百顷，禾黍离离堕云颖，王租输外有余储，足养嵇康懒惰性。	1	嵇康七不堪	[[26, 28]]
从来叔夜懒，非是接舆狂。	2	嵇康七不堪, 接舆歌凤	[[2, 4], [8, 10]]
莫问伊嵇懒，流年已付他。	1	嵇康七不堪	[[3, 4]]
我生七不堪，百谪将安之。	1	嵇康七不堪	[[2, 4]]
借留赖有天台侣，老矣真成七不堪。	1	嵇康七不堪	[[12, 14]]
诗多别致，如《戊子》云：「行非杨秉三无惑，性似嵇康七不堪。	1	嵇康七不堪	[[23, 27]]
嵇康《绝交书》最古，七不堪辞山吏部。	0		[]
莫学嵇康懒，且安原宪贫。	2	嵇康七不堪, 原宪贫	[[2, 4], [8, 11]]
献疏岂止一痛哭，引去自言七不堪。	1	嵇康七不堪	[[12, 14]]
自断此生天莫问，不堪七事习难除。	1	嵇康七不堪	[[8, 10]]
中散不偶世，本自餐霞人。	1	餐霞漱瀣	[[8, 11]]
既似蜡屐阮，又如锻柳嵇。	2	嵇康锻, 阮孚蜡屐	[[8, 10], [2, 4]]
前旌拂讲树，垂佩耀童衿。	1	嵇康锻	[[3, 4]]
读书本自比嵇锻，学剑要须问曹蔗。	1	嵇康锻	[[5, 6]]
况海内知交，嵇锻王琴，多化为异物。	2	嵇康锻, 人琴俱亡	[[6, 7], [8, 9]]
官兵也无暇分辨，乱砍乱戳，覆巢下无完卵，游釜中无生鱼，幸亏广泗下令禁止惨戮，还算保存了几个。	1	巢倾卵破	[[16, 18]]
况此枯山，乃完卵之地，如何抵挡十万雄兵？	1	巢倾卵破	[[6, 7]]
文举抱夙慧，通家李伯阳，覆巢无完卵，圣裔今罹殃！	1	巢倾卵破	[[14, 16]]
“巢破留完卵，渊沈见苦心。	1	巢倾卵破	[[4, 5]]
他那个小儿子有人收留没有也不得而知，恐怕覆巢之下完卵难期了。	1	巢倾卵破	[[24, 25]]
今者贼将势甚猖獗，若不急速扑灭，恐覆巢之完卵难期。	1	巢倾卵破	[[20, 21]]
覆巢之下，尚有什么完卵呢？	1	巢倾卵破	[[9, 10]]
夫燔林而田则麒麟不至，覆巢破卵则凤凰不翔。	1	巢倾卵破	[[11, 14]]
少青大哭曰：“覆巢之下，必无完卵。	1	巢倾卵破	[[13, 15]]
所谓破巢之下，焉有完卵者也。	1	巢倾卵破	[[9, 10]]
咏燕画栋雕梁事已非，春来故国梦乌衣；危巢一覆无完卵，风雨飘摇何处归？	1	巢倾卵破	[[22, 24]]
公子涕泣曰：「覆巢之下无完卵，孑然一身，生亦何聊？	1	巢倾卵破	[[11, 13]]
安有巢毁而卵不破乎！	1	巢倾卵破	[[2, 7]]
一身网罗不敢惜，巢倾卵覆将奈何！	1	巢倾卵破	[[8, 11]]
夫覆巢毁卵，则凤凰不至。	1	巢倾卵破	[[1, 4]]
抱蔓摘瓜余我在，破巢完卵似君稀。	1	巢倾卵破	[[8, 11]]
谢兆申全集二十四卷，又谢耳伯古诗一卷，又麻姑游草一卷字耳伯，建宁人，诸生，有书癖，聚书甚多。	1	左传癖	[[38, 39]]
筠自此益加精进，遂成书癖，日把一编，行立不辍，然而赴童子试不中。	1	左传癖	[[10, 11]]
邵武邑宰何金阳令郎，久耽书癖，昕夕穷神，而不自节。	1	左传癖	[[12, 13]]
耽经谩有春秋癖，闭户犹防月旦评。	1	左传癖	[[4, 6]]
卷614_19皮日休书淫传癖穷欲死，𫍢𫍢何必频相仍。	1	左传癖	[[12, 13]]
有心躭传癖，无意媚钱神。	1	左传癖	[[3, 4]]
两君儒雅好友，又深知吾有书癖者，而求之之难如此，然则藏书诚累心事矣。	1	左传癖	[[12, 13]]
丁谓叔雅，董谓授经，罗谓叔报，陈谓士可，皆有书癖者。	1	左传癖	[[22, 23]]
性有图书癖，心忘绂冕荣。	1	左传癖	[[3, 4]]
又《示儿诗》：“人生百病有已时，独有书癖不可医。	1	左传癖	[[18, 19]]
闭门怜子成书癖，试买村醪相伴斟。	1	左传癖	[[5, 6]]
君侯知我有书癖，乞与西台字几行。	1	左传癖	[[5, 6]]
辛苦空成《左传》癖，逍遥常愧大慈仙。	1	左传癖	[[4, 8]]
自此论后，历代医家，多左袒之，故余亦从之，「不足」当作「不定」解。	1	左右袒	[[11, 12]]
第一派主张天气一暖，伏邪自会发动，事实之证明，都是确实的，照我的眼光，吴鞠通、王盂英、章虚谷论的是指病气，叶子雨论的是指本气，两说不妨并存，不能偏袒某一说也。	1	左右袒	[[72, 73]]
盖以久感之余，复有所触，适一契姻，向以中年过劳，因患劳倦发热，余为速救其本，已将复元，忽遭子建之徒，坚执十劝以相抗，昧者见其发热，反为左袒，不数剂而遂以有生之徒，置之死地。	0		[]
伊叔以兄富且能，反左袒之。	1	左右袒	[[9, 10]]
○索隐新序是刘歆所撰，其中论商君，故裴氏引之。	0		[]
他如簧巧辨也，总机谋。	1	巧言如簧	[[1, 2]]
某但不欺白之诚，岂畏如簧之巧！	1	巧言如簧	[[10, 11]]
九四，饰言如簧，以娱彼心，乃获南金。	1	巧言如簧	[[5, 6]]
如簧口，心性乔，牢笼计成兴祸苗。	1	巧言如簧	[[0, 1]]
百鸟已如簧，飞花乱回雪。	1	巧言如簧	[[3, 4]]
卷766_71刘兼巧舌如簧总莫听，是非多自爱憎生。	1	巧言如簧	[[9, 12]]
遇便则流，巧言如簧，应机必发。	1	巧言如簧	[[5, 8]]
不见凌波步。空忆如簧语。柳外重重叠叠山，遮不断愁来路。	1	巧言如簧	[[8, 9]]
东风空费如簧舌，不道明廷有凤仪。	1	巧言如簧	[[4, 6]]
千门万户垂杨里，百啭如簧烟景晴。	1	巧言如簧	[[10, 11]]
卷707_9殷文圭丹觜如簧翠羽轻，随人呼物旋知名。	1	巧言如簧	[[11, 12]]
坦荡君子，无悦簧言。	1	巧言如簧	[[7, 8]]
今夜同欢会，梦魂飞，巫山一对暮云归。	2	巫山云雨, 巫山云雨	[[10, 11], [14, 16]]
他将俺儿女夫妻，直认做了云雨巫娥。	1	巫山云雨	[[12, 15]]
濯锦丰姿新凉台阁，懊悔巫云太轻薄。	1	巫山云雨	[[11, 12]]
我似楚襄王，体貌多才俊。暮暮朝朝，与你会雨云。	1	巫山云雨	[[20, 21]]
堆盘火齐光眩眸，干将出匣万鬼愁。	1	干将莫邪	[[8, 9]]
五月凉如秋，照夜干将白。	1	干将莫邪	[[8, 9]]
金羁映骕骦，后骑佩干将。	1	干将莫邪	[[9, 10]]
干将不试，世比铅刀。	1	干将莫邪	[[0, 1]]
王安石示李叔时二首千山访我几摧辀，清坐来看十日留。	1	平原十日饮	[[21, 23]]
相期十日平原醉，称兕明年祝丙辰。	1	平原十日饮	[[2, 5]]
胡为只作十日欢，杖策复寻归路难。	1	平原十日饮	[[4, 6]]
包云：“坐淹十日饮，兴洽五陵豪。	1	平原十日饮	[[6, 8]]
又，江津钟耘纺代父撰六十自寿联云：“自惭一世虚生，不堪刘季万钱贺；难得六亲共聚，愿作平原十日游。	1	平原十日饮	[[42, 45]]
孝廉到南庵，每为平原十日之游。	1	平原十日饮	[[8, 11]]
七言《送人》云：“樽中十日平原酒，袖里三年蓟北书。	1	平原十日饮	[[11, 14]]
徘徊三洞天，翻作十日留。	1	平原十日饮	[[8, 10]]
为君宽作十日留，在眼便同真著脚。	1	平原十日饮	[[4, 6]]
薄游自笑非嘉客，十日平原酒尚携。	1	平原十日饮	[[8, 11]]
虚亭十日留，欲出凡几巡。	1	平原十日饮	[[2, 4]]
村舍随缘十日留，翛闲端不羡封侯。	1	平原十日饮	[[4, 6]]
既骂守旧，亦骂维新；既骂小人，亦骂君子；对老辈则骂其暮气已深，对青年则骂其躁进喜事；事之成也，则曰：竖子成名，事之败也，则曰吾早料及。	1	广武叹	[[50, 53]]
空借箸，竟藏弓，成名竖子子亦英雄。	1	广武叹	[[8, 11]]
又，挽陈小屏云：“世无英雄，使竖子成名，空令步兵悲广武；地当徐泗，叹斯人长往，独留开府老江关。	1	广武叹	[[15, 18]]
斯甚于风雨雪霜已，故泣军门者谓皇皇而无主，叹广武者思沛上之英雄。	1	广武叹	[[21, 23]]
阮怀续咏叹广武，如此岂合长菰芦。	1	广武叹	[[4, 6]]
郏辱吊周公，曲阜拜宣尼，或登广武叹，或上北印噫。	1	广武叹	[[14, 16]]
休登广武叹，聊访信陵居。	1	广武叹	[[2, 4]]
竖子阮籍登广武而叹曰：“时无英雄，使竖子成名。	1	广武叹	[[18, 21]]
可怜广武山前语，楚汉宁教作战场。	1	广武叹	[[2, 6]]
阮公无臧否，竖子叹广武。	1	广武叹	[[8, 10]]
广陵观涛枚乘《七发》曰：“八月之望，观涛于广陵之曲江。	0		[]
《广陵》故事无人知，古人不说今人疑。	1	广陵散	[[1, 2]]
虞渊未薄乎日暮，《广陵》不绝于人间。	1	广陵散	[[9, 10]]
万里风沙知己尽，谁人会得《广陵》音？	1	广陵散	[[13, 14]]
限到当生所在煞上无星，主事两旁三合之星亦复辽远即为空限，若火罗计孛流战于此限之正度，即为梦蝶之人矣。	1	庄周梦蝶	[[44, 45]]
上写蝴蝶飞舞，种种意态，俨存蝶梦余趣。	1	庄周梦蝶	[[14, 15]]
蝴蝶栩栩兴有余，引人入胜教我读。	1	庄周梦蝶	[[0, 3]]
夫虚实之不明，补泻之不当，而栩栩然欲疗极重极险之病者，岂足与语医哉!要之，病之实，实有百也；病之虚，虚有百也。	1	庄周梦蝶	[[14, 15]]
生缘识破庄周梦，法性灵游大觉场。	1	庄周梦蝶	[[4, 6]]
如春秋时，六鹢退飞；唐库中，金钱化蝶类。	2	庄周梦蝶, 六鹢风	[[16, 17], [5, 8]]
忽闻架上一声鸡，蝶梦惊回月坠西。	1	庄周梦蝶	[[8, 9]]
蝶梦南华方栩栩，斑斑谁跨丰干虎？	3	庄周梦蝶, 庄周梦蝶, 庄周梦蝶	[[0, 1], [2, 3], [5, 6]]
夜深蝴蝶梦，天晓系游蜂。	1	庄周梦蝶	[[2, 4]]
师颂曰：楼上鸣咿角已吹，灯前蝴蝶梦犹迷。	1	庄周梦蝶	[[14, 16]]
林光朝《挽方通判良翰》：得钱终日走燕寺，抱膝经年动越吟。	1	庄舄越吟	[[25, 26]]
吴歈越吟未终曲，江上团团帖寒玉。	1	庄舄越吟	[[2, 3]]
晁说之《自咏》：棕篱蕉落贮秋阴，睡足萧然学越吟。	1	庄舄越吟	[[21, 22]]
